Bar/Node/Case,FX (kN),FY (kN),FZ (kN),MY (kNm),MZ (kNm),Length (m)
128/33/7,0,0,-6.843,-21.212,0,1.65
128/33/8,0,0,-5.143,-15.585,0,1.65
128/33/9,0,0,-4.867,-14.429,0,1.65
128/33/13,0,0,2.158,-7.824,0,1.65
128/33/14,0,0,-11.505,-19.417,0,1.65
129/31/6,0,0,11.731,24.095,0,2.775
129/31/7,0,0,18.076,37.519,0,2.775
129/31/8,0,0,13.155,27.274,0,2.775
129/31/9,0,0,12.138,25.003,0,2.775
129/31/13,0,0,10.446,24.483,0,2.775
129/31/14,0,0,12.407,22.346,0,2.775
129/32/6,0,0,-34.815,-13.843,0,2.775
129/32/7,0,0,-53.96,-21.671,0,2.775
129/32/8,0,0,-39.272,-15.783,0,2.775
129/32/9,0,0,-36.088,-14.397,0,2.775
129/32/13,0,0,-34.841,-15.081,0,2.775
129/32/14,0,0,-32.879,-11.774,0,2.775
130/25/6,0,0,21.493,-2.183,0,3.725
130/25/7,0,0,32.235,-3.11,0,3.725
130/25/8,0,0,23.517,-2.29,0,3.725
130/25/9,0,0,22.072,-2.213,0,3.725
130/25/13,0,0,17.421,6.255,0,3.725
130/25/14,0,0,24.698,-10.575,0,3.725
130/32/6,0,0,-24.783,-8.31,0,3.725
130/32/7,0,0,-37.341,-12.621,0,3.725
130/32/8,0,0,-27.299,-9.334,0,3.725
130/32/9,0,0,-25.502,-8.603,0,3.725
130/32/13,0,0,-27.883,-13.231,0,3.725
130/32/14,0,0,-20.605,-2.951,0,3.725
131/30/6,0,0,62.104,-45.142,0,1.35
131/30/7,0,0,96.392,-70.08,0,1.35
131/30/8,0,0,70.116,-50.983,0,1.35
131/30/9,0,0,64.393,-46.811,0,1.35
131/30/13,0,0,60.036,-42.379,0,1.35
131/30/14,0,0,60.738,-45.4,0,1.35
131/31/6,0,0,42.027,24.925,0,1.35
131/31/7,0,0,65.431,38.798,0,1.35
131/31/8,0,0,47.573,28.202,0,1.35
131/31/9,0,0,43.611,25.862,0,1.35
131/31/13,0,0,40.487,25.26,0,1.35
131/31/14,0,0,41.189,23.186,0,1.35
132/24/6,0,0,38.236,-26.005,0,3.725
132/24/7,0,0,59.862,-40.875,0,3.725
132/24/8,0,0,43.509,-29.704,0,3.725
132/24/9,0,0,39.742,-27.062,0,3.725
132/24/13,0,0,36.475,-23.526,0,3.725
132/24/14,0,0,37.736,-26.898,0,3.725
132/31/6,0,0,-30.295,-11.216,0,3.725
132/31/7,0,0,-47.355,-17.58,0,3.725
132/31/8,0,0,-34.418,-12.772,0,3.725
132/31/9,0,0,-31.473,-11.66,0,3.725
132/31/13,0,0,-30.042,-11.544,0,3.725
132/31/14,0,0,-28.781,-10.22,0,3.725
134/29/6,0,0,25.369,-11.209,0,2.5
134/29/7,0,0,39.651,-17.463,0,2.5
134/29/8,0,0,28.766,-12.624,0,2.5
134/29/9,0,0,26.339,-11.613,0,2.5
134/29/13,0,0,22.94,-8.832,0,2.5
134/29/14,0,0,26.342,-12.98,0,2.5
134/30/6,0,0,-31.327,-18.475,0,2.5
134/30/7,0,0,-49.029,-28.897,0,2.5
134/30/8,0,0,-35.691,-21.072,0,2.5
134/30/9,0,0,-32.574,-19.217,0,2.5
134/30/13,0,0,-32.093,-20.098,0,2.5
134/30/14,0,0,-28.691,-15.74,0,2.5
136/28/6,0,0,35.804,-28.383,0,2.35
136/28/7,0,0,55.864,-44.149,0,2.35
136/28/8,0,0,40.624,-32.095,0,2.35
136/28/9,0,0,37.182,-29.444,0,2.35
136/28/13,0,0,32.892,-25.33,0,2.35
136/28/14,0,0,36.651,-29.846,0,2.35
136/29/6,0,0,-15.74,-4.598,0,2.35
136/29/7,0,0,-24.712,-7.211,0,2.35
136/29/8,0,0,-17.947,-5.205,0,2.35
136/29/9,0,0,-16.371,-4.772,0,2.35
136/29/13,0,0,-17.148,-6.627,0,2.35
136/29/14,0,0,-13.388,-2.308,0,2.35
137/23/6,0,0,31.964,-17.301,0,3.725
137/23/7,0,0,50.096,-27.3,0,3.725
137/23/8,0,0,36.414,-19.841,0,3.725
137/23/9,0,0,33.235,-18.027,0,3.725
137/23/13,0,0,31.055,-16.852,0,3.725
137/23/14,0,0,30.965,-16.662,0,3.725
137/29/6,0,0,-38.619,-29.696,0,3.725
137/29/7,0,0,-60.384,-46.461,0,3.725
137/29/8,0,0,-43.881,-33.748,0,3.725
137/29/9,0,0,-40.122,-30.854,0,3.725
137/29/13,0,0,-37.446,-28.754,0,3.725
137/29/14,0,0,-37.536,-28.901,0,3.725
139/27/6,0,0,-56.118,26.015,0,1.35
139/27/7,0,0,-87.272,40.432,0,1.35
139/27/8,0,0,-63.415,29.361,0,1.35
139/27/9,0,0,-58.203,26.971,0,1.35
139/27/13,0,0,-54.806,24.265,0,1.35
139/27/14,0,0,-54.302,26.331,0,1.35
139/28/6,0,0,-75.498,-62.29,0,1.35
139/28/7,0,0,-117.125,-96.683,0,1.35
139/28/8,0,0,-85.154,-70.305,0,1.35
139/28/9,0,0,-78.257,-64.58,0,1.35
139/28/13,0,0,-73.681,-61.945,0,1.35
139/28/14,0,0,-73.178,-59.2,0,1.35
140/26/6,0,0,43.986,-22.042,0,3.675
140/26/7,0,0,68.255,-34.691,0,3.675
140/26/8,0,0,49.675,-25.331,0,3.675
140/26/9,0,0,45.612,-22.982,0,3.675
140/26/13,0,0,42.043,-19.695,0,3.675
140/26/14,0,0,43.491,-22.98,0,3.675
140/27/6,0,0,-22.257,26.734,0,3.675
140/27/7,0,0,-34.463,41.477,0,3.675
140/27/8,0,0,-25.064,30.102,0,3.675
140/27/9,0,0,-23.059,27.696,0,3.675
140/27/13,0,0,-22.38,24.994,0,3.675
140/27/14,0,0,-20.932,27.031,0,3.675
141/21/6,0,0,36.716,-20.383,0,3.725
141/21/7,0,0,57.662,-32.41,0,3.725
141/21/8,0,0,41.938,-23.611,0,3.725
141/21/9,0,0,38.208,-21.305,0,3.725
141/21/13,0,0,36.07,-20.91,0,3.725
141/21/14,0,0,35.125,-18.472,0,3.725
141/27/6,0,0,-33.861,-15.064,0,3.725
141/27/7,0,0,-52.809,-23.371,0,3.725
141/27/8,0,0,-38.351,-16.931,0,3.725
141/27/9,0,0,-35.144,-15.597,0,3.725
141/27/13,0,0,-32.426,-14.124,0,3.725
141/27/14,0,0,-33.371,-15.205,0,3.725
142/20/6,0,0,21.096,-4.849,0,3.725
142/20/7,0,0,31.77,-7.259,0,3.725
142/20/8,0,0,23.187,-5.259,0,3.725
142/20/9,0,0,21.693,-4.966,0,3.725
142/20/13,0,0,24.797,-14.039,0,3.725
142/20/14,0,0,16.499,4.516,0,3.725
142/26/6,0,0,-27.228,-16.27,0,3.725
142/26/7,0,0,-41.063,-24.566,0,3.725
142/26/8,0,0,-29.992,-17.933,0,3.725
142/26/9,0,0,-28.018,-16.745,0,3.725
142/26/13,0,0,-22.487,-9.737,0,3.725
142/26/14,0,0,-30.785,-22.092,0,3.725
143/24/6,0,0,22.261,-20.127,0,2.775
143/24/7,0,0,33.341,-30.369,0,2.775
143/24/8,0,0,24.354,-22.115,0,2.775
143/24/9,0,0,22.859,-20.695,0,2.775
143/24/13,0,0,17.812,-15.081,0,2.775
143/24/14,0,0,25.813,-24.322,0,2.775
143/25/6,0,0,-7.746,0.013,0,2.775
143/25/7,0,0,-11.384,0.097,0,2.775
143/25/8,0,0,-8.348,0.093,0,2.775
143/25/9,0,0,-7.918,0.036,0,2.775
143/25/13,0,0,-11.617,-6.485,0,2.775
143/25/14,0,0,-3.616,6.476,0,2.775
145/23/6,0,0,15.636,13.108,0,3.85
145/23/7,0,0,23.6,19.67,0,3.85
145/23/8,0,0,17.381,13.903,0,3.85
145/23/9,0,0,16.135,13.335,0,3.85
145/23/13,0,0,13.483,16.595,0,3.85
145/23/14,0,0,17.041,9.28,0,3.85
145/24/6,0,0,-35.374,-24.888,0,3.85
145/24/7,0,0,-53.371,-37.639,0,3.85
145/24/8,0,0,-38.812,-27.351,0,3.85
145/24/9,0,0,-36.356,-25.592,0,3.85
145/24/13,0,0,-36.417,-27.551,0,3.85
145/24/14,0,0,-32.859,-21.169,0,3.85
147/22/6,0,0,95.115,-151.652,0,2.35
147/22/7,0,0,144.154,-229.462,0,2.35
147/22/8,0,0,103.949,-165.17,0,2.35
147/22/9,0,0,97.639,-155.515,0,2.35
147/22/13,0,0,90.99,-147.357,0,2.35
147/22/14,0,0,95.455,-150.155,0,2.35
147/23/6,0,0,61.688,24.974,0,2.35
147/23/7,0,0,93.527,37.698,0,2.35
147/23/8,0,0,67.006,26.913,0,2.35
147/23/9,0,0,63.207,25.528,0,2.35
147/23/13,0,0,58.316,20.711,0,2.35
147/23/14,0,0,62.781,28.406,0,2.35
148/21/6,0,0,-225.716,145.589,0,1.35
148/21/7,0,0,-341.778,220.26,0,1.35
148/21/8,0,0,-245.708,158.284,0,1.35
148/21/9,0,0,-231.428,149.216,0,1.35
148/21/13,0,0,-225.472,145.259,0,1.35
148/21/14,0,0,-217.392,140.477,0,1.35
148/22/6,0,0,-240.083,-166.96,0,1.35
148/22/7,0,0,-363.169,-252.611,0,1.35
148/22/8,0,0,-261.351,-181.828,0,1.35
148/22/9,0,0,-246.16,-171.208,0,1.35
148/22/13,0,0,-239.566,-166.837,0,1.35
148/22/14,0,0,-231.486,-160.711,0,1.35
150/20/6,0,0,70.208,-44.627,0,3.675
150/20/7,0,0,106.097,-67.549,0,3.675
150/20/8,0,0,76.684,-48.685,0,3.675
150/20/9,0,0,72.059,-45.787,0,3.675
150/20/13,0,0,66.822,-38.165,0,3.675
150/20/14,0,0,70.82,-49.351,0,3.675
150/21/6,0,0,22.946,126.543,0,3.675
150/21/7,0,0,34.898,191.528,0,3.675
150/21/8,0,0,24.695,137.599,0,3.675
150/21/9,0,0,23.445,129.702,0,3.675
150/21/13,0,0,20.572,122.421,0,3.675
150/21/14,0,0,24.57,125.927,0,3.675
151/185/6,0,0,-12.655,94.57,0,3.775
151/185/7,0,0,-20.591,144.385,0,3.775
151/185/8,0,0,-16.526,105.759,0,3.775
151/185/9,0,0,-13.761,97.767,0,3.775
151/185/13,0,0,-11.556,92.108,0,3.775
151/185/14,0,0,-12.096,92.237,0,3.775
151/186/6,0,0,-59.793,-42.176,0,3.775
151/186/7,0,0,-89.547,-63.499,0,3.775
151/186/8,0,0,-63.663,-45.597,0,3.775
151/186/9,0,0,-60.898,-43.153,0,3.775
151/186/13,0,0,-58.693,-40.487,0,3.775
151/186/14,0,0,-59.234,-42.399,0,3.775
152/178/6,0,0,19.925,-1.588,0,3.525
152/178/7,0,0,28.736,-1.377,0,3.525
152/178/8,0,0,19.246,-0.021,0,3.525
152/178/9,0,0,19.731,-1.141,0,3.525
152/178/13,0,0,19.536,-1.224,0,3.525
152/178/14,0,0,20.604,-2.624,0,3.525
152/186/6,0,0,-22.342,-5.85,0,3.525
152/186/7,0,0,-32.984,-8.864,0,3.525
152/186/8,0,0,-23.021,-6.675,0,3.525
152/186/9,0,0,-22.536,-6.085,0,3.525
152/186/13,0,0,-22.731,-6.855,0,3.525
152/186/14,0,0,-21.663,-4.491,0,3.525
154/184/6,0,0,25.137,62.533,0,2.15
154/184/7,0,0,38.475,93.494,0,2.15
154/184/8,0,0,29.25,65.006,0,2.15
154/184/9,0,0,26.312,63.24,0,2.15
154/184/13,0,0,24.893,62.038,0,2.15
154/184/14,0,0,23.619,61.969,0,2.15
154/185/6,0,0,5.639,95.617,0,2.15
154/185/7,0,0,10.42,146.056,0,2.15
154/185/8,0,0,9.753,106.934,0,2.15
154/185/9,0,0,6.814,98.851,0,2.15
154/185/13,0,0,5.395,94.596,0,2.15
154/185/14,0,0,4.121,91.788,0,2.15
155/176/6,0,0,24.429,-4.161,0,3.525
155/176/7,0,0,36.498,-5.907,0,3.525
155/176/8,0,0,24.116,-3.44,0,3.525
155/176/9,0,0,24.34,-3.955,0,3.525
155/176/13,0,0,24.353,-4.1,0,3.525
155/176/14,0,0,24.639,-4.531,0,3.525
155/185/6,0,0,-31.412,-16.468,0,3.525
155/185/7,0,0,-47.498,-25.296,0,3.525
155/185/8,0,0,-31.725,-16.85,0,3.525
155/185/9,0,0,-31.501,-16.577,0,3.525
155/185/13,0,0,-31.488,-16.674,0,3.525
155/185/14,0,0,-31.202,-16.097,0,3.525
157/183/6,0,0,87.612,-80.227,0,1.825
157/183/7,0,0,131.049,-121.004,0,1.825
157/183/8,0,0,92.322,-86.338,0,1.825
157/183/9,0,0,88.958,-81.973,0,1.825
157/183/13,0,0,87.362,-80.277,0,1.825
157/183/14,0,0,85.844,-77.558,0,1.825
157/184/6,0,0,72.322,65.714,0,1.825
157/184/7,0,0,109.159,98.186,0,1.825
157/184/8,0,0,77.032,68.198,0,1.825
157/184/9,0,0,73.668,66.423,0,1.825
157/184/13,0,0,72.072,65.207,0,1.825
157/184/14,0,0,70.554,65.155,0,1.825
158/175/6,0,0,10.917,54.341,0,3.525
158/175/7,0,0,16.141,81.975,0,3.525
158/175/8,0,0,10.32,56.595,0,3.525
158/175/9,0,0,10.746,54.985,0,3.525
158/175/13,0,0,10.922,54.098,0,3.525
158/175/14,0,0,11.167,53.618,0,3.525
158/184/6,0,0,-47.185,-17.827,0,3.525
158/184/7,0,0,-70.684,-26.742,0,3.525
158/184/8,0,0,-47.782,-17.676,0,3.525
158/184/9,0,0,-47.356,-17.784,0,3.525
158/184/13,0,0,-47.18,-18.051,0,3.525
158/184/14,0,0,-46.935,-17.668,0,3.525
159/182/6,0,0,20.61,-5.307,0,2
159/182/7,0,0,30.374,-7.916,0,2
159/182/8,0,0,20.429,-5.159,0,2
159/182/9,0,0,20.559,-5.265,0,2
159/182/13,0,0,21.276,-6.044,0,2
159/182/14,0,0,20.023,-4.633,0,2
159/183/6,0,0,-0.363,12.507,0,2
159/183/7,0,0,-0.053,18.69,0,2
159/183/8,0,0,-0.545,12.293,0,2
159/183/9,0,0,-0.415,12.446,0,2
159/183/13,0,0,0.302,13.101,0,2
159/183/14,0,0,-0.951,12.005,0,2
161/181/6,0,0,-40.45,9.568,0,1.225
161/181/7,0,0,-60.738,13.959,0,1.225
161/181/8,0,0,-42.79,9.207,0,1.225
161/181/9,0,0,-41.119,9.465,0,1.225
161/181/13,0,0,-39.086,9.844,0,1.225
161/181/14,0,0,-40.811,9.447,0,1.225
161/182/6,0,0,-52.34,-45.964,0,1.225
161/182/7,0,0,-77.915,-68.978,0,1.225
161/182/8,0,0,-54.68,-49.192,0,1.225
161/182/9,0,0,-53.009,-46.886,0,1.225
161/182/13,0,0,-50.976,-44.017,0,1.225
161/182/14,0,0,-52.701,-46.527,0,1.225
163/180/6,0,0,-10.302,56.733,0,2.35
163/180/7,0,0,-16.698,86.153,0,2.35
163/180/8,0,0,-13.049,62.74,0,2.35
163/180/9,0,0,-11.087,58.449,0,2.35
163/180/13,0,0,-8.823,53.605,0,2.35
163/180/14,0,0,-10.604,57.287,0,2.35
163/181/6,0,0,-32.612,6.309,0,2.35
163/181/7,0,0,-48.888,9.09,0,2.35
163/181/8,0,0,-35.359,5.86,0,2.35
163/181/9,0,0,-33.397,6.181,0,2.35
163/181/13,0,0,-31.133,6.657,0,2.35
163/181/14,0,0,-32.914,6.153,0,2.35
164/172/6,0,0,34.152,-25.615,0,2.7
164/172/7,0,0,51.293,-38.345,0,2.7
164/172/8,0,0,34.559,-26.29,0,2.7
164/172/9,0,0,34.268,-25.808,0,2.7
164/172/13,0,0,34.037,-25.487,0,2.7
164/172/14,0,0,34.093,-25.455,0,2.7
164/181/6,0,0,-7.838,3.831,0,2.7
164/181/7,0,0,-11.851,5.622,0,2.7
164/181/8,0,0,-7.431,4.254,0,2.7
164/181/9,0,0,-7.721,3.952,0,2.7
164/181/13,0,0,-7.953,3.648,0,2.7
164/181/14,0,0,-7.897,3.832,0,2.7
165/179/6,0,0,46.929,-24.5,0,2.675
165/179/7,0,0,70.207,-36.921,0,2.675
165/179/8,0,0,50.197,-26.587,0,2.675
165/179/9,0,0,47.863,-25.096,0,2.675
165/179/13,0,0,46.019,-24.362,0,2.675
165/179/14,0,0,46.439,-23.743,0,2.675
165/180/6,0,0,19.686,64.598,0,2.675
165/180/7,0,0,30.745,98.102,0,2.675
165/180/8,0,0,22.954,71.251,0,2.675
165/180/9,0,0,20.619,66.499,0,2.675
165/180/13,0,0,18.776,62.301,0,2.675
165/180/14,0,0,19.195,64.043,0,2.675
166/167/6,0,0,36.832,-13.27,0,4.325
166/167/7,0,0,54.974,-19.701,0,4.325
166/167/8,0,0,36.618,-13.107,0,4.325
166/167/9,0,0,36.77,-13.224,0,4.325
166/167/13,0,0,37.042,-13.691,0,4.325
166/167/14,0,0,36.713,-12.918,0,4.325
166/180/6,0,0,-41.568,-23.513,0,4.325
166/180/7,0,0,-62.411,-35.782,0,4.325
166/180/8,0,0,-41.782,-24.276,0,4.325
166/180/9,0,0,-41.629,-23.731,0,4.325
166/180/13,0,0,-41.358,-23.025,0,4.325
166/180/14,0,0,-41.686,-23.673,0,4.325
168/166/6,0,0,28.994,-15.08,0,4.325
168/166/7,0,0,42.327,-21.793,0,4.325
168/166/8,0,0,28.76,-14.398,0,4.325
168/166/9,0,0,28.927,-14.885,0,4.325
168/166/13,0,0,29.649,-16.449,0,4.325
168/166/14,0,0,28.44,-14.003,0,4.325
168/179/6,0,0,-24.432,-5.215,0,4.325
168/179/7,0,0,-35.793,-7.663,0,4.325
168/179/8,0,0,-24.666,-5.544,0,4.325
168/179/9,0,0,-24.499,-5.309,0,4.325
168/179/13,0,0,-23.778,-3.754,0,4.325
168/179/14,0,0,-24.986,-6.534,0,4.325
170/177/6,0,0,-8.098,55.334,0,2.775
170/177/7,0,0,-14.128,86.647,0,2.775
170/177/8,0,0,-13.688,65.722,0,2.775
170/177/9,0,0,-9.695,58.302,0,2.775
170/177/13,0,0,-7.168,53.778,0,2.775
170/177/14,0,0,-6.632,52.437,0,2.775
170/178/6,0,0,-58.462,-44.685,0,2.775
170/178/7,0,0,-89.539,-68.894,0,2.775
170/178/8,0,0,-64.052,-49.809,0,2.775
170/178/9,0,0,-60.059,-46.149,0,2.775
170/178/13,0,0,-57.532,-43.659,0,2.775
170/178/14,0,0,-56.996,-43.514,0,2.775
171/171/6,0,0,12.915,-6.77,0,2.45
171/171/7,0,0,19.07,-10.173,0,2.45
171/171/8,0,0,13.592,-7.333,0,2.45
171/171/9,0,0,13.108,-6.931,0,2.45
171/171/13,0,0,12.052,-5.788,0,2.45
171/171/14,0,0,13.488,-7.509,0,2.45
171/178/6,0,0,-10.865,-4.259,0,2.45
171/178/7,0,0,-15.285,-5.536,0,2.45
171/178/8,0,0,-10.189,-3.165,0,2.45
171/178/9,0,0,-10.672,-3.946,0,2.45
171/178/13,0,0,-11.729,-5.392,0,2.45
171/178/14,0,0,-10.292,-3.593,0,2.45
173/176/6,0,0,-9.981,50.636,0,1
173/176/7,0,0,-13.537,77.707,0,1
173/176/8,0,0,-6.388,56.208,0,1
173/176/9,0,0,-8.954,52.228,0,1
173/176/13,0,0,-10.253,50.083,0,1
173/176/14,0,0,-11.25,48.8,0,1
173/177/6,0,0,-20.823,35.424,0,1
173/177/7,0,0,-29.557,56.449,0,1
173/177/8,0,0,-17.229,44.589,0,1
173/177/9,0,0,-19.796,38.042,0,1
173/177/13,0,0,-21.095,34.6,0,1
173/177/14,0,0,-22.092,32.319,0,1
174/170/6,0,0,26.575,-17.328,0,2.45
174/170/7,0,0,40.374,-26.528,0,2.45
174/170/8,0,0,28.368,-19.077,0,2.45
174/170/9,0,0,27.087,-17.828,0,2.45
174/170/13,0,0,26.235,-17.084,0,2.45
174/170/14,0,0,26.145,-16.823,0,2.45
174/177/6,0,0,-1.265,13.676,0,2.45
174/177/7,0,0,-1.257,21.39,0,2.45
174/177/8,0,0,0.529,16.321,0,2.45
174/177/9,0,0,-0.752,14.432,0,2.45
174/177/13,0,0,-1.604,13.09,0,2.45
174/177/14,0,0,-1.694,13.13,0,2.45
176/175/6,0,0,39.991,-9.864,0,2.15
176/175/7,0,0,60.812,-15.32,0,2.15
176/175/8,0,0,43.271,-11.203,0,2.15
176/175/9,0,0,40.928,-10.247,0,2.15
176/175/13,0,0,39.643,-9.683,0,2.15
176/175/14,0,0,38.932,-9.472,0,2.15
176/176/6,0,0,14.448,50.64,0,2.15
176/176/7,0,0,22.961,77.763,0,2.15
176/176/8,0,0,17.729,56.354,0,2.15
176/176/9,0,0,15.386,52.273,0,2.15
176/176/13,0,0,14.101,50.074,0,2.15
176/176/14,0,0,13.39,48.756,0,2.15
177/173/6,0,0,63.234,-13.707,0,1.175
177/173/7,0,0,95.147,-20.616,0,1.175
177/173/8,0,0,65.918,-14.427,0,1.175
177/173/9,0,0,64.001,-13.913,0,1.175
177/173/13,0,0,62.892,-13.579,0,1.175
177/173/14,0,0,62.425,-13.527,0,1.175
177/175/6,0,0,50.907,54.5,0,1.175
177/175/7,0,0,76.953,82.247,0,1.175
177/175/8,0,0,53.591,56.934,0,1.175
177/175/9,0,0,51.674,55.195,0,1.175
177/175/13,0,0,50.565,54.227,0,1.175
177/175/14,0,0,50.099,53.73,0,1.175
178/173/6,0,0,-58.931,68.331,0,1.8
178/173/7,0,0,-88.794,102.85,0,1.8
178/173/8,0,0,-60.915,70.367,0,1.8
178/173/9,0,0,-59.497,68.913,0,1.8
178/173/13,0,0,-58.508,68.199,0,1.8
178/173/14,0,0,-58.503,67.592,0,1.8
178/174/6,0,0,-84.61,-63.733,0,1.8
178/174/7,0,0,-127.199,-95.936,0,1.8
178/174/8,0,0,-86.594,-65.27,0,1.8
178/174/9,0,0,-85.177,-64.172,0,1.8
178/174/13,0,0,-84.188,-63.105,0,1.8
178/174/14,0,0,-84.182,-63.703,0,1.8
179/169/6,0,0,-42.216,34.911,0,1.275
179/169/7,0,0,-63.517,52.453,0,1.275
179/169/8,0,0,-43.712,35.858,0,1.275
179/169/9,0,0,-42.643,35.182,0,1.275
179/169/13,0,0,-42.361,34.647,0,1.275
179/169/14,0,0,-41.429,34.769,0,1.275
179/174/6,0,0,-57.691,-29.391,0,1.275
179/174/7,0,0,-86.577,-44.166,0,1.275
179/174/8,0,0,-59.188,-30.352,0,1.275
179/174/9,0,0,-58.119,-29.666,0,1.275
179/174/13,0,0,-57.836,-29.841,0,1.275
179/174/14,0,0,-56.904,-28.53,0,1.275
182/172/6,0,0,62.492,-58.811,0,3.05
182/172/7,0,0,93.831,-88.619,0,3.05
182/172/8,0,0,63.192,-60.261,0,3.05
182/172/9,0,0,62.692,-59.225,0,3.05
182/172/13,0,0,62.572,-58.997,0,3.05
182/172/14,0,0,62.111,-58.003,0,3.05
182/173/6,0,0,4.303,55.287,0,3.05
182/173/7,0,0,6.354,82.839,0,3.05
182/173/8,0,0,5.003,55.971,0,3.05
182/173/9,0,0,4.503,55.482,0,3.05
182/173/13,0,0,4.384,55.346,0,3.05
182/173/14,0,0,3.923,54.934,0,3.05
183/168/6,0,0,-26.954,29.441,0,1.625
183/168/7,0,0,-40.742,44.502,0,1.625
183/168/8,0,0,-28.823,31.023,0,1.625
183/168/9,0,0,-27.488,29.893,0,1.625
183/168/13,0,0,-26.302,29.22,0,1.625
183/168/14,0,0,-26.804,28.984,0,1.625
183/172/6,0,0,-52.601,-35.671,0,1.625
183/172/7,0,0,-79.175,-53.654,0,1.625
183/172/8,0,0,-54.47,-37.126,0,1.625
183/172/9,0,0,-53.135,-36.087,0,1.625
183/172/13,0,0,-51.949,-34.833,0,1.625
183/172/14,0,0,-52.452,-35.885,0,1.625
185/170/6,0,0,5.482,39.459,0,2.775
185/170/7,0,0,8.052,59.46,0,2.775
185/170/8,0,0,5.084,40.906,0,2.775
185/170/9,0,0,5.369,39.873,0,2.775
185/170/13,0,0,5.607,39.189,0,2.775
185/170/14,0,0,5.529,39.109,0,2.775
185/171/6,0,0,-38.319,-10.973,0,2.775
185/171/7,0,0,-57.341,-16.363,0,2.775
185/171/8,0,0,-38.718,-10.631,0,2.775
185/171/9,0,0,-38.433,-10.875,0,2.775
185/171/13,0,0,-38.195,-10.897,0,2.775
185/171/14,0,0,-38.273,-11.195,0,2.775
186/165/6,0,0,8.867,-12.005,0,2
186/165/7,0,0,12.371,-17.43,0,2
186/165/8,0,0,8.09,-11.56,0,2
186/165/9,0,0,8.645,-11.878,0,2
186/165/13,0,0,8.359,-11.469,0,2
186/165/14,0,0,9.707,-12.732,0,2
186/171/6,0,0,-8.633,-11.772,0,2
186/171/7,0,0,-12.754,-17.812,0,2
186/171/8,0,0,-9.41,-12.88,0,2
186/171/9,0,0,-8.855,-12.088,0,2
186/171/13,0,0,-9.141,-12.251,0,2
186/171/14,0,0,-7.793,-10.817,0,2
188/169/6,0,0,47.205,-12.613,0,1.35
188/169/7,0,0,70.834,-18.917,0,1.35
188/169/8,0,0,48.6,-12.918,0,1.35
188/169/9,0,0,47.603,-12.7,0,1.35
188/169/13,0,0,46.99,-12.6,0,1.35
188/169/14,0,0,46.822,-12.495,0,1.35
188/170/6,0,0,32.057,42.383,0,1.35
188/170/7,0,0,48.426,63.863,0,1.35
188/170/8,0,0,33.452,43.961,0,1.35
188/170/9,0,0,32.456,42.834,0,1.35
188/170/13,0,0,31.843,42.106,0,1.35
188/170/14,0,0,31.674,41.983,0,1.35
189/163/6,0,0,34.372,-21.52,0,2
189/163/7,0,0,51.287,-32.242,0,2
189/163/8,0,0,34.27,-21.554,0,2
189/163/9,0,0,34.343,-21.53,0,2
189/163/13,0,0,34.013,-20.908,0,2
189/163/14,0,0,34.776,-22.116,0,2
189/169/6,0,0,4.989,22.689,0,2
189/169/7,0,0,7.317,33.76,0,2
189/169/8,0,0,4.887,22.45,0,2
189/169/9,0,0,4.96,22.621,0,2
189/169/13,0,0,4.629,22.581,0,2
189/169/14,0,0,5.393,22.899,0,2
190/167/6,0,0,-12.801,58.763,0,2.35
190/167/7,0,0,-20.376,90.282,0,2.35
190/167/8,0,0,-16.329,66.009,0,2.35
190/167/9,0,0,-13.809,60.833,0,2.35
190/167/13,0,0,-12.358,57.871,0,2.35
190/167/14,0,0,-11.732,56.549,0,2.35
190/168/6,0,0,-45.173,-12.628,0,2.35
190/168/7,0,0,-68.546,-19.195,0,2.35
190/168/8,0,0,-48.701,-13.673,0,2.35
190/168/9,0,0,-46.181,-12.926,0,2.35
190/168/13,0,0,-44.73,-12.479,0,2.35
190/168/14,0,0,-44.104,-12.329,0,2.35
191/161/6,0,0,39.699,-23.75,0,1.65
191/161/7,0,0,59.865,-35.948,0,1.65
191/161/8,0,0,41.358,-24.808,0,1.65
191/161/9,0,0,40.173,-24.052,0,1.65
191/161/13,0,0,39.908,-24.229,0,1.65
191/161/14,0,0,38.779,-22.818,0,1.65
191/168/6,0,0,18.219,27.214,0,1.65
191/168/7,0,0,27.805,41.236,0,1.65
191/168/8,0,0,19.879,28.894,0,1.65
191/168/9,0,0,18.693,27.694,0,1.65
191/168/13,0,0,18.428,27.08,0,1.65
191/168/14,0,0,17.299,26.628,0,1.65
192/166/6,0,0,52.548,-31.536,0,2.675
192/166/7,0,0,79.942,-48.577,0,2.675
192/166/8,0,0,56.74,-35.233,0,2.675
192/166/9,0,0,53.746,-32.592,0,2.675
192/166/13,0,0,52.117,-31.237,0,2.675
192/166/14,0,0,51.182,-30.251,0,2.675
192/167/6,0,0,13.451,61.011,0,2.675
192/167/7,0,0,21.679,93.865,0,2.675
192/167/8,0,0,17.644,68.529,0,2.675
192/167/9,0,0,14.649,63.159,0,2.675
192/167/13,0,0,13.02,60.157,0,2.675
192/167/14,0,0,12.086,58.643,0,2.675
194/159/6,0,0,10.924,-18.531,0,1.65
194/159/7,0,0,16.139,-27.309,0,1.65
