94,Beam14,34   35   deg=0.00,0.00   0.00   0.00   0.00   0.00   0.00,,-1e20   1e20
95,Beam10,35   36   deg=0.00,0.00   0.00   0.00   0.00   0.00   0.00,,-1e20   1e20
96,Beam15,37   38   deg=0.00,0.00   0.00   0.00   0.00   0.00   0.00,,-1e20   1e20
97,Beam10,38   39   deg=0.00,0.00   0.00   0.00   0.00   0.00   0.00,,-1e20   1e20
98,Beam15,39   40   deg=0.00,0.00   0.00   0.00   0.00   0.00   0.00,,-1e20   1e20
99,Beam15,41   42   deg=0.00,0.00   0.00   0.00   0.00   0.00   0.00,,-1e20   1e20
100,Beam10,42   43   deg=0.00,0.00   0.00   0.00   0.00   0.00   0.00,,-1e20   1e20
101,Beam15,43   44   deg=0.00,0.00   0.00   0.00   0.00   0.00   0.00,,-1e20   1e20
102,Beam10,45   46   deg=0.00,0.00   0.00   0.00   0.00   0.00   0.00,,-1e20   1e20
103,Beam14,46   47   deg=0.00,0.00   0.00   0.00   0.00   0.00   0.00,,-1e20   1e20
104,Beam10,47   48   deg=0.00,0.00   0.00   0.00   0.00   0.00   0.00,,-1e20   1e20
105,Beam7,49   50   deg=0.00,0.00   0.00   0.00   0.00   0.00   0.00,,-1e20   1e20
106,Beam9,50   51   deg=0.00,0.00   0.00   0.00   0.00   0.00   0.00,,-1e20   1e20
107,Beam7,51   52   deg=0.00,0.00   0.00   0.00   0.00   0.00   0.00,,-1e20   1e20
108,Beam14,53   54   deg=0.00,0.00   0.00   0.00   0.00   0.00   0.00,,-1e20   1e20
109,Beam14,54   55   deg=0.00,0.00   0.00   0.00   0.00   0.00   0.00,,-1e20   1e20
110,Beam14,55   56   deg=0.00,0.00   0.00   0.00   0.00   0.00   0.00,,-1e20   1e20
111,Beam14,57   58   deg=0.00,0.00   0.00   0.00   0.00   0.00   0.00,,-1e20   1e20
112,Beam14,58   59   deg=0.00,0.00   0.00   0.00   0.00   0.00   0.00,,-1e20   1e20
113,Beam14,59   60   deg=0.00,0.00   0.00   0.00   0.00   0.00   0.00,,-1e20   1e20
114,Beam7,61   62   deg=0.00,0.00   0.00   0.00   0.00   0.00   0.00,,-1e20   1e20
115,Beam9,62   63   deg=0.00,0.00   0.00   0.00   0.00   0.00   0.00,,-1e20   1e20
116,Beam7,63   64   deg=0.00,0.00   0.00   0.00   0.00   0.00   0.00,,-1e20   1e20
117,Beam5,65   66   deg=0.00,0.00   0.00   0.00   0.00   0.00   0.00,,-1e20   1e20
118,Beam13,66   67   deg=0.00,0.00   0.00   0.00   0.00   0.00   0.00,,-1e20   1e20
119,Beam5,67   68   deg=0.00,0.00   0.00   0.00   0.00   0.00   0.00,,-1e20   1e20
120,Beam9,69   70   deg=0.00,0.00   0.00   0.00   0.00   0.00   0.00,,-1e20   1e20
121,Beam5,70   71   deg=0.00,0.00   0.00   0.00   0.00   0.00   0.00,,-1e20   1e20
122,Beam9,71   72   deg=0.00,0.00   0.00   0.00   0.00   0.00   0.00,,-1e20   1e20
123,Beam9,73   74   deg=0.00,0.00   0.00   0.00   0.00   0.00   0.00,,-1e20   1e20
124,Beam5,74   75   deg=0.00,0.00   0.00   0.00   0.00   0.00   0.00,,-1e20   1e20
125,Beam9,75   76   deg=0.00,0.00   0.00   0.00   0.00   0.00   0.00,,-1e20   1e20
126,Beam5,77   78   deg=0.00,0.00   0.00   0.00   0.00   0.00   0.00,,-1e20   1e20
127,Beam13,78   79   deg=0.00,0.00   0.00   0.00   0.00   0.00   0.00,,-1e20   1e20
128,Beam5,79   80   deg=0.00,0.00   0.00   0.00   0.00   0.00   0.00,,-1e20   1e20
129,Beam1,81   82   deg=0.00,0.00   0.00   0.00   0.00   0.00   0.00,,-1e20   1e20
130,Beam11,82   83   deg=0.00,0.00   0.00   0.00   0.00   0.00   0.00,,-1e20   1e20
131,Beam1,83   84   deg=0.00,0.00   0.00   0.00   0.00   0.00   0.00,,-1e20   1e20
132,Beam4,85   86   deg=0.00,0.00   0.00   0.00   0.00   0.00   0.00,,-1e20   1e20
133,Beam8,86   87   deg=0.00,0.00   0.00   0.00   0.00   0.00   0.00,,-1e20   1e20
134,Beam4,87   88   deg=0.00,0.00   0.00   0.00   0.00   0.00   0.00,,-1e20   1e20
135,Beam4,89   90   deg=0.00,0.00   0.00   0.00   0.00   0.00   0.00,,-1e20   1e20
136,Beam8,90   91   deg=0.00,0.00   0.00   0.00   0.00   0.00   0.00,,-1e20   1e20
137,Beam4,91   92   deg=0.00,0.00   0.00   0.00   0.00   0.00   0.00,,-1e20   1e20
138,Beam1,93   94   deg=0.00,0.00   0.00   0.00   0.00   0.00   0.00,,-1e20   1e20
139,Beam11,94   95   deg=0.00,0.00   0.00   0.00   0.00   0.00   0.00,,-1e20   1e20
140,Beam1,95   96   deg=0.00,0.00   0.00   0.00   0.00   0.00   0.00,,-1e20   1e20
141,Beam14,17   21   deg=0.00,0.00   0.00   0.00   0.00   0.00   0.00,,-1e20   1e20
142,Beam14,18   22   deg=0.00,0.00   0.00   0.00   0.00   0.00   0.00,,-1e20   1e20
143,Beam14,19   23   deg=0.00,0.00   0.00   0.00   0.00   0.00   0.00,,-1e20   1e20
144,Beam14,20   24   deg=0.00,0.00   0.00   0.00   0.00   0.00   0.00,,-1e20   1e20
145,Beam5,21   25   deg=0.00,0.00   0.00   0.00   0.00   0.00   0.00,,-1e20   1e20
146,Beam9,22   26   deg=0.00,0.00   0.00   0.00   0.00   0.00   0.00,,-1e20   1e20
147,Beam9,23   27   deg=0.00,0.00   0.00   0.00   0.00   0.00   0.00,,-1e20   1e20
148,Beam5,24   28   deg=0.00,0.00   0.00   0.00   0.00   0.00   0.00,,-1e20   1e20
149,Beam14,25   29   deg=0.00,0.00   0.00   0.00   0.00   0.00   0.00,,-1e20   1e20
150,Beam14,26   30   deg=0.00,0.00   0.00   0.00   0.00   0.00   0.00,,-1e20   1e20
151,Beam14,27   31   deg=0.00,0.00   0.00   0.00   0.00   0.00   0.00,,-1e20   1e20
152,Beam14,28   32   deg=0.00,0.00   0.00   0.00   0.00   0.00   0.00,,-1e20   1e20
153,Beam12,33   37   deg=0.00,0.00   0.00   0.00   0.00   0.00   0.00,,-1e20   1e20
154,Beam12,34   38   deg=0.00,0.00   0.00   0.00   0.00   0.00   0.00,,-1e20   1e20
155,Beam12,35   39   deg=0.00,0.00   0.00   0.00   0.00   0.00   0.00,,-1e20   1e20
156,Beam12,36   40   deg=0.00,0.00   0.00   0.00   0.00   0.00   0.00,,-1e20   1e20
157,Beam5,37   41   deg=0.00,0.00   0.00   0.00   0.00   0.00   0.00,,-1e20   1e20
158,Beam9,38   42   deg=0.00,0.00   0.00   0.00   0.00   0.00   0.00,,-1e20   1e20
159,Beam9,39   43   deg=0.00,0.00   0.00   0.00   0.00   0.00   0.00,,-1e20   1e20
160,Beam5,40   44   deg=0.00,0.00   0.00   0.00   0.00   0.00   0.00,,-1e20   1e20
161,Beam12,41   45   deg=0.00,0.00   0.00   0.00   0.00   0.00   0.00,,-1e20   1e20
162,Beam12,42   46   deg=0.00,0.00   0.00   0.00   0.00   0.00   0.00,,-1e20   1e20
163,Beam12,43   47   deg=0.00,0.00   0.00   0.00   0.00   0.00   0.00,,-1e20   1e20
164,Beam12,44   48   deg=0.00,0.00   0.00   0.00   0.00   0.00   0.00,,-1e20   1e20
165,Beam5,49   53   deg=0.00,0.00   0.00   0.00   0.00   0.00   0.00,,-1e20   1e20
166,Beam9,50   54   deg=0.00,0.00   0.00   0.00   0.00   0.00   0.00,,-1e20   1e20
167,Beam9,51   55   deg=0.00,0.00   0.00   0.00   0.00   0.00   0.00,,-1e20   1e20
168,Beam5,52   56   deg=0.00,0.00   0.00   0.00   0.00   0.00   0.00,,-1e20   1e20
169,Beam13,53   57   deg=0.00,0.00   0.00   0.00   0.00   0.00   0.00,,-1e20   1e20
170,Beam5,54   58   deg=0.00,0.00   0.00   0.00   0.00   0.00   0.00,,-1e20   1e20
171,Beam5,55   59   deg=0.00,0.00   0.00   0.00   0.00   0.00   0.00,,-1e20   1e20
172,Beam13,56   60   deg=0.00,0.00   0.00   0.00   0.00   0.00   0.00,,-1e20   1e20
173,Beam5,57   61   deg=0.00,0.00   0.00   0.00   0.00   0.00   0.00,,-1e20   1e20
174,Beam9,58   62   deg=0.00,0.00   0.00   0.00   0.00   0.00   0.00,,-1e20   1e20
175,Beam9,59   63   deg=0.00,0.00   0.00   0.00   0.00   0.00   0.00,,-1e20   1e20
176,Beam5,60   64   deg=0.00,0.00   0.00   0.00   0.00   0.00   0.00,,-1e20   1e20
177,Beam8,65   69   deg=0.00,0.00   0.00   0.00   0.00   0.00   0.00,,-1e20   1e20
178,Beam13,66   70   deg=0.00,0.00   0.00   0.00   0.00   0.00   0.00,,-1e20   1e20
179,Beam13,67   71   deg=0.00,0.00   0.00   0.00   0.00   0.00   0.00,,-1e20   1e20
180,Beam8,68   72   deg=0.00,0.00   0.00   0.00   0.00   0.00   0.00,,-1e20   1e20
181,Beam3,69   73   deg=0.00,0.00   0.00   0.00   0.00   0.00   0.00,,-1e20   1e20
