Bar/Node/Case,FX (kN),FY (kN),FZ (kN),MY (kNm),MZ (kNm),Length (m)
 186/ 165/ 6 (C),-0.000,-0.000,8.867,-12.005,-0.000,2.000
 186/ 165/ 7 (C),-0.000,-0.000,12.371,-17.430,-0.000,2.000
 186/ 165/ 8 (C),-0.000,-0.000,8.090,-11.560,-0.000,2.000
 186/ 165/ 9 (C),-0.000,-0.000,8.645,-11.878,-0.000,2.000
 186/ 165/ 13 (C),-0.000,-0.000,8.359,-11.469,-0.000,2.000
 186/ 165/ 14 (C),-0.000,-0.000,9.707,-12.732,-0.000,2.000
 186/ 171/ 6 (C),-0.000,-0.000,-8.633,-11.772,0.000,2.000
 186/ 171/ 7 (C),-0.000,-0.000,-12.754,-17.812,0.000,2.000
 186/ 171/ 8 (C),-0.000,-0.000,-9.410,-12.880,0.000,2.000
 186/ 171/ 9 (C),-0.000,-0.000,-8.855,-12.088,0.000,2.000
 186/ 171/ 13 (C),-0.000,-0.000,-9.141,-12.251,0.000,2.000
 186/ 171/ 14 (C),-0.000,-0.000,-7.793,-10.817,0.000,2.000
 187/ 138/ 6 (C),66.168,0.066,11.514,-15.343,0.081,2.800
 187/ 138/ 7 (C),97.669,0.128,17.592,-23.562,0.163,2.800
 187/ 138/ 8 (C),68.019,0.081,12.348,-16.735,0.105,2.800
 187/ 138/ 9 (C),66.697,0.070,11.752,-15.740,0.088,2.800
 187/ 138/ 13 (C),65.688,-1.024,11.319,-15.019,-1.423,2.800
 187/ 138/ 14 (C),65.855,1.149,11.352,-15.070,1.574,2.800
 187/ 171/ 6 (C),59.868,0.066,11.514,16.896,-0.104,2.800
 187/ 171/ 7 (C),89.164,0.128,17.592,25.695,-0.196,2.800
 187/ 171/ 8 (C),61.719,0.081,12.348,17.839,-0.123,2.800
 187/ 171/ 9 (C),60.397,0.070,11.752,17.166,-0.109,2.800
 187/ 171/ 13 (C),59.388,-1.024,11.319,16.673,1.445,2.800
 187/ 171/ 14 (C),59.555,1.149,11.352,16.715,-1.644,2.800
 188/ 169/ 6 (C),0.000,-0.000,47.205,-12.613,-0.000,1.350
 188/ 169/ 7 (C),0.000,-0.000,70.834,-18.917,-0.000,1.350
 188/ 169/ 8 (C),0.000,-0.000,48.600,-12.918,-0.000,1.350
 188/ 169/ 9 (C),0.000,-0.000,47.603,-12.700,-0.000,1.350
 188/ 169/ 13 (C),0.000,-0.000,46.990,-12.600,0.000,1.350
 188/ 169/ 14 (C),0.000,-0.000,46.822,-12.495,-0.000,1.350
 188/ 170/ 6 (C),0.000,-0.000,32.057,42.383,0.000,1.350
 188/ 170/ 7 (C),0.000,-0.000,48.426,63.863,0.000,1.350
 188/ 170/ 8 (C),0.000,-0.000,33.452,43.961,0.000,1.350
 188/ 170/ 9 (C),0.000,-0.000,32.456,42.834,0.000,1.350
 188/ 170/ 13 (C),0.000,-0.000,31.843,42.106,0.000,1.350
 188/ 170/ 14 (C),0.000,-0.000,31.674,41.983,0.000,1.350
 189/ 163/ 6 (C),0.001,-0.000,34.372,-21.520,-0.000,2.000
 189/ 163/ 7 (C),0.001,-0.000,51.287,-32.242,-0.000,2.000
 189/ 163/ 8 (C),0.001,-0.000,34.270,-21.554,-0.000,2.000
 189/ 163/ 9 (C),0.001,-0.000,34.343,-21.530,-0.000,2.000
 189/ 163/ 13 (C),0.001,-0.000,34.013,-20.908,-0.000,2.000
 189/ 163/ 14 (C),0.001,-0.000,34.776,-22.116,-0.000,2.000
 189/ 169/ 6 (C),0.001,-0.000,4.989,22.689,0.000,2.000
 189/ 169/ 7 (C),0.001,-0.000,7.317,33.760,0.000,2.000
 189/ 169/ 8 (C),0.001,-0.000,4.887,22.450,0.000,2.000
 189/ 169/ 9 (C),0.001,-0.000,4.960,22.621,0.000,2.000
 189/ 169/ 13 (C),0.001,-0.000,4.629,22.581,0.000,2.000
 189/ 169/ 14 (C),0.001,-0.000,5.393,22.899,0.000,2.000
 190/ 167/ 6 (C),0.000,0.000,-12.801,58.763,0.000,2.350
 190/ 167/ 7 (C),0.000,0.000,-20.376,90.282,0.000,2.350
 190/ 167/ 8 (C),0.000,0.000,-16.329,66.009,0.000,2.350
 190/ 167/ 9 (C),0.000,0.000,-13.809,60.833,0.000,2.350
 190/ 167/ 13 (C),0.000,-0.000,-12.358,57.871,-0.000,2.350
 190/ 167/ 14 (C),0.000,0.000,-11.732,56.549,0.000,2.350
 190/ 168/ 6 (C),0.000,0.000,-45.173,-12.628,-0.000,2.350
 190/ 168/ 7 (C),0.000,0.000,-68.546,-19.195,-0.000,2.350
 190/ 168/ 8 (C),0.000,0.000,-48.701,-13.673,-0.000,2.350
 190/ 168/ 9 (C),0.000,0.000,-46.181,-12.926,-0.000,2.350
 190/ 168/ 13 (C),0.000,-0.000,-44.730,-12.479,-0.000,2.350
 190/ 168/ 14 (C),0.000,0.000,-44.104,-12.329,-0.000,2.350
 191/ 161/ 6 (C),0.001,-0.000,39.699,-23.750,-0.000,1.650
 191/ 161/ 7 (C),0.001,-0.000,59.865,-35.948,-0.000,1.650
 191/ 161/ 8 (C),0.001,-0.000,41.358,-24.808,-0.000,1.650
 191/ 161/ 9 (C),0.001,-0.000,40.173,-24.052,-0.000,1.650
 191/ 161/ 13 (C),0.001,-0.000,39.908,-24.229,-0.000,1.650
 191/ 161/ 14 (C),0.001,0.000,38.779,-22.818,0.000,1.650
 191/ 168/ 6 (C),0.001,-0.000,18.219,27.214,-0.000,1.650
 191/ 168/ 7 (C),0.001,-0.000,27.805,41.236,-0.000,1.650
 191/ 168/ 8 (C),0.001,-0.000,19.879,28.894,-0.000,1.650
 191/ 168/ 9 (C),0.001,-0.000,18.693,27.694,-0.000,1.650
 191/ 168/ 13 (C),0.001,-0.000,18.428,27.080,0.000,1.650
 191/ 168/ 14 (C),0.001,0.000,17.299,26.628,-0.000,1.650
 192/ 166/ 6 (C),0.002,-0.000,52.548,-31.536,-0.000,2.675
 192/ 166/ 7 (C),0.003,-0.000,79.942,-48.577,-0.000,2.675
 192/ 166/ 8 (C),0.002,-0.000,56.740,-35.233,-0.000,2.675
 192/ 166/ 9 (C),0.002,-0.000,53.746,-32.592,-0.000,2.675
 192/ 166/ 13 (C),0.002,-0.000,52.117,-31.237,-0.000,2.675
 192/ 166/ 14 (C),0.002,-0.000,51.182,-30.251,-0.000,2.675
 192/ 167/ 6 (C),0.002,-0.000,13.451,61.011,0.000,2.675
 192/ 167/ 7 (C),0.003,-0.000,21.679,93.865,0.000,2.675
 192/ 167/ 8 (C),0.002,-0.000,17.644,68.529,0.000,2.675
 192/ 167/ 9 (C),0.002,-0.000,14.649,63.159,0.000,2.675
 192/ 167/ 13 (C),0.002,-0.000,13.020,60.157,0.000,2.675
 192/ 167/ 14 (C),0.002,-0.000,12.086,58.643,0.000,2.675
 193/ 134/ 6 (C),16.879,6.683,-2.009,2.992,8.781,2.800
 193/ 134/ 7 (C),21.425,10.059,-3.158,4.688,13.354,2.800
 193/ 134/ 8 (C),8.944,6.929,-2.225,3.305,9.429,2.800
 193/ 134/ 9 (C),14.612,6.753,-2.071,3.081,8.966,2.800
 193/ 134/ 13 (C),17.963,6.982,-2.020,3.003,9.085,2.800
 193/ 134/ 14 (C),19.196,6.278,-1.907,2.846,8.199,2.800
 193/ 167/ 6 (C),10.579,6.683,-2.009,-2.635,-9.930,2.800
 193/ 167/ 7 (C),12.920,10.059,-3.158,-4.153,-14.811,2.800
 193/ 167/ 8 (C),2.644,6.929,-2.225,-2.925,-9.971,2.800
 193/ 167/ 9 (C),8.312,6.753,-2.071,-2.718,-9.942,2.800
 193/ 167/ 13 (C),11.663,6.982,-2.020,-2.653,-10.463,2.800
 193/ 167/ 14 (C),12.896,6.278,-1.907,-2.492,-9.380,2.800
 194/ 159/ 6 (C),-0.000,-0.000,10.924,-18.531,-0.000,1.650
 194/ 159/ 7 (C),-0.000,-0.000,16.139,-27.309,-0.000,1.650
 194/ 159/ 8 (C),-0.000,-0.000,11.767,-18.858,-0.000,1.650
 194/ 159/ 9 (C),-0.000,-0.000,11.165,-18.624,-0.000,1.650
 194/ 159/ 13 (C),-0.000,-0.000,11.163,-18.774,-0.000,1.650
 194/ 159/ 14 (C),-0.000,-0.000,10.324,-18.146,-0.000,1.650
 194/ 166/ 6 (C),-0.000,-0.000,-2.286,-11.404,0.000,1.650
 194/ 166/ 7 (C),-0.000,-0.000,-2.716,-16.236,0.000,1.650
 194/ 166/ 8 (C),-0.000,-0.000,-1.444,-10.342,0.000,1.650
 194/ 166/ 9 (C),-0.000,-0.000,-2.045,-11.100,0.000,1.650
 194/ 166/ 13 (C),-0.000,-0.000,-2.047,-11.253,0.000,1.650
 194/ 166/ 14 (C),-0.000,-0.000,-2.886,-12.010,0.000,1.650
 195/ 133/ 6 (C),90.128,3.333,-18.576,25.084,4.545,2.800
 195/ 133/ 7 (C),133.490,5.020,-28.406,38.397,6.875,2.800
 195/ 133/ 8 (C),93.244,3.573,-20.258,27.451,4.941,2.800
 195/ 133/ 9 (C),91.018,3.402,-19.056,25.761,4.658,2.800
 195/ 133/ 13 (C),90.113,4.376,-18.368,24.787,5.969,2.800
 195/ 133/ 14 (C),88.808,2.188,-18.063,24.368,2.951,2.800
 195/ 166/ 6 (C),83.828,3.333,-18.576,-26.928,-4.788,2.800
 195/ 166/ 7 (C),124.985,5.020,-28.406,-41.138,-7.182,2.800
 195/ 166/ 8 (C),86.944,3.573,-20.258,-29.271,-5.064,2.800
 195/ 166/ 9 (C),84.718,3.402,-19.056,-27.598,-4.867,2.800
 195/ 166/ 13 (C),83.813,4.376,-18.368,-26.643,-6.283,2.800
 195/ 166/ 14 (C),82.508,2.188,-18.063,-26.209,-3.175,2.800
 196/ 164/ 6 (C),0.001,-0.000,11.464,26.618,-0.000,2.775
 196/ 164/ 7 (C),0.001,-0.000,17.033,39.971,-0.000,2.775
 196/ 164/ 8 (C),0.001,-0.000,11.498,26.621,-0.000,2.775
 196/ 164/ 9 (C),0.001,-0.000,11.473,26.619,-0.000,2.775
 196/ 164/ 13 (C),0.001,-0.000,11.298,26.775,-0.000,2.775
 196/ 164/ 14 (C),0.001,0.000,11.614,26.460,0.000,2.775
 196/ 165/ 6 (C),0.001,-0.000,-32.563,-8.177,0.000,2.775
 196/ 165/ 7 (C),0.001,-0.000,-48.703,-12.398,0.000,2.775
 196/ 165/ 8 (C),0.001,-0.000,-32.528,-8.079,0.000,2.775
 196/ 165/ 9 (C),0.001,-0.000,-32.553,-8.149,0.000,2.775
 196/ 165/ 13 (C),0.001,-0.000,-32.728,-8.478,0.000,2.775
 196/ 165/ 14 (C),0.001,0.000,-32.412,-7.918,-0.000,2.775
 197/ 158/ 6 (C),0.000,-0.000,18.414,0.749,-0.000,3.725
 197/ 158/ 7 (C),0.001,-0.000,26.885,1.174,-0.000,3.725
 197/ 158/ 8 (C),0.000,-0.000,18.533,0.510,-0.000,3.725
 197/ 158/ 9 (C),0.000,-0.000,18.448,0.681,-0.000,3.725
 197/ 158/ 13 (C),0.000,-0.000,17.782,2.125,-0.000,3.725
 197/ 158/ 14 (C),0.000,-0.000,18.996,-0.524,-0.000,3.725
 197/ 165/ 6 (C),0.000,-0.000,-25.916,-13.222,0.000,3.725
 197/ 165/ 7 (C),0.001,-0.000,-37.826,-19.203,0.000,3.725
 197/ 165/ 8 (C),0.000,-0.000,-25.797,-13.020,0.000,3.725
 197/ 165/ 9 (C),0.000,-0.000,-25.882,-13.164,0.000,3.725
 197/ 165/ 13 (C),0.000,-0.000,-26.549,-14.203,0.000,3.725
 197/ 165/ 14 (C),0.000,-0.000,-25.334,-12.328,0.000,3.725
 198/ 132/ 6 (C),73.645,-3.012,6.924,-9.058,-4.126,2.800
 198/ 132/ 7 (C),107.405,-4.522,10.614,-14.001,-6.216,2.800
 198/ 132/ 8 (C),72.716,-3.223,7.357,-9.887,-4.464,2.800
 198/ 132/ 9 (C),73.380,-3.072,7.048,-9.295,-4.223,2.800
 198/ 132/ 13 (C),73.935,-4.076,7.028,-9.140,-5.586,2.800
 198/ 132/ 14 (C),73.754,-1.859,6.633,-8.621,-2.522,2.800
 198/ 165/ 6 (C),67.345,-3.012,6.924,10.328,4.308,2.800
 198/ 165/ 7 (C),98.900,-4.522,10.614,15.718,6.447,2.800
 198/ 165/ 8 (C),66.416,-3.223,7.357,10.714,4.559,2.800
 198/ 165/ 9 (C),67.080,-3.072,7.048,10.438,4.380,2.800
 198/ 165/ 13 (C),67.635,-4.076,7.028,10.539,5.827,2.800
 198/ 165/ 14 (C),67.454,-1.859,6.633,9.951,2.682,2.800
 199/ 163/ 6 (C),0.001,-0.000,60.264,-40.854,-0.000,1.350
 199/ 163/ 7 (C),0.002,-0.000,90.138,-61.033,-0.000,1.350
 199/ 163/ 8 (C),0.001,-0.000,60.252,-40.826,-0.000,1.350
 199/ 163/ 9 (C),0.001,-0.000,60.260,-40.846,-0.000,1.350
 199/ 163/ 13 (C),0.001,-0.000,60.192,-40.609,-0.000,1.350
 199/ 163/ 14 (C),0.001,0.000,60.341,-41.111,0.000,1.350
 199/ 164/ 6 (C),0.001,-0.000,41.243,27.457,-0.000,1.350
 199/ 164/ 7 (C),0.002,-0.000,61.819,41.222,-0.000,1.350
 199/ 164/ 8 (C),0.001,-0.000,41.231,27.468,-0.000,1.350
 199/ 164/ 9 (C),0.001,-0.000,41.240,27.460,-0.000,1.350
 199/ 164/ 13 (C),0.001,-0.000,41.172,27.605,0.000,1.350
 199/ 164/ 14 (C),0.001,0.000,41.320,27.303,-0.000,1.350
 200/ 157/ 6 (C),0.001,-0.000,34.724,-21.086,-0.000,3.725
 200/ 157/ 7 (C),0.001,-0.000,52.362,-31.985,-0.000,3.725
 200/ 157/ 8 (C),0.001,-0.000,34.770,-21.255,-0.000,3.725
 200/ 157/ 9 (C),0.001,-0.000,34.737,-21.134,-0.000,3.725
 200/ 157/ 13 (C),0.001,-0.000,34.631,-20.826,-0.000,3.725
 200/ 157/ 14 (C),0.001,-0.000,34.798,-21.274,-0.000,3.725
 200/ 164/ 6 (C),0.001,-0.000,-29.780,-11.877,0.000,3.725
 200/ 164/ 7 (C),0.001,-0.000,-44.786,-17.874,0.000,3.725
 200/ 164/ 8 (C),0.001,-0.000,-29.733,-11.874,0.000,3.725
 200/ 164/ 9 (C),0.001,-0.000,-29.766,-11.876,0.000,3.725
 200/ 164/ 13 (C),0.001,-0.000,-29.873,-11.965,0.000,3.725
 200/ 164/ 14 (C),0.001,-0.000,-29.706,-11.790,0.000,3.725
 201/ 162/ 6 (C),-0.000,-0.000,25.368,-14.348,-0.000,2.500
 201/ 162/ 7 (C),-0.001,-0.000,38.502,-21.924,-0.000,2.500
 201/ 162/ 8 (C),-0.000,-0.000,26.137,-15.351,-0.000,2.500
 201/ 162/ 9 (C),-0.000,-0.000,25.588,-14.635,-0.000,2.500
 201/ 162/ 13 (C),-0.000,-0.000,24.851,-13.709,-0.000,2.500
 201/ 162/ 14 (C),-0.000,-0.000,25.555,-14.557,-0.000,2.500
 201/ 163/ 6 (C),-0.000,-0.000,-28.002,-17.470,0.000,2.500
 201/ 163/ 7 (C),-0.001,-0.000,-41.863,-25.865,0.000,2.500
 201/ 163/ 8 (C),-0.000,-0.000,-27.233,-16.552,0.000,2.500
 201/ 163/ 9 (C),-0.000,-0.000,-27.782,-17.208,0.000,2.500
 201/ 163/ 13 (C),-0.000,-0.000,-28.518,-18.123,0.000,2.500
 201/ 163/ 14 (C),-0.000,-0.000,-27.814,-17.211,0.000,2.500
 202/ 130/ 6 (C),133.838,6.612,-16.543,21.285,7.912,2.800
 202/ 130/ 7 (C),198.408,9.975,-25.004,32.347,12.070,2.800
 202/ 130/ 8 (C),132.956,6.851,-17.480,22.904,8.499,2.800
 202/ 130/ 9 (C),133.586,6.680,-16.810,21.748,8.079,2.800
 202/ 130/ 13 (C),133.923,6.164,-15.893,20.402,7.404,2.800
 202/ 130/ 14 (C),134.131,6.957,-16.791,21.474,8.168,2.800
 202/ 163/ 6 (C),122.638,6.612,-16.543,-25.034,-10.601,2.800
 202/ 163/ 7 (C),183.288,9.975,-25.004,-37.664,-15.861,2.800
 202/ 163/ 8 (C),121.756,6.851,-17.480,-26.039,-10.683,2.800
 202/ 163/ 9 (C),122.386,6.680,-16.810,-25.321,-10.624,2.800
 202/ 163/ 13 (C),122.723,6.164,-15.893,-24.097,-9.854,2.800
 202/ 163/ 14 (C),122.931,6.957,-16.791,-25.541,-11.312,2.800
 204/ 161/ 6 (C),-0.001,0.000,31.433,-26.329,0.000,2.350
 204/ 161/ 7 (C),-0.001,0.000,47.030,-39.229,0.000,2.350
 204/ 161/ 8 (C),-0.001,0.000,30.838,-25.684,0.000,2.350
 204/ 161/ 9 (C),-0.001,0.000,31.263,-26.145,0.000,2.350
 204/ 161/ 13 (C),-0.001,-0.000,31.226,-26.062,-0.000,2.350
 204/ 161/ 14 (C),-0.001,0.000,31.896,-26.872,0.000,2.350
 204/ 162/ 6 (C),-0.001,0.000,-17.100,-9.291,-0.000,2.350
 204/ 162/ 7 (C),-0.001,0.000,-26.019,-14.241,-0.000,2.350
 204/ 162/ 8 (C),-0.001,0.000,-17.696,-10.046,-0.000,2.350
 204/ 162/ 9 (C),-0.001,0.000,-17.270,-9.507,-0.000,2.350
 204/ 162/ 13 (C),-0.001,-0.000,-17.308,-9.512,0.000,2.350
 204/ 162/ 14 (C),-0.001,0.000,-16.637,-8.747,-0.000,2.350
 205/ 156/ 6 (C),0.002,-0.000,27.816,-10.233,-0.000,3.725
 205/ 156/ 7 (C),0.004,-0.000,41.964,-15.656,-0.000,3.725
 205/ 156/ 8 (C),0.002,-0.000,27.694,-10.204,-0.000,3.725
 205/ 156/ 9 (C),0.002,-0.000,27.781,-10.225,-0.000,3.725
 205/ 156/ 13 (C),0.002,-0.000,27.833,-10.226,-0.000,3.725
 205/ 156/ 14 (C),0.002,-0.000,27.851,-10.253,0.000,3.725
 205/ 162/ 6 (C),0.002,-0.000,-38.604,-30.327,0.000,3.725
 205/ 162/ 7 (C),0.004,-0.000,-58.109,-45.725,0.000,3.725
 205/ 162/ 8 (C),0.002,-0.000,-38.726,-30.749,0.000,3.725
 205/ 162/ 9 (C),0.002,-0.000,-38.639,-30.448,0.000,3.725
 205/ 162/ 13 (C),0.002,-0.000,-38.587,-30.256,0.000,3.725
 205/ 162/ 14 (C),0.002,-0.000,-38.569,-30.217,0.000,3.725
 206/ 129/ 6 (C),92.273,-16.120,-3.027,3.851,-18.981,2.800
 206/ 129/ 7 (C),137.750,-24.519,-4.615,5.891,-29.168,2.800
 206/ 129/ 8 (C),93.758,-16.845,-3.199,4.118,-20.548,2.800
 206/ 129/ 9 (C),92.697,-16.327,-3.076,3.927,-19.429,2.800
 206/ 129/ 13 (C),91.946,-15.969,-2.473,3.159,-18.645,2.800
 206/ 129/ 14 (C),91.962,-15.960,-3.509,4.428,-18.645,2.800
 206/ 162/ 6 (C),81.073,-16.120,-3.027,-4.626,26.155,2.800
 206/ 162/ 7 (C),122.630,-24.519,-4.615,-7.031,39.486,2.800
 206/ 162/ 8 (C),82.558,-16.845,-3.199,-4.838,26.617,2.800
 206/ 162/ 9 (C),81.497,-16.327,-3.076,-4.686,26.287,2.800
 206/ 162/ 13 (C),80.746,-15.969,-2.473,-3.765,26.068,2.800
 206/ 162/ 14 (C),80.762,-15.960,-3.509,-5.395,26.044,2.800
 207/ 160/ 6 (C),0.001,-0.000,-52.804,29.828,-0.000,1.350
 207/ 160/ 7 (C),0.002,-0.000,-79.243,44.851,-0.000,1.350
 207/ 160/ 8 (C),0.001,-0.000,-52.974,30.152,-0.000,1.350
 207/ 160/ 9 (C),0.001,-0.000,-52.852,29.921,-0.000,1.350
 207/ 160/ 13 (C),0.001,-0.000,-52.847,29.596,-0.000,1.350
 207/ 160/ 14 (C),0.001,-0.000,-52.687,29.922,-0.000,1.350
 207/ 161/ 6 (C),0.001,-0.000,-71.174,-53.356,0.000,1.350
 207/ 161/ 7 (C),0.002,-0.000,-106.569,-79.808,0.000,1.350
 207/ 161/ 8 (C),0.001,-0.000,-71.344,-53.262,0.000,1.350
 207/ 161/ 9 (C),0.001,-0.000,-71.222,-53.329,0.000,1.350
 207/ 161/ 13 (C),0.001,-0.000,-71.217,-53.647,0.000,1.350
 207/ 161/ 14 (C),0.001,-0.000,-71.057,-53.104,0.000,1.350
 208/ 128/ 6 (C),153.506,7.134,19.786,-25.127,9.075,2.800
 208/ 128/ 7 (C),228.583,10.889,29.984,-38.351,13.893,2.800
 208/ 128/ 8 (C),154.740,7.726,20.931,-27.223,9.918,2.800
 208/ 128/ 9 (C),153.859,7.303,20.113,-25.726,9.316,2.800
 208/ 128/ 13 (C),153.551,7.443,20.000,-25.223,9.333,2.800
 208/ 128/ 14 (C),152.932,6.571,19.081,-24.133,8.455,2.800
 208/ 161/ 6 (C),142.306,7.134,19.786,30.273,-10.900,2.800
 208/ 161/ 7 (C),213.463,10.889,29.984,45.603,-16.595,2.800
 208/ 161/ 8 (C),143.540,7.726,20.931,31.383,-11.713,2.800
 208/ 161/ 9 (C),142.659,7.303,20.113,30.590,-11.132,2.800
 208/ 161/ 13 (C),142.351,7.443,20.000,30.777,-11.507,2.800
 208/ 161/ 14 (C),141.732,6.571,19.081,29.294,-9.944,2.800
 209/ 159/ 6 (C),0.001,-0.000,41.860,-18.477,-0.000,3.675
 209/ 159/ 7 (C),0.002,-0.000,62.626,-27.751,-0.000,3.675
 209/ 159/ 8 (C),0.001,-0.000,41.829,-18.054,-0.000,3.675
 209/ 159/ 9 (C),0.001,-0.000,41.851,-18.356,-0.000,3.675
 209/ 159/ 13 (C),0.001,-0.000,41.722,-18.204,-0.000,3.675
 209/ 159/ 14 (C),0.001,-0.000,42.011,-18.932,-0.000,3.675
 209/ 160/ 6 (C),0.001,-0.000,-20.743,28.591,0.000,3.675
 209/ 160/ 7 (C),0.002,-0.000,-30.990,42.996,0.000,3.675
 209/ 160/ 8 (C),0.001,-0.000,-20.774,28.901,0.000,3.675
 209/ 160/ 9 (C),0.001,-0.000,-20.752,28.680,0.000,3.675
 209/ 160/ 13 (C),0.001,-0.000,-20.881,28.356,0.000,3.675
 209/ 160/ 14 (C),0.001,-0.000,-20.591,28.693,0.000,3.675
 210/ 155/ 6 (C),0.001,-0.000,34.354,-18.321,-0.000,3.725
 210/ 155/ 7 (C),0.001,-0.000,51.813,-27.822,-0.000,3.725
 210/ 155/ 8 (C),0.001,-0.000,34.214,-18.130,-0.000,3.725
 210/ 155/ 9 (C),0.001,-0.000,34.314,-18.267,-0.000,3.725
 210/ 155/ 13 (C),0.001,-0.000,34.448,-18.545,-0.000,3.725
 210/ 155/ 14 (C),0.001,-0.000,34.319,-18.180,-0.000,3.725
 210/ 160/ 6 (C),0.001,-0.000,-32.061,-14.051,0.000,3.725
 210/ 160/ 7 (C),0.001,-0.000,-48.253,-21.192,0.000,3.725
 210/ 160/ 8 (C),0.001,-0.000,-32.201,-14.380,0.000,3.725
 210/ 160/ 9 (C),0.001,-0.000,-32.101,-14.145,0.000,3.725
 210/ 160/ 13 (C),0.001,-0.000,-31.966,-13.922,0.000,3.725
 210/ 160/ 14 (C),0.001,-0.000,-32.096,-14.039,0.000,3.725
 211/ 154/ 6 (C),0.000,-0.000,19.518,-2.442,-0.000,3.725
 211/ 154/ 7 (C),0.001,-0.000,28.605,-3.740,-0.000,3.725
 211/ 154/ 8 (C),0.000,-0.000,19.638,-2.953,-0.000,3.725
 211/ 154/ 9 (C),0.000,-0.000,19.552,-2.588,-0.000,3.725
 211/ 154/ 13 (C),0.000,-0.000,20.202,-3.734,-0.000,3.725
 211/ 154/ 14 (C),0.000,0.000,18.781,-0.931,0.000,3.725
 211/ 159/ 6 (C),0.000,-0.000,-26.725,-15.866,0.000,3.725
 211/ 159/ 7 (C),0.001,-0.000,-39.025,-23.149,0.000,3.725
 211/ 159/ 8 (C),0.000,-0.000,-26.605,-15.928,0.000,3.725
 211/ 159/ 9 (C),0.000,-0.000,-26.691,-15.884,0.000,3.725
 211/ 159/ 13 (C),0.000,-0.000,-26.041,-14.609,0.000,3.725
 211/ 159/ 14 (C),0.000,0.000,-27.462,-17.098,-0.000,3.725
 212/ 126/ 6 (C),85.810,-0.370,-14.314,18.840,-0.459,2.800
 212/ 126/ 7 (C),126.295,-0.485,-21.867,28.931,-0.620,2.800
 212/ 126/ 8 (C),86.501,-0.284,-15.315,20.502,-0.406,2.800
 212/ 126/ 9 (C),86.007,-0.345,-14.600,19.315,-0.444,2.800
 212/ 126/ 13 (C),85.226,0.723,-13.943,18.282,1.065,2.800
 212/ 126/ 14 (C),86.097,-1.499,-14.256,18.686,-2.006,2.800
 212/ 159/ 6 (C),79.510,-0.370,-14.314,-21.240,0.576,2.800
 212/ 159/ 7 (C),117.790,-0.485,-21.867,-32.296,0.737,2.800
 212/ 159/ 8 (C),80.201,-0.284,-15.315,-22.379,0.391,2.800
 212/ 159/ 9 (C),79.707,-0.345,-14.600,-21.565,0.523,2.800
 212/ 159/ 13 (C),78.926,0.723,-13.943,-20.760,-0.959,2.800
 212/ 159/ 14 (C),79.797,-1.499,-14.256,-21.232,2.190,2.800
 213/ 157/ 6 (C),0.000,0.000,15.252,-4.396,0.000,2.775
 213/ 157/ 7 (C),0.000,0.000,21.804,-5.745,0.000,2.775
 213/ 157/ 8 (C),0.000,0.000,14.732,-3.412,0.000,2.775
 213/ 157/ 9 (C),0.000,0.000,15.103,-4.115,0.000,2.775
 213/ 157/ 13 (C),0.000,0.000,14.962,-4.335,0.000,2.775
 213/ 157/ 14 (C),0.000,0.000,15.764,-4.878,0.000,2.775
 213/ 158/ 6 (C),0.000,0.000,-13.600,-2.104,-0.000,2.775
 213/ 158/ 7 (C),0.000,0.000,-20.033,-3.286,-0.000,2.775
 213/ 158/ 8 (C),0.000,0.000,-14.120,-2.563,-0.000,2.775
 213/ 158/ 9 (C),0.000,0.000,-13.748,-2.235,-0.000,2.775
 213/ 158/ 13 (C),0.000,0.000,-13.889,-2.845,-0.000,2.775
 213/ 158/ 14 (C),0.000,0.000,-13.088,-1.165,-0.000,2.775
 214/ 125/ 6 (C),38.314,2.951,3.224,-4.321,3.854,2.800
 214/ 125/ 7 (C),55.423,4.447,4.928,-6.620,5.857,2.800
 214/ 125/ 8 (C),38.953,3.044,3.499,-4.726,4.090,2.800
 214/ 125/ 9 (C),38.497,2.977,3.303,-4.437,3.922,2.800
 214/ 125/ 13 (C),37.970,2.083,3.796,-5.074,2.696,2.800
 214/ 125/ 14 (C),38.384,3.777,2.534,-3.394,4.912,2.800
 214/ 158/ 6 (C),32.014,2.951,3.224,4.706,-4.407,2.800
 214/ 158/ 7 (C),46.918,4.447,4.928,7.179,-6.596,2.800
 214/ 158/ 8 (C),32.653,3.044,3.499,5.072,-4.434,2.800
 214/ 158/ 9 (C),32.197,2.977,3.303,4.810,-4.415,2.800
 214/ 158/ 13 (C),31.670,2.083,3.796,5.553,-3.137,2.800
 214/ 158/ 14 (C),32.084,3.777,2.534,3.701,-5.665,2.800
 215/ 156/ 6 (C),-0.000,-0.000,32.114,-36.776,-0.000,3.850
 215/ 156/ 7 (C),-0.000,-0.000,47.445,-54.993,-0.000,3.850
 215/ 156/ 8 (C),-0.000,-0.000,32.771,-38.498,-0.000,3.850
 215/ 156/ 9 (C),-0.000,-0.000,32.301,-37.268,-0.000,3.850
 215/ 156/ 13 (C),-0.000,-0.000,31.579,-35.797,-0.000,3.850
 215/ 156/ 14 (C),-0.000,-0.000,32.366,-37.018,-0.000,3.850
 215/ 157/ 6 (C),-0.000,-0.000,-16.676,-7.059,0.000,3.850
 215/ 157/ 7 (C),-0.000,-0.000,-23.973,-9.810,0.000,3.850
