Bar/Node/Case,FX (kN),FY (kN),FZ (kN),MY (kNm),MZ (kNm),Length (m)
 256/ 132/ 7 (C),0.000,0.000,11.003,-14.145,0.000,2.000
 256/ 132/ 8 (C),0.000,0.000,8.399,-10.656,0.000,2.000
 256/ 132/ 9 (C),0.000,0.000,7.714,-9.656,0.000,2.000
 256/ 132/ 13 (C),0.000,-0.000,5.130,-6.923,-0.000,2.000
 256/ 132/ 14 (C),0.000,0.000,9.338,-10.990,0.000,2.000
 256/ 138/ 6 (C),0.000,0.000,-10.661,-12.478,-0.000,2.000
 256/ 138/ 7 (C),0.000,0.000,-15.622,-18.764,-0.000,2.000
 256/ 138/ 8 (C),0.000,0.000,-11.101,-13.357,-0.000,2.000
 256/ 138/ 9 (C),0.000,0.000,-10.786,-12.729,-0.000,2.000
 256/ 138/ 13 (C),0.000,-0.000,-12.670,-14.464,0.000,2.000
 256/ 138/ 14 (C),0.000,0.000,-8.462,-10.114,-0.000,2.000
 257/ 105/ 6 (C),142.198,-0.047,10.107,-14.238,-0.102,2.800
 257/ 105/ 7 (C),212.233,-0.039,15.660,-22.046,-0.112,2.800
 257/ 105/ 8 (C),150.931,-0.021,11.359,-15.975,-0.073,2.800
 257/ 105/ 9 (C),144.693,-0.040,10.465,-14.734,-0.094,2.800
 257/ 105/ 13 (C),140.417,-2.083,9.765,-13.763,-2.932,2.800
 257/ 105/ 14 (C),140.238,1.978,9.913,-13.968,2.715,2.800
 257/ 138/ 6 (C),135.898,-0.047,10.107,14.063,0.029,2.800
 257/ 138/ 7 (C),203.728,-0.039,15.660,21.802,-0.003,2.800
 257/ 138/ 8 (C),144.631,-0.021,11.359,15.832,-0.014,2.800
 257/ 138/ 9 (C),138.393,-0.040,10.465,14.568,0.017,2.800
 257/ 138/ 13 (C),134.117,-2.083,9.765,13.580,2.901,2.800
 257/ 138/ 14 (C),133.938,1.978,9.913,13.788,-2.825,2.800
 258/ 136/ 6 (C),-0.000,0.000,48.019,-10.395,-0.000,1.350
 258/ 136/ 7 (C),-0.000,0.000,73.796,-16.017,-0.000,1.350
 258/ 136/ 8 (C),-0.000,0.000,53.535,-11.690,0.000,1.350
 258/ 136/ 9 (C),-0.000,0.000,49.595,-10.765,-0.000,1.350
 258/ 136/ 13 (C),-0.000,0.000,46.854,-10.191,0.000,1.350
 258/ 136/ 14 (C),-0.000,-0.000,46.819,-10.045,-0.000,1.350
 258/ 137/ 6 (C),-0.000,0.000,32.087,45.275,-0.000,1.350
 258/ 137/ 7 (C),-0.000,0.000,49.429,69.703,-0.000,1.350
 258/ 137/ 8 (C),-0.000,0.000,35.776,50.441,-0.000,1.350
 258/ 137/ 9 (C),-0.000,0.000,33.141,46.751,-0.000,1.350
 258/ 137/ 13 (C),-0.000,0.000,31.314,44.119,-0.000,1.350
 258/ 137/ 14 (C),-0.000,-0.000,31.280,44.218,0.000,1.350
 259/ 130/ 6 (C),-0.000,0.000,33.703,-22.512,0.000,2.000
 259/ 130/ 7 (C),-0.000,0.000,52.216,-34.957,0.000,2.000
 259/ 130/ 8 (C),-0.000,0.000,38.084,-25.428,0.000,2.000
 259/ 130/ 9 (C),-0.000,0.000,34.955,-23.345,0.000,2.000
 259/ 130/ 13 (C),-0.000,-0.000,31.807,-20.369,-0.000,2.000
 259/ 130/ 14 (C),-0.000,0.000,33.722,-23.406,0.000,2.000
 259/ 136/ 6 (C),-0.000,0.000,2.599,18.979,-0.000,2.000
 259/ 136/ 7 (C),-0.000,0.000,3.943,29.455,-0.000,2.000
 259/ 136/ 8 (C),-0.000,0.000,2.964,21.608,-0.000,2.000
 259/ 136/ 9 (C),-0.000,0.000,2.703,19.730,-0.000,2.000
 259/ 136/ 13 (C),-0.000,-0.000,1.564,18.020,0.000,2.000
 259/ 136/ 14 (C),-0.000,0.000,3.478,18.812,-0.000,2.000
 260/ 134/ 6 (C),0.000,-0.000,-13.931,64.245,-0.000,2.350
 260/ 134/ 7 (C),0.000,-0.000,-20.741,97.655,-0.000,2.350
 260/ 134/ 8 (C),0.000,-0.000,-14.501,69.812,-0.000,2.350
 260/ 134/ 9 (C),0.000,-0.000,-14.094,65.835,-0.000,2.350
 260/ 134/ 13 (C),0.000,-0.000,-14.138,63.755,-0.000,2.350
 260/ 134/ 14 (C),0.000,0.000,-13.480,62.348,0.000,2.350
 260/ 135/ 6 (C),0.000,-0.000,-48.091,-12.133,0.000,2.350
 260/ 135/ 7 (C),0.000,-0.000,-73.381,-18.508,0.000,2.350
 260/ 135/ 8 (C),0.000,-0.000,-52.831,-13.343,0.000,2.350
 260/ 135/ 9 (C),0.000,-0.000,-49.445,-12.479,0.000,2.350
 260/ 135/ 13 (C),0.000,-0.000,-47.404,-11.943,0.000,2.350
 260/ 135/ 14 (C),0.000,0.000,-46.746,-11.804,-0.000,2.350
 261/ 128/ 6 (C),-0.000,-0.000,43.140,-27.922,-0.000,1.650
 261/ 128/ 7 (C),-0.000,-0.000,66.345,-43.053,-0.000,1.650
 261/ 128/ 8 (C),-0.000,-0.000,47.986,-31.096,-0.000,1.650
 261/ 128/ 9 (C),-0.000,-0.000,44.525,-28.829,-0.000,1.650
 261/ 128/ 13 (C),-0.000,-0.000,43.165,-28.758,-0.000,1.650
 261/ 128/ 14 (C),-0.000,0.000,41.038,-25.725,0.000,1.650
 261/ 135/ 6 (C),-0.000,-0.000,20.436,27.935,0.000,1.650
 261/ 135/ 7 (C),-0.000,-0.000,31.223,42.859,0.000,1.650
 261/ 135/ 8 (C),-0.000,-0.000,22.423,30.921,0.000,1.650
 261/ 135/ 9 (C),-0.000,-0.000,21.003,28.788,0.000,1.650
 261/ 135/ 13 (C),-0.000,-0.000,21.073,27.533,0.000,1.650
 261/ 135/ 14 (C),-0.000,0.000,18.946,27.056,-0.000,1.650
 262/ 133/ 6 (C),-0.000,0.000,65.390,-54.112,0.000,2.675
 262/ 133/ 7 (C),-0.000,0.000,100.092,-82.814,0.000,2.675
 262/ 133/ 8 (C),-0.000,0.000,71.923,-59.207,0.000,2.675
 262/ 133/ 9 (C),-0.000,0.000,67.257,-55.568,0.000,2.675
 262/ 133/ 13 (C),-0.000,-0.000,64.562,-53.667,-0.000,2.675
 262/ 133/ 14 (C),-0.000,0.000,63.419,-52.373,0.000,2.675
 262/ 134/ 6 (C),-0.000,0.000,24.101,70.157,-0.000,2.675
 262/ 134/ 7 (C),-0.000,0.000,36.345,106.947,-0.000,2.675
 262/ 134/ 8 (C),-0.000,0.000,25.516,76.396,-0.000,2.675
 262/ 134/ 9 (C),-0.000,0.000,24.505,71.940,-0.000,2.675
 262/ 134/ 13 (C),-0.000,-0.000,24.369,69.701,0.000,2.675
 262/ 134/ 14 (C),-0.000,0.000,23.226,67.939,-0.000,2.675
 263/ 101/ 6 (C),23.953,5.576,-2.313,3.234,7.878,2.800
 263/ 101/ 7 (C),32.975,8.645,-3.624,5.066,12.196,2.800
 263/ 101/ 8 (C),19.035,6.378,-2.588,3.622,8.967,2.800
 263/ 101/ 9 (C),22.548,5.805,-2.391,3.345,8.189,2.800
 263/ 101/ 13 (C),24.139,6.247,-2.308,3.227,8.771,2.800
 263/ 101/ 14 (C),25.874,4.561,-2.199,3.074,6.518,2.800
 263/ 134/ 6 (C),17.653,5.576,-2.313,-3.242,-7.734,2.800
 263/ 134/ 7 (C),24.470,8.645,-3.624,-5.081,-12.009,2.800
 263/ 134/ 8 (C),12.735,6.378,-2.588,-3.626,-8.891,2.800
 263/ 134/ 9 (C),16.248,5.805,-2.391,-3.352,-8.065,2.800
 263/ 134/ 13 (C),17.839,6.247,-2.308,-3.236,-8.720,2.800
 263/ 134/ 14 (C),19.574,4.561,-2.199,-3.083,-6.252,2.800
 264/ 126/ 6 (C),0.000,0.000,13.282,-17.934,0.000,1.650
 264/ 126/ 7 (C),0.000,0.000,19.721,-27.143,0.000,1.650
 264/ 126/ 8 (C),0.000,0.000,14.348,-19.932,0.000,1.650
 264/ 126/ 9 (C),0.000,0.000,13.587,-18.505,0.000,1.650
 264/ 126/ 13 (C),0.000,-0.000,15.307,-19.292,-0.000,1.650
 264/ 126/ 14 (C),0.000,0.000,10.800,-15.720,0.000,1.650
 264/ 133/ 6 (C),0.000,0.000,-0.337,-7.255,-0.000,1.650
 264/ 133/ 7 (C),0.000,0.000,-0.155,-11.001,-0.000,1.650
 264/ 133/ 8 (C),0.000,0.000,-0.223,-8.279,-0.000,1.650
 264/ 133/ 9 (C),0.000,0.000,-0.304,-7.547,-0.000,1.650
 264/ 133/ 13 (C),0.000,-0.000,1.893,-5.103,0.000,1.650
 264/ 133/ 14 (C),0.000,0.000,-2.615,-8.967,-0.000,1.650
 265/ 100/ 6 (C),190.880,3.033,-17.150,24.300,4.244,2.800
 265/ 100/ 7 (C),285.567,4.615,-26.308,37.265,6.455,2.800
 265/ 100/ 8 (C),203.404,3.354,-18.924,26.799,4.686,2.800
 265/ 100/ 9 (C),194.459,3.125,-17.657,25.014,4.370,2.800
 265/ 100/ 13 (C),188.589,5.093,-16.920,23.977,7.109,2.800
 265/ 100/ 14 (C),187.805,0.836,-16.620,23.552,1.190,2.800
 265/ 133/ 6 (C),184.580,3.033,-17.150,-23.721,-4.250,2.800
 265/ 133/ 7 (C),277.062,4.615,-26.308,-36.397,-6.468,2.800
 265/ 133/ 8 (C),197.104,3.354,-18.924,-26.187,-4.706,2.800
 265/ 133/ 9 (C),188.159,3.125,-17.657,-24.426,-4.380,2.800
 265/ 133/ 13 (C),182.289,5.093,-16.920,-23.400,-7.151,2.800
 265/ 133/ 14 (C),181.505,0.836,-16.620,-22.985,-1.152,2.800
 266/ 99/ 6 (C),147.790,-2.850,5.778,-8.158,-4.001,2.800
 266/ 99/ 7 (C),219.476,-4.318,9.055,-12.769,-6.062,2.800
 266/ 99/ 8 (C),155.000,-3.133,6.601,-9.288,-4.395,2.800
 266/ 99/ 9 (C),149.850,-2.931,6.013,-8.481,-4.114,2.800
 266/ 99/ 13 (C),146.241,-4.854,5.984,-8.437,-6.791,2.800
 266/ 99/ 14 (C),146.249,-0.725,5.219,-7.395,-1.043,2.800
 266/ 132/ 6 (C),141.490,-2.850,5.778,8.020,3.980,2.800
 266/ 132/ 7 (C),210.971,-4.318,9.055,12.585,6.029,2.800
 266/ 132/ 8 (C),148.700,-3.133,6.601,9.195,4.376,2.800
 266/ 132/ 9 (C),143.550,-2.931,6.013,8.356,4.093,2.800
 266/ 132/ 13 (C),139.941,-4.854,5.984,8.319,6.802,2.800
 266/ 132/ 14 (C),139.949,-0.725,5.219,7.218,0.988,2.800
 267/ 131/ 6 (C),-0.000,-0.000,11.922,22.850,-0.000,2.775
 267/ 131/ 7 (C),-0.000,-0.000,18.287,35.735,-0.000,2.775
 267/ 131/ 8 (C),-0.000,0.000,13.331,26.085,0.000,2.775
 267/ 131/ 9 (C),-0.000,-0.000,12.324,23.774,-0.000,2.775
 267/ 131/ 13 (C),-0.000,-0.000,11.177,22.596,-0.000,2.775
 267/ 131/ 14 (C),-0.000,0.000,12.063,21.718,0.000,2.775
 267/ 132/ 6 (C),-0.000,-0.000,-34.625,-14.561,0.000,2.775
 267/ 132/ 7 (C),-0.000,-0.000,-53.749,-22.869,-0.000,2.775
 267/ 132/ 8 (C),-0.000,0.000,-39.095,-16.483,-0.000,2.775
 267/ 132/ 9 (C),-0.000,-0.000,-35.902,-15.110,-0.000,2.775
 267/ 132/ 13 (C),-0.000,-0.000,-34.110,-14.939,0.000,2.775
 267/ 132/ 14 (C),-0.000,0.000,-33.224,-13.359,-0.000,2.775
 268/ 125/ 6 (C),-0.000,0.000,20.496,-4.266,0.000,3.725
 268/ 125/ 7 (C),-0.000,0.000,30.762,-6.287,0.000,3.725
 268/ 125/ 8 (C),-0.000,0.000,22.328,-4.307,0.000,3.725
 268/ 125/ 9 (C),-0.000,0.000,21.019,-4.278,0.000,3.725
 268/ 125/ 13 (C),-0.000,-0.000,18.538,-0.800,-0.000,3.725
 268/ 125/ 14 (C),-0.000,0.000,21.669,-7.714,0.000,3.725
 268/ 132/ 6 (C),-0.000,0.000,-25.780,-14.108,-0.000,3.725
 268/ 132/ 7 (C),-0.000,0.000,-38.814,-21.286,-0.000,3.725
 268/ 132/ 8 (C),-0.000,0.000,-28.489,-15.783,-0.000,3.725
 268/ 132/ 9 (C),-0.000,0.000,-26.554,-14.587,-0.000,3.725
 268/ 132/ 13 (C),-0.000,-0.000,-26.766,-16.126,0.000,3.725
 268/ 132/ 14 (C),-0.000,0.000,-23.634,-11.373,-0.000,3.725
 269/ 130/ 6 (C),-0.000,-0.000,62.020,-46.343,-0.000,1.350
 269/ 130/ 7 (C),-0.000,-0.000,96.176,-71.680,-0.000,1.350
 269/ 130/ 8 (C),-0.000,-0.000,70.050,-52.159,-0.000,1.350
 269/ 130/ 9 (C),-0.000,-0.000,64.314,-48.005,-0.000,1.350
 269/ 130/ 13 (C),-0.000,-0.000,60.079,-44.377,-0.000,1.350
 269/ 130/ 14 (C),-0.000,0.000,60.520,-45.817,0.000,1.350
 269/ 131/ 6 (C),-0.000,-0.000,41.943,23.611,0.000,1.350
 269/ 131/ 7 (C),-0.000,-0.000,65.214,36.906,0.000,1.350
 269/ 131/ 8 (C),-0.000,-0.000,47.507,26.937,0.000,1.350
 269/ 131/ 9 (C),-0.000,-0.000,43.532,24.561,0.000,1.350
 269/ 131/ 13 (C),-0.000,-0.000,40.530,23.320,0.000,1.350
 269/ 131/ 14 (C),-0.000,0.000,40.971,22.476,-0.000,1.350
 270/ 124/ 6 (C),-0.000,-0.000,38.510,-27.183,-0.000,3.725
 270/ 124/ 7 (C),-0.000,-0.000,60.289,-42.686,0.000,3.725
 270/ 124/ 8 (C),-0.000,0.000,43.752,-30.820,0.000,3.725
 270/ 124/ 9 (C),-0.000,-0.000,40.008,-28.223,0.000,3.725
 270/ 124/ 13 (C),-0.000,-0.000,37.164,-25.809,-0.000,3.725
 270/ 124/ 14 (C),-0.000,0.000,37.609,-26.999,0.000,3.725
 270/ 131/ 6 (C),-0.000,-0.000,-30.021,-11.373,0.000,3.725
 270/ 131/ 7 (C),-0.000,-0.000,-46.927,-17.798,0.000,3.725
 270/ 131/ 8 (C),-0.000,0.000,-34.176,-12.984,-0.000,3.725
 270/ 131/ 9 (C),-0.000,-0.000,-31.208,-11.833,0.000,3.725
 270/ 131/ 13 (C),-0.000,-0.000,-29.353,-11.261,0.000,3.725
 270/ 131/ 14 (C),-0.000,0.000,-28.908,-10.795,-0.000,3.725
 271/ 97/ 6 (C),265.079,4.204,-12.775,18.101,6.132,2.800
 271/ 97/ 7 (C),400.335,6.573,-19.685,27.859,9.547,2.800
 271/ 97/ 8 (C),280.583,4.880,-14.368,20.276,7.022,2.800
 271/ 97/ 9 (C),269.509,4.397,-13.230,18.722,6.386,2.800
 271/ 97/ 13 (C),261.307,3.175,-11.575,16.523,4.890,2.800
 271/ 97/ 14 (C),262.206,4.944,-13.293,18.747,6.992,2.800
 271/ 130/ 6 (C),253.879,4.204,-12.775,-17.670,-5.640,2.800
 271/ 130/ 7 (C),385.215,6.573,-19.685,-27.258,-8.858,2.800
 271/ 130/ 8 (C),269.383,4.880,-14.368,-19.955,-6.641,2.800
 271/ 130/ 9 (C),258.309,4.397,-13.230,-18.323,-5.926,2.800
 271/ 130/ 13 (C),250.107,3.175,-11.575,-15.887,-4.001,2.800
 271/ 130/ 14 (C),251.006,4.944,-13.293,-18.473,-6.850,2.800
 272/ 129/ 6 (C),0.000,0.000,32.378,-20.142,0.000,2.500
 272/ 129/ 7 (C),0.000,0.000,50.264,-30.985,0.000,2.500
 272/ 129/ 8 (C),0.000,0.000,36.164,-22.089,0.000,2.500
 272/ 129/ 9 (C),0.000,0.000,33.460,-20.698,0.000,2.500
 272/ 129/ 13 (C),0.000,-0.000,30.736,-18.704,-0.000,2.500
 272/ 129/ 14 (C),0.000,0.000,32.399,-20.745,0.000,2.500
 272/ 130/ 6 (C),0.000,0.000,-24.318,-9.884,-0.000,2.500
 272/ 130/ 7 (C),0.000,0.000,-38.416,-15.886,-0.000,2.500
 272/ 130/ 8 (C),0.000,0.000,-28.293,-12.041,-0.000,2.500
 272/ 130/ 9 (C),0.000,0.000,-25.454,-10.501,-0.000,2.500
 272/ 130/ 13 (C),0.000,-0.000,-24.297,-10.480,0.000,2.500
 272/ 130/ 14 (C),0.000,0.000,-22.634,-8.363,-0.000,2.500
 273/ 96/ 6 (C),200.279,-10.201,-2.285,3.340,-15.076,2.800
 273/ 96/ 7 (C),303.455,-16.016,-3.568,5.201,-23.563,2.800
 273/ 96/ 8 (C),213.718,-11.845,-2.613,3.789,-17.247,2.800
 273/ 96/ 9 (C),204.118,-10.671,-2.379,3.468,-15.696,2.800
 273/ 96/ 13 (C),197.466,-9.867,-1.262,1.991,-14.629,2.800
 273/ 96/ 14 (C),197.332,-9.832,-3.169,4.497,-14.593,2.800
 273/ 129/ 6 (C),189.079,-10.201,-2.285,-3.059,13.488,2.800
 273/ 129/ 7 (C),288.335,-16.016,-3.568,-4.790,21.283,2.800
 273/ 129/ 8 (C),202.518,-11.845,-2.613,-3.527,15.920,2.800
 273/ 129/ 9 (C),192.918,-10.671,-2.379,-3.193,14.183,2.800
 273/ 129/ 13 (C),186.266,-9.867,-1.262,-1.543,12.999,2.800
 273/ 129/ 14 (C),186.132,-9.832,-3.169,-4.375,12.935,2.800
 274/ 128/ 6 (C),0.000,-0.000,27.473,-17.086,-0.000,2.350
 274/ 128/ 7 (C),0.000,-0.000,43.230,-27.019,-0.000,2.350
 274/ 128/ 8 (C),0.000,-0.000,31.755,-20.107,-0.000,2.350
 274/ 128/ 9 (C),0.000,-0.000,28.696,-17.949,-0.000,2.350
 274/ 128/ 13 (C),0.000,-0.000,25.666,-15.373,-0.000,2.350
 274/ 128/ 14 (C),0.000,0.000,27.445,-17.504,0.000,2.350
 274/ 129/ 6 (C),0.000,-0.000,-24.072,-12.880,0.000,2.350
 274/ 129/ 7 (C),0.000,-0.000,-37.347,-19.771,0.000,2.350
 274/ 129/ 8 (C),0.000,-0.000,-26.816,-14.060,0.000,2.350
 274/ 129/ 9 (C),0.000,-0.000,-24.856,-13.217,0.000,2.350
 274/ 129/ 13 (C),0.000,-0.000,-24.374,-13.651,0.000,2.350
 274/ 129/ 14 (C),0.000,0.000,-22.595,-11.602,-0.000,2.350
 275/ 123/ 6 (C),-0.001,-0.000,30.227,-15.233,-0.000,3.725
 275/ 123/ 7 (C),-0.001,-0.000,47.505,-24.217,-0.000,3.725
 275/ 123/ 8 (C),-0.001,0.000,34.515,-17.442,0.000,3.725
 275/ 123/ 9 (C),-0.001,-0.000,31.452,-15.864,-0.000,3.725
 275/ 123/ 13 (C),-0.001,-0.000,29.292,-14.731,-0.000,3.725
 275/ 123/ 14 (C),-0.001,0.000,29.325,-14.789,0.000,3.725
 275/ 129/ 6 (C),-0.001,-0.000,-40.355,-34.097,0.000,3.725
 275/ 129/ 7 (C),-0.001,-0.000,-62.975,-53.029,-0.000,3.725
 275/ 129/ 8 (C),-0.001,0.000,-45.781,-38.425,-0.000,3.725
 275/ 129/ 9 (C),-0.001,-0.000,-41.906,-35.334,-0.000,3.725
 275/ 129/ 13 (C),-0.001,-0.000,-39.210,-33.203,0.000,3.725
 275/ 129/ 14 (C),-0.001,0.000,-39.176,-33.136,-0.000,3.725
 276/ 95/ 6 (C),307.799,5.496,15.142,-21.505,7.880,2.800
 276/ 95/ 7 (C),465.740,8.457,23.406,-33.200,12.121,2.800
 276/ 95/ 8 (C),327.566,6.106,17.088,-24.166,8.747,2.800
 276/ 95/ 9 (C),313.447,5.671,15.698,-22.265,8.128,2.800
 276/ 95/ 13 (C),304.202,6.188,15.581,-22.043,8.682,2.800
 276/ 95/ 14 (C),302.925,4.543,13.868,-19.827,6.708,2.800
 276/ 128/ 6 (C),296.599,5.496,15.142,20.892,-7.510,2.800
 276/ 128/ 7 (C),450.620,8.457,23.406,32.336,-11.559,2.800
 276/ 128/ 8 (C),316.366,6.106,17.088,23.681,-8.351,2.800
 276/ 128/ 9 (C),302.247,5.671,15.698,21.689,-7.750,2.800
 276/ 128/ 13 (C),293.002,6.188,15.581,21.584,-8.645,2.800
 276/ 128/ 14 (C),291.725,4.543,13.868,19.004,-6.014,2.800
 277/ 127/ 6 (C),-0.000,0.000,-53.100,25.839,0.000,1.350
 277/ 127/ 7 (C),-0.000,0.000,-82.607,40.237,0.000,1.350
 277/ 127/ 8 (C),-0.000,0.000,-60.146,29.309,0.000,1.350
 277/ 127/ 9 (C),-0.000,0.000,-55.113,26.831,0.000,1.350
 277/ 127/ 13 (C),-0.000,-0.000,-51.744,24.644,-0.000,1.350
 277/ 127/ 14 (C),-0.000,0.000,-51.435,25.546,0.000,1.350
 277/ 128/ 6 (C),-0.000,0.000,-72.480,-58.391,-0.000,1.350
 277/ 128/ 7 (C),-0.000,0.000,-112.461,-90.582,-0.000,1.350
 277/ 128/ 8 (C),-0.000,0.000,-81.885,-65.943,-0.000,1.350
 277/ 128/ 9 (C),-0.000,0.000,-75.167,-60.549,-0.000,1.350
 277/ 128/ 13 (C),-0.000,-0.000,-70.619,-57.432,0.000,1.350
 277/ 128/ 14 (C),-0.000,0.000,-70.311,-56.114,-0.000,1.350
 278/ 126/ 6 (C),-0.000,0.000,45.716,-30.399,0.000,3.675
 278/ 126/ 7 (C),-0.000,0.000,70.921,-47.443,0.000,3.675
 278/ 126/ 8 (C),-0.000,0.000,51.563,-34.311,0.000,3.675
 278/ 126/ 9 (C),-0.000,0.000,47.387,-31.517,0.000,3.675
 278/ 126/ 13 (C),-0.000,-0.000,44.120,-28.766,-0.000,3.675
 278/ 126/ 14 (C),-0.000,0.000,44.806,-30.355,0.000,3.675
 278/ 127/ 6 (C),-0.000,0.000,-20.527,24.734,-0.000,3.675
 278/ 127/ 7 (C),-0.000,0.000,-31.796,38.525,-0.000,3.675
 278/ 127/ 8 (C),-0.000,0.000,-23.175,28.062,-0.000,3.675
 278/ 127/ 9 (C),-0.000,0.000,-21.284,25.685,-0.000,3.675
 278/ 127/ 13 (C),-0.000,-0.000,-20.303,23.556,0.000,3.675
 278/ 127/ 14 (C),-0.000,0.000,-19.617,24.486,-0.000,3.675
 279/ 122/ 6 (C),-0.000,0.000,38.005,-24.062,0.000,3.725
 279/ 122/ 7 (C),-0.000,0.000,59.660,-38.106,0.000,3.725
 279/ 122/ 8 (C),-0.000,0.000,43.318,-27.532,0.000,3.725
 279/ 122/ 9 (C),-0.000,0.000,39.523,-25.053,0.000,3.725
 279/ 122/ 13 (C),-0.000,-0.000,37.055,-23.831,-0.000,3.725
 279/ 122/ 14 (C),-0.000,0.000,36.678,-22.805,0.000,3.725
 279/ 127/ 6 (C),-0.000,0.000,-32.572,-13.943,-0.000,3.725
 279/ 127/ 7 (C),-0.000,0.000,-50.811,-21.625,-0.000,3.725
 279/ 127/ 8 (C),-0.000,0.000,-36.970,-15.708,-0.000,3.725
 279/ 127/ 9 (C),-0.000,0.000,-33.829,-14.447,-0.000,3.725
 279/ 127/ 13 (C),-0.000,-0.000,-31.441,-13.376,0.000,3.725
 279/ 127/ 14 (C),-0.000,0.000,-31.818,-13.753,-0.000,3.725
 280/ 93/ 6 (C),177.105,-0.385,-12.074,17.089,-0.588,2.800
 280/ 93/ 7 (C),264.574,-0.580,-18.745,26.508,-0.885,2.800
 280/ 93/ 8 (C),187.418,-0.472,-13.621,19.231,-0.709,2.800
 280/ 93/ 9 (C),180.052,-0.410,-12.516,17.701,-0.623,2.800
 280/ 93/ 13 (C),174.642,1.791,-11.408,16.181,2.441,2.800
 280/ 93/ 14 (C),175.149,-2.524,-12.076,17.078,-3.566,2.800
 280/ 126/ 6 (C),170.805,-0.385,-12.074,-16.718,0.489,2.800
 280/ 126/ 7 (C),256.069,-0.580,-18.745,-25.978,0.739,2.800
 280/ 126/ 8 (C),181.118,-0.472,-13.621,-18.907,0.611,2.800
 280/ 126/ 9 (C),173.752,-0.410,-12.516,-17.343,0.524,2.800
 280/ 126/ 13 (C),168.342,1.791,-11.408,-15.762,-2.574,2.800
 280/ 126/ 14 (C),168.849,-2.524,-12.076,-16.735,3.500,2.800
 281/ 121/ 6 (C),-0.000,-0.000,22.326,-8.653,-0.000,3.725
 281/ 121/ 7 (C),-0.000,-0.000,33.701,-13.118,-0.000,3.725
 281/ 121/ 8 (C),-0.000,-0.000,24.474,-9.245,-0.000,3.725
 281/ 121/ 9 (C),-0.000,-0.000,22.940,-8.822,-0.000,3.725
 281/ 121/ 13 (C),-0.000,-0.000,23.595,-12.211,-0.000,3.725
 281/ 121/ 14 (C),-0.000,0.000,20.137,-4.841,0.000,3.725
 281/ 126/ 6 (C),-0.000,-0.000,-25.998,-15.491,0.000,3.725
 281/ 126/ 7 (C),-0.000,-0.000,-39.132,-23.234,0.000,3.725
 281/ 126/ 8 (C),-0.000,-0.000,-28.706,-17.127,0.000,3.725
 281/ 126/ 9 (C),-0.000,-0.000,-26.771,-15.958,0.000,3.725
 281/ 126/ 13 (C),-0.000,-0.000,-23.689,-12.386,0.000,3.725
 281/ 126/ 14 (C),-0.000,0.000,-27.146,-17.894,-0.000,3.725
 282/ 92/ 6 (C),81.176,2.287,2.747,-3.788,3.172,2.800
 282/ 92/ 7 (C),118.751,3.543,4.208,-5.801,4.911,2.800
 282/ 92/ 8 (C),84.959,2.592,3.006,-4.147,3.585,2.800
 282/ 92/ 9 (C),82.257,2.374,2.821,-3.890,3.290,2.800
 282/ 92/ 13 (C),80.080,0.656,3.973,-5.463,0.963,2.800
 282/ 92/ 14 (C),80.652,3.787,1.411,-1.958,5.206,2.800
 282/ 125/ 6 (C),74.876,2.287,2.747,3.904,-3.230,2.800
 282/ 125/ 7 (C),110.246,3.543,4.208,5.980,-5.008,2.800
 282/ 125/ 8 (C),78.659,2.592,3.006,4.271,-3.672,2.800
 282/ 125/ 9 (C),75.957,2.374,2.821,4.009,-3.356,2.800
 282/ 125/ 13 (C),73.780,0.656,3.973,5.660,-0.874,2.800
 282/ 125/ 14 (C),74.352,3.787,1.411,1.992,-5.397,2.800
 283/ 124/ 6 (C),-0.000,-0.000,13.940,-3.586,-0.000,2.775
 283/ 124/ 7 (C),-0.000,-0.000,20.663,-5.188,-0.000,2.775
 283/ 124/ 8 (C),-0.000,-0.000,15.323,-4.132,-0.000,2.775
 283/ 124/ 9 (C),-0.000,-0.000,14.335,-3.742,-0.000,2.775
 283/ 124/ 13 (C),-0.000,-0.000,12.157,-1.878,-0.000,2.775
 283/ 124/ 14 (C),-0.000,0.000,15.130,-5.059,0.000,2.775
 283/ 125/ 6 (C),-0.000,-0.000,-16.066,-6.536,0.000,2.775
 283/ 125/ 7 (C),-0.000,-0.000,-24.062,-9.903,0.000,2.775
 283/ 125/ 8 (C),-0.000,-0.000,-17.379,-6.985,0.000,2.775
 283/ 125/ 9 (C),-0.000,-0.000,-16.441,-6.664,0.000,2.775
 283/ 125/ 13 (C),-0.000,-0.000,-17.272,-8.975,0.000,2.775
 283/ 125/ 14 (C),-0.000,0.000,-14.299,-3.905,-0.000,2.775
 284/ 91/ 6 (C),149.616,7.642,1.138,-1.500,10.872,2.800
 284/ 91/ 7 (C),223.025,12.092,1.756,-2.317,17.164,2.800
 284/ 91/ 8 (C),157.011,8.883,1.242,-1.640,12.548,2.800
 284/ 91/ 9 (C),151.728,7.997,1.168,-1.540,11.351,2.800
 284/ 91/ 13 (C),147.122,6.907,2.698,-3.669,9.942,2.800
 284/ 91/ 14 (C),148.940,7.846,-0.467,0.729,11.085,2.800
 284/ 124/ 6 (C),143.316,7.642,1.138,1.686,-10.526,2.800
 284/ 124/ 7 (C),214.520,12.092,1.756,2.600,-16.692,2.800
