Bar/Node/Case,FX (kN),FY (kN),FZ (kN),MX (kNm),MY (kNm),MZ (kNm)
 177/ 173/ 7 (C),0,0,72.15,-27.1,-39.01,0
 177/ 175/ 7 (C),0,0,57.17,-27.1,38.16,0
 177/ 173/ 7 (C),0,0,72.15,-27.1,-39.01,0
 177/ 173/ 7 (C),0,0,72.15,-27.1,-39.01,0
 177/ 175/ 7 (C),0,0,57.17,-27.1,38.16,0
 177/ 173/ 7 (C),0,0,72.15,-27.1,-39.01,0
 177/ 173/ 7 (C),0,0,72.15,-27.1,-39.01,0
 177/ 175/ 7 (C),0,0,57.17,-27.1,38.16,0
 178/ 173/ 7 (C),0,0,-67.86,-25.22,85.96,0
 178/ 173/ 7 (C),0,0,-67.86,-25.22,85.96,0
 178/ 173/ 7 (C),0,0,-67.86,-25.22,85.96,0
 178/ 173/ 7 (C),0,0,-67.86,-25.22,85.96,0
 178/ 173/ 7 (C),0,0,-67.86,-25.22,85.96,0
 178/ 174/ 7 (C),0,0,-98.79,-25.22,-67,0
 178/ 173/ 7 (C),0,0,-67.86,-25.22,85.96,0
 178/ 173/ 7 (C),0,0,-67.86,-25.22,85.96,0
 178/ 173/ 7 (C),0,0,-67.86,-25.22,85.96,0
 178/ 174/ 7 (C),0,0,-98.79,-25.22,-67,0
 178/ 173/ 7 (C),0,0,-67.86,-25.22,85.96,0
 178/ 174/ 7 (C),0,0,-98.79,-25.22,-67,0
 179/ 169/ 7 (C),0,0,-59.53,31.89,50.65,0
 179/ 169/ 7 (C),0,0,-59.53,31.89,50.65,0
 179/ 169/ 7 (C),0,0,-59.53,31.89,50.65,0
 179/ 169/ 7 (C),0,0,-59.53,31.89,50.65,0
 179/ 169/ 7 (C),0,0,-59.53,31.89,50.65,0
 179/ 174/ 7 (C),0,0,-78.62,31.89,-38.06,0
 179/ 169/ 7 (C),0,0,-59.53,31.89,50.65,0
 179/ 169/ 7 (C),0,0,-59.53,31.89,50.65,0
 179/ 169/ 7 (C),0,0,-59.53,31.89,50.65,0
 179/ 174/ 7 (C),0,0,-78.62,31.89,-38.06,0
 179/ 174/ 7 (C),0,0,-78.62,31.89,-38.06,0
 179/ 169/ 7 (C),0,0,-59.53,31.89,50.65,0
 180/ 141/ 7 (C),192.07,-8.46,22.86,-0.34,-28.89,-10.87
 180/ 174/ 7 (C),180.87,-8.46,22.86,-0.34,35.11,12.83
 180/ 141/ 7 (C),192.07,-8.46,22.86,-0.34,-28.89,-10.87
 180/ 141/ 7 (C),192.07,-8.46,22.86,-0.34,-28.89,-10.87
 180/ 141/ 7 (C),192.07,-8.46,22.86,-0.34,-28.89,-10.87
 180/ 141/ 7 (C),192.07,-8.46,22.86,-0.34,-28.89,-10.87
 180/ 141/ 7 (C),192.07,-8.46,22.86,-0.34,-28.89,-10.87
 180/ 141/ 7 (C),192.07,-8.46,22.86,-0.34,-28.89,-10.87
 180/ 174/ 7 (C),180.87,-8.46,22.86,-0.34,35.11,12.83
 180/ 141/ 7 (C),192.07,-8.46,22.86,-0.34,-28.89,-10.87
 180/ 174/ 7 (C),180.87,-8.46,22.86,-0.34,35.11,12.83
 180/ 141/ 7 (C),192.07,-8.46,22.86,-0.34,-28.89,-10.87
 181/ 172/ 7 (C),0,0,71.89,13.78,-69.98,0
 181/ 172/ 7 (C),0,0,71.89,13.78,-69.98,0
 181/ 172/ 7 (C),0,0,71.89,13.78,-69.98,0
 181/ 172/ 7 (C),0,0,71.89,13.78,-69.98,0
 181/ 172/ 7 (C),0,0,71.89,13.78,-69.98,0
 181/ 173/ 7 (C),0,0,4.29,13.78,58.86,0
 181/ 172/ 7 (C),0,0,71.89,13.78,-69.98,0
 181/ 172/ 7 (C),0,0,71.89,13.78,-69.98,0
 181/ 173/ 7 (C),0,0,4.29,13.78,58.86,0
 181/ 172/ 7 (C),0,0,71.89,13.78,-69.98,0
 181/ 173/ 7 (C),0,0,4.29,13.78,58.86,0
 181/ 172/ 7 (C),0,0,71.89,13.78,-69.98,0
 182/ 168/ 7 (C),0,0,-30.76,-24.83,34.32,0
 182/ 168/ 7 (C),0,0,-30.76,-24.83,34.32,0
 182/ 168/ 7 (C),0,0,-30.76,-24.83,34.32,0
 182/ 168/ 7 (C),0,0,-30.76,-24.83,34.32,0
 182/ 168/ 7 (C),0,0,-30.76,-24.83,34.32,0
 182/ 172/ 7 (C),0,0,-61.23,-24.83,-40.91,0
 182/ 168/ 7 (C),0,0,-30.76,-24.83,34.32,0
 182/ 168/ 7 (C),0,0,-30.76,-24.83,34.32,0
 182/ 168/ 7 (C),0,0,-30.76,-24.83,34.32,0
 182/ 172/ 7 (C),0,0,-61.23,-24.83,-40.91,0
 182/ 168/ 7 (C),0,0,-30.76,-24.83,34.32,0
 182/ 172/ 7 (C),0,0,-61.23,-24.83,-40.91,0
 183/ 139/ 7 (C),180.55,-3.03,-17.54,-0.34,22.05,-3.99
 183/ 172/ 7 (C),169.35,-3.03,-17.54,-0.34,-27.06,4.49
 183/ 139/ 7 (C),180.55,-3.03,-17.54,-0.34,22.05,-3.99
 183/ 139/ 7 (C),180.55,-3.03,-17.54,-0.34,22.05,-3.99
 183/ 139/ 7 (C),180.55,-3.03,-17.54,-0.34,22.05,-3.99
 183/ 139/ 7 (C),180.55,-3.03,-17.54,-0.34,22.05,-3.99
 183/ 139/ 7 (C),180.55,-3.03,-17.54,-0.34,22.05,-3.99
 183/ 139/ 7 (C),180.55,-3.03,-17.54,-0.34,22.05,-3.99
 183/ 139/ 7 (C),180.55,-3.03,-17.54,-0.34,22.05,-3.99
 183/ 172/ 7 (C),169.35,-3.03,-17.54,-0.34,-27.06,4.49
 183/ 172/ 7 (C),169.35,-3.03,-17.54,-0.34,-27.06,4.49
 183/ 139/ 7 (C),180.55,-3.03,-17.54,-0.34,22.05,-3.99
 184/ 170/ 7 (C),0,0,4.43,-10.56,34.69,0
 184/ 170/ 7 (C),0,0,4.43,-10.56,34.69,0
 184/ 170/ 7 (C),0,0,4.43,-10.56,34.69,0
 184/ 170/ 7 (C),0,0,4.43,-10.56,34.69,0
 184/ 170/ 7 (C),0,0,4.43,-10.56,34.69,0
 184/ 171/ 7 (C),0,0,-46.17,-10.56,-28.26,0
 184/ 170/ 7 (C),0,0,4.43,-10.56,34.69,0
 184/ 170/ 7 (C),0,0,4.43,-10.56,34.69,0
 184/ 170/ 7 (C),0,0,4.43,-10.56,34.69,0
 184/ 171/ 7 (C),0,0,-46.17,-10.56,-28.26,0
 184/ 171/ 7 (C),0,0,-46.17,-10.56,-28.26,0
 184/ 170/ 7 (C),0,0,4.43,-10.56,34.69,0
 185/ 165/ 7 (C),0,0,8.51,2.98,-7.75,0
 185/ 165/ 7 (C),0,0,8.51,2.98,-7.75,0
 185/ 165/ 7 (C),0,0,8.51,2.98,-7.75,0
 185/ 165/ 7 (C),0,0,8.51,2.98,-7.75,0
 185/ 165/ 7 (C),0,0,8.51,2.98,-7.75,0
 185/ 171/ 7 (C),0,0,-10.29,2.98,-9.53,0
 185/ 165/ 7 (C),0,0,8.51,2.98,-7.75,0
 185/ 165/ 7 (C),0,0,8.51,2.98,-7.75,0
 185/ 165/ 7 (C),0,0,8.51,2.98,-7.75,0
 185/ 171/ 7 (C),0,0,-10.29,2.98,-9.53,0
 185/ 171/ 7 (C),0,0,-10.29,2.98,-9.53,0
 185/ 165/ 7 (C),0,0,8.51,2.98,-7.75,0
 186/ 138/ 7 (C),73.62,-1.32,21.31,-0.34,-27.09,-1.84
 186/ 171/ 7 (C),62.42,-1.32,21.31,-0.34,32.58,1.84
 186/ 138/ 7 (C),73.62,-1.32,21.31,-0.34,-27.09,-1.84
 186/ 138/ 7 (C),73.62,-1.32,21.31,-0.34,-27.09,-1.84
 186/ 138/ 7 (C),73.62,-1.32,21.31,-0.34,-27.09,-1.84
 186/ 138/ 7 (C),73.62,-1.32,21.31,-0.34,-27.09,-1.84
 186/ 138/ 7 (C),73.62,-1.32,21.31,-0.34,-27.09,-1.84
 186/ 138/ 7 (C),73.62,-1.32,21.31,-0.34,-27.09,-1.84
 186/ 171/ 7 (C),62.42,-1.32,21.31,-0.34,32.58,1.84
 186/ 138/ 7 (C),73.62,-1.32,21.31,-0.34,-27.09,-1.84
 186/ 171/ 7 (C),62.42,-1.32,21.31,-0.34,32.58,1.84
 186/ 138/ 7 (C),73.62,-1.32,21.31,-0.34,-27.09,-1.84
 187/ 169/ 7 (C),0,0,66.64,23.86,-32.52,0
 187/ 169/ 7 (C),0,0,66.64,23.86,-32.52,0
 187/ 169/ 7 (C),0,0,66.64,23.86,-32.52,0
 187/ 169/ 7 (C),0,0,66.64,23.86,-32.52,0
 187/ 169/ 7 (C),0,0,66.64,23.86,-32.52,0
 187/ 170/ 7 (C),0,0,48.4,23.86,46.68,0
 187/ 169/ 7 (C),0,0,66.64,23.86,-32.52,0
 187/ 169/ 7 (C),0,0,66.64,23.86,-32.52,0
 187/ 170/ 7 (C),0,0,48.4,23.86,46.68,0
 187/ 169/ 7 (C),0,0,66.64,23.86,-32.52,0
 187/ 170/ 7 (C),0,0,48.4,23.86,46.68,0
 187/ 169/ 7 (C),0,0,66.64,23.86,-32.52,0
 188/ 163/ 7 (C),0,0,42.36,-0.63,-27.7,0
 188/ 163/ 7 (C),0,0,42.36,-0.63,-27.7,0
 188/ 163/ 7 (C),0,0,42.36,-0.63,-27.7,0
 188/ 163/ 7 (C),0,0,42.36,-0.63,-27.7,0
 188/ 163/ 7 (C),0,0,42.36,-0.63,-27.7,0
 188/ 169/ 7 (C),0,0,7.11,-0.63,26.79,0
 188/ 163/ 7 (C),0,0,42.36,-0.63,-27.7,0
 188/ 163/ 7 (C),0,0,42.36,-0.63,-27.7,0
 188/ 169/ 7 (C),0,0,7.11,-0.63,26.79,0
 188/ 163/ 7 (C),0,0,42.36,-0.63,-27.7,0
 188/ 169/ 7 (C),0,0,7.11,-0.63,26.79,0
 188/ 163/ 7 (C),0,0,42.36,-0.63,-27.7,0
 189/ 167/ 7 (C),0,0,-11.71,-5.61,47.58,0
 189/ 167/ 7 (C),0,0,-11.71,-5.61,47.58,0
 189/ 167/ 7 (C),0,0,-11.71,-5.61,47.58,0
 189/ 167/ 7 (C),0,0,-11.71,-5.61,47.58,0
 189/ 167/ 7 (C),0,0,-11.71,-5.61,47.58,0
 189/ 168/ 7 (C),0,0,-49.68,-5.61,-27.93,0
 189/ 167/ 7 (C),0,0,-11.71,-5.61,47.58,0
 189/ 167/ 7 (C),0,0,-11.71,-5.61,47.58,0
 189/ 167/ 7 (C),0,0,-11.71,-5.61,47.58,0
 189/ 168/ 7 (C),0,0,-49.68,-5.61,-27.93,0
 189/ 167/ 7 (C),0,0,-11.71,-5.61,47.58,0
 189/ 168/ 7 (C),0,0,-49.68,-5.61,-27.93,0
 190/ 161/ 7 (C),0,0,45.14,3.1,-27.43,0
 190/ 161/ 7 (C),0,0,45.14,3.1,-27.43,0
 190/ 161/ 7 (C),0,0,45.14,3.1,-27.43,0
 190/ 161/ 7 (C),0,0,45.14,3.1,-27.43,0
 190/ 161/ 7 (C),0,0,45.14,3.1,-27.43,0
 190/ 168/ 7 (C),0,0,18.92,3.1,28.71,0
 190/ 161/ 7 (C),0,0,45.14,3.1,-27.43,0
 190/ 161/ 7 (C),0,0,45.14,3.1,-27.43,0
 190/ 168/ 7 (C),0,0,18.92,3.1,28.71,0
 190/ 161/ 7 (C),0,0,45.14,3.1,-27.43,0
 190/ 161/ 7 (C),0,0,45.14,3.1,-27.43,0
 190/ 168/ 7 (C),0,0,18.92,3.1,28.71,0
 191/ 166/ 7 (C),0,0,61.32,2.44,-49.81,0
 191/ 166/ 7 (C),0,0,61.32,2.44,-49.81,0
 191/ 166/ 7 (C),0,0,61.32,2.44,-49.81,0
 191/ 166/ 7 (C),0,0,61.32,2.44,-49.81,0
 191/ 166/ 7 (C),0,0,61.32,2.44,-49.81,0
 191/ 167/ 7 (C),0,0,15.77,2.44,57.73,0
 191/ 166/ 7 (C),0,0,61.32,2.44,-49.81,0
 191/ 166/ 7 (C),0,0,61.32,2.44,-49.81,0
 191/ 167/ 7 (C),0,0,15.77,2.44,57.73,0
 191/ 166/ 7 (C),0,0,61.32,2.44,-49.81,0
 191/ 167/ 7 (C),0,0,15.77,2.44,57.73,0
 191/ 166/ 7 (C),0,0,61.32,2.44,-49.81,0
 192/ 134/ 7 (C),27.47,11.09,-7.6,-0.34,10.78,13.84
 192/ 167/ 7 (C),16.27,11.09,-7.6,-0.34,-10.5,-17.21
 192/ 134/ 7 (C),27.47,11.09,-7.6,-0.34,10.78,13.84
 192/ 134/ 7 (C),27.47,11.09,-7.6,-0.34,10.78,13.84
 192/ 134/ 7 (C),27.47,11.09,-7.6,-0.34,10.78,13.84
 192/ 134/ 7 (C),27.47,11.09,-7.6,-0.34,10.78,13.84
 192/ 134/ 7 (C),27.47,11.09,-7.6,-0.34,10.78,13.84
 192/ 134/ 7 (C),27.47,11.09,-7.6,-0.34,10.78,13.84
 192/ 134/ 7 (C),27.47,11.09,-7.6,-0.34,10.78,13.84
 192/ 167/ 7 (C),16.27,11.09,-7.6,-0.34,-10.5,-17.21
 192/ 134/ 7 (C),27.47,11.09,-7.6,-0.34,10.78,13.84
 192/ 167/ 7 (C),16.27,11.09,-7.6,-0.34,-10.5,-17.21
 193/ 159/ 7 (C),0,0,9.69,-1.08,-14.17,0
 193/ 159/ 7 (C),0,0,9.69,-1.08,-14.17,0
 193/ 159/ 7 (C),0,0,9.69,-1.08,-14.17,0
 193/ 159/ 7 (C),0,0,9.69,-1.08,-14.17,0
 193/ 159/ 7 (C),0,0,9.69,-1.08,-14.17,0
 193/ 166/ 7 (C),0,0,-4.55,-1.08,-9.92,0
 193/ 159/ 7 (C),0,0,9.69,-1.08,-14.17,0
 193/ 159/ 7 (C),0,0,9.69,-1.08,-14.17,0
 193/ 166/ 7 (C),0,0,-4.55,-1.08,-9.92,0
 193/ 159/ 7 (C),0,0,9.69,-1.08,-14.17,0
 193/ 166/ 7 (C),0,0,-4.55,-1.08,-9.92,0
 193/ 159/ 7 (C),0,0,9.69,-1.08,-14.17,0
 194/ 133/ 7 (C),106.15,6.92,-32.01,-0.34,41.33,8.9
 194/ 166/ 7 (C),94.95,6.92,-32.01,-0.34,-48.31,-10.47
 194/ 133/ 7 (C),106.15,6.92,-32.01,-0.34,41.33,8.9
 194/ 133/ 7 (C),106.15,6.92,-32.01,-0.34,41.33,8.9
 194/ 133/ 7 (C),106.15,6.92,-32.01,-0.34,41.33,8.9
 194/ 133/ 7 (C),106.15,6.92,-32.01,-0.34,41.33,8.9
 194/ 133/ 7 (C),106.15,6.92,-32.01,-0.34,41.33,8.9
 194/ 133/ 7 (C),106.15,6.92,-32.01,-0.34,41.33,8.9
 194/ 133/ 7 (C),106.15,6.92,-32.01,-0.34,41.33,8.9
 194/ 166/ 7 (C),94.95,6.92,-32.01,-0.34,-48.31,-10.47
 194/ 133/ 7 (C),106.15,6.92,-32.01,-0.34,41.33,8.9
 194/ 166/ 7 (C),94.95,6.92,-32.01,-0.34,-48.31,-10.47
 195/ 164/ 7 (C),0,0,6.89,1.46,31.66,0
 195/ 164/ 7 (C),0,0,6.89,1.46,31.66,0
 195/ 164/ 7 (C),0,0,6.89,1.46,31.66,0
 195/ 164/ 7 (C),0,0,6.89,1.46,31.66,0
 195/ 164/ 7 (C),0,0,6.89,1.46,31.66,0
 195/ 165/ 7 (C),0,0,-43.95,1.46,-25.48,0
 195/ 164/ 7 (C),0,0,6.89,1.46,31.66,0
 195/ 164/ 7 (C),0,0,6.89,1.46,31.66,0
 195/ 164/ 7 (C),0,0,6.89,1.46,31.66,0
 195/ 165/ 7 (C),0,0,-43.95,1.46,-25.48,0
 195/ 165/ 7 (C),0,0,-43.95,1.46,-25.48,0
 195/ 164/ 7 (C),0,0,6.89,1.46,31.66,0
 196/ 158/ 7 (C),0,0,19.86,3.48,-4.35,0
 196/ 158/ 7 (C),0,0,19.86,3.48,-4.35,0
 196/ 158/ 7 (C),0,0,19.86,3.48,-4.35,0
 196/ 158/ 7 (C),0,0,19.86,3.48,-4.35,0
 196/ 158/ 7 (C),0,0,19.86,3.48,-4.35,0
 196/ 165/ 7 (C),0,0,-27.3,3.48,-18.21,0
 196/ 158/ 7 (C),0,0,19.86,3.48,-4.35,0
 196/ 158/ 7 (C),0,0,19.86,3.48,-4.35,0
 196/ 158/ 7 (C),0,0,19.86,3.48,-4.35,0
 196/ 165/ 7 (C),0,0,-27.3,3.48,-18.21,0
 196/ 165/ 7 (C),0,0,-27.3,3.48,-18.21,0
 196/ 158/ 7 (C),0,0,19.86,3.48,-4.35,0
 197/ 132/ 7 (C),90.96,-8.1,16.09,-0.34,-20.06,-10.74
 197/ 165/ 7 (C),79.76,-8.1,16.09,-0.34,24.98,11.93
 197/ 132/ 7 (C),90.96,-8.1,16.09,-0.34,-20.06,-10.74
 197/ 132/ 7 (C),90.96,-8.1,16.09,-0.34,-20.06,-10.74
 197/ 132/ 7 (C),90.96,-8.1,16.09,-0.34,-20.06,-10.74
 197/ 132/ 7 (C),90.96,-8.1,16.09,-0.34,-20.06,-10.74
 197/ 132/ 7 (C),90.96,-8.1,16.09,-0.34,-20.06,-10.74
 197/ 132/ 7 (C),90.96,-8.1,16.09,-0.34,-20.06,-10.74
 197/ 165/ 7 (C),79.76,-8.1,16.09,-0.34,24.98,11.93
 197/ 132/ 7 (C),90.96,-8.1,16.09,-0.34,-20.06,-10.74
 197/ 165/ 7 (C),79.76,-8.1,16.09,-0.34,24.98,11.93
 197/ 132/ 7 (C),90.96,-8.1,16.09,-0.34,-20.06,-10.74
 198/ 163/ 7 (C),0,0,64.99,-11.63,-37.6,0
 198/ 163/ 7 (C),0,0,64.99,-11.63,-37.6,0
 198/ 163/ 7 (C),0,0,64.99,-11.63,-37.6,0
 198/ 163/ 7 (C),0,0,64.99,-11.63,-37.6,0
 198/ 163/ 7 (C),0,0,64.99,-11.63,-37.6,0
 198/ 164/ 7 (C),0,0,42.75,-11.63,34.91,0
 198/ 163/ 7 (C),0,0,64.99,-11.63,-37.6,0
 198/ 163/ 7 (C),0,0,64.99,-11.63,-37.6,0
 198/ 164/ 7 (C),0,0,42.75,-11.63,34.91,0
 198/ 163/ 7 (C),0,0,64.99,-11.63,-37.6,0
 198/ 163/ 7 (C),0,0,64.99,-11.63,-37.6,0
 198/ 164/ 7 (C),0,0,42.75,-11.63,34.91,0
 199/ 157/ 7 (C),0,0,41.83,-3.25,-24.23,0
 199/ 157/ 7 (C),0,0,41.83,-3.25,-24.23,0
 199/ 157/ 7 (C),0,0,41.83,-3.25,-24.23,0
 199/ 157/ 7 (C),0,0,41.83,-3.25,-24.23,0
 199/ 157/ 7 (C),0,0,41.83,-3.25,-24.23,0
 199/ 164/ 7 (C),0,0,-35.86,-3.25,-13.1,0
 199/ 157/ 7 (C),0,0,41.83,-3.25,-24.23,0
 199/ 157/ 7 (C),0,0,41.83,-3.25,-24.23,0
 199/ 164/ 7 (C),0,0,-35.86,-3.25,-13.1,0
 199/ 157/ 7 (C),0,0,41.83,-3.25,-24.23,0
 199/ 164/ 7 (C),0,0,-35.86,-3.25,-13.1,0
 199/ 157/ 7 (C),0,0,41.83,-3.25,-24.23,0
 200/ 162/ 7 (C),0,0,31.44,7.57,-21.33,0
 200/ 162/ 7 (C),0,0,31.44,7.57,-21.33,0
 200/ 162/ 7 (C),0,0,31.44,7.57,-21.33,0
 200/ 162/ 7 (C),0,0,31.44,7.57,-21.33,0
 200/ 162/ 7 (C),0,0,31.44,7.57,-21.33,0
 200/ 163/ 7 (C),0,0,-29.84,7.57,-19.15,0
 200/ 162/ 7 (C),0,0,31.44,7.57,-21.33,0
 200/ 162/ 7 (C),0,0,31.44,7.57,-21.33,0
 200/ 163/ 7 (C),0,0,-29.84,7.57,-19.15,0
 200/ 162/ 7 (C),0,0,31.44,7.57,-21.33,0
 200/ 163/ 7 (C),0,0,-29.84,7.57,-19.15,0
 200/ 162/ 7 (C),0,0,31.44,7.57,-21.33,0
 201/ 130/ 7 (C),148.39,5.59,-12.81,-0.34,16.79,7.15
 201/ 163/ 7 (C),137.19,5.59,-12.81,-0.34,-19.08,-8.49
 201/ 130/ 7 (C),148.39,5.59,-12.81,-0.34,16.79,7.15
 201/ 130/ 7 (C),148.39,5.59,-12.81,-0.34,16.79,7.15
 201/ 130/ 7 (C),148.39,5.59,-12.81,-0.34,16.79,7.15
 201/ 130/ 7 (C),148.39,5.59,-12.81,-0.34,16.79,7.15
 201/ 130/ 7 (C),148.39,5.59,-12.81,-0.34,16.79,7.15
 201/ 130/ 7 (C),148.39,5.59,-12.81,-0.34,16.79,7.15
 201/ 130/ 7 (C),148.39,5.59,-12.81,-0.34,16.79,7.15
 201/ 163/ 7 (C),137.19,5.59,-12.81,-0.34,-19.08,-8.49
 201/ 130/ 7 (C),148.39,5.59,-12.81,-0.34,16.79,7.15
 201/ 163/ 7 (C),137.19,5.59,-12.81,-0.34,-19.08,-8.49
 202/ 161/ 7 (C),0,0,33.69,-5.65,-30.52,0
 202/ 161/ 7 (C),0,0,33.69,-5.65,-30.52,0
 202/ 161/ 7 (C),0,0,33.69,-5.65,-30.52,0
 202/ 161/ 7 (C),0,0,33.69,-5.65,-30.52,0
 202/ 161/ 7 (C),0,0,33.69,-5.65,-30.52,0
 202/ 162/ 7 (C),0,0,-22.22,-5.65,-16.84,0
 202/ 161/ 7 (C),0,0,33.69,-5.65,-30.52,0
 202/ 161/ 7 (C),0,0,33.69,-5.65,-30.52,0
 202/ 162/ 7 (C),0,0,-22.22,-5.65,-16.84,0
 202/ 161/ 7 (C),0,0,33.69,-5.65,-30.52,0
 202/ 161/ 7 (C),0,0,33.69,-5.65,-30.52,0
 202/ 162/ 7 (C),0,0,-22.22,-5.65,-16.84,0
 203/ 156/ 7 (C),0,0,34.89,-2.37,-11.63,0
 203/ 156/ 7 (C),0,0,34.89,-2.37,-11.63,0
 203/ 156/ 7 (C),0,0,34.89,-2.37,-11.63,0
 203/ 156/ 7 (C),0,0,34.89,-2.37,-11.63,0
 203/ 156/ 7 (C),0,0,34.89,-2.37,-11.63,0
 203/ 162/ 7 (C),0,0,-44.79,-2.37,-30.07,0
 203/ 156/ 7 (C),0,0,34.89,-2.37,-11.63,0
 203/ 156/ 7 (C),0,0,34.89,-2.37,-11.63,0
 203/ 156/ 7 (C),0,0,34.89,-2.37,-11.63,0
 203/ 162/ 7 (C),0,0,-44.79,-2.37,-30.07,0
 203/ 162/ 7 (C),0,0,-44.79,-2.37,-30.07,0
 203/ 156/ 7 (C),0,0,34.89,-2.37,-11.63,0
 204/ 129/ 7 (C),109.65,-11.1,-1.42,-0.34,1.85,-14.23
 204/ 162/ 7 (C),98.45,-11.1,-1.42,-0.34,-2.11,16.85
 204/ 129/ 7 (C),109.65,-11.1,-1.42,-0.34,1.85,-14.23
 204/ 129/ 7 (C),109.65,-11.1,-1.42,-0.34,1.85,-14.23
 204/ 129/ 7 (C),109.65,-11.1,-1.42,-0.34,1.85,-14.23
 204/ 129/ 7 (C),109.65,-11.1,-1.42,-0.34,1.85,-14.23
 204/ 129/ 7 (C),109.65,-11.1,-1.42,-0.34,1.85,-14.23
 204/ 129/ 7 (C),109.65,-11.1,-1.42,-0.34,1.85,-14.23
 204/ 129/ 7 (C),109.65,-11.1,-1.42,-0.34,1.85,-14.23
 204/ 162/ 7 (C),98.45,-11.1,-1.42,-0.34,-2.11,16.85
 204/ 162/ 7 (C),98.45,-11.1,-1.42,-0.34,-2.11,16.85
 204/ 129/ 7 (C),109.65,-11.1,-1.42,-0.34,1.85,-14.23
 205/ 160/ 7 (C),0,0,-59.33,17.4,40.56,0
 205/ 160/ 7 (C),0,0,-59.33,17.4,40.56,0
 205/ 160/ 7 (C),0,0,-59.33,17.4,40.56,0
 205/ 160/ 7 (C),0,0,-59.33,17.4,40.56,0
 205/ 160/ 7 (C),0,0,-59.33,17.4,40.56,0
 205/ 161/ 7 (C),0,0,-80.9,17.4,-53.57,0
 205/ 160/ 7 (C),0,0,-59.33,17.4,40.56,0
 205/ 160/ 7 (C),0,0,-59.33,17.4,40.56,0
 205/ 160/ 7 (C),0,0,-59.33,17.4,40.56,0
 205/ 161/ 7 (C),0,0,-80.9,17.4,-53.57,0
 205/ 161/ 7 (C),0,0,-80.9,17.4,-53.57,0
 205/ 160/ 7 (C),0,0,-59.33,17.4,40.56,0
 206/ 128/ 7 (C),170.93,3.03,17.51,-0.34,-22.88,4.11
 206/ 161/ 7 (C),159.73,3.03,17.51,-0.34,26.15,-4.38
 206/ 128/ 7 (C),170.93,3.03,17.51,-0.34,-22.88,4.11
 206/ 128/ 7 (C),170.93,3.03,17.51,-0.34,-22.88,4.11
 206/ 128/ 7 (C),170.93,3.03,17.51,-0.34,-22.88,4.11
 206/ 128/ 7 (C),170.93,3.03,17.51,-0.34,-22.88,4.11
 206/ 128/ 7 (C),170.93,3.03,17.51,-0.34,-22.88,4.11
 206/ 128/ 7 (C),170.93,3.03,17.51,-0.34,-22.88,4.11
 206/ 161/ 7 (C),159.73,3.03,17.51,-0.34,26.15,-4.38
 206/ 128/ 7 (C),170.93,3.03,17.51,-0.34,-22.88,4.11
 206/ 128/ 7 (C),170.93,3.03,17.51,-0.34,-22.88,4.11
 206/ 161/ 7 (C),159.73,3.03,17.51,-0.34,26.15,-4.38
 207/ 159/ 7 (C),0,0,54.41,-3.96,-41.91,0
 207/ 159/ 7 (C),0,0,54.41,-3.96,-41.91,0
 207/ 159/ 7 (C),0,0,54.41,-3.96,-41.91,0
 207/ 159/ 7 (C),0,0,54.41,-3.96,-41.91,0
 207/ 159/ 7 (C),0,0,54.41,-3.96,-41.91,0
 207/ 160/ 7 (C),0,0,-17.37,-3.96,34.71,0
 207/ 159/ 7 (C),0,0,54.41,-3.96,-41.91,0
 207/ 159/ 7 (C),0,0,54.41,-3.96,-41.91,0
 207/ 160/ 7 (C),0,0,-17.37,-3.96,34.71,0
 207/ 159/ 7 (C),0,0,54.41,-3.96,-41.91,0
 207/ 160/ 7 (C),0,0,-17.37,-3.96,34.71,0
 207/ 159/ 7 (C),0,0,54.41,-3.96,-41.91,0
 208/ 155/ 7 (C),0,0,37.71,5.85,-13.45,0
 208/ 155/ 7 (C),0,0,37.71,5.85,-13.45,0
 208/ 155/ 7 (C),0,0,37.71,5.85,-13.45,0
 208/ 155/ 7 (C),0,0,37.71,5.85,-13.45,0
 208/ 155/ 7 (C),0,0,37.71,5.85,-13.45,0
 208/ 160/ 7 (C),0,0,-41.96,5.85,-21.36,0
 208/ 155/ 7 (C),0,0,37.71,5.85,-13.45,0
 208/ 155/ 7 (C),0,0,37.71,5.85,-13.45,0
 208/ 155/ 7 (C),0,0,37.71,5.85,-13.45,0
 208/ 160/ 7 (C),0,0,-41.96,5.85,-21.36,0
 208/ 160/ 7 (C),0,0,-41.96,5.85,-21.36,0
 208/ 155/ 7 (C),0,0,37.71,5.85,-13.45,0
 209/ 154/ 7 (C),0,0,23.35,-0.62,-10.56,0
 209/ 154/ 7 (C),0,0,23.35,-0.62,-10.56,0
 209/ 154/ 7 (C),0,0,23.35,-0.62,-10.56,0
 209/ 154/ 7 (C),0,0,23.35,-0.62,-10.56,0
 209/ 154/ 7 (C),0,0,23.35,-0.62,-10.56,0
 209/ 159/ 7 (C),0,0,-25.79,-0.62,-15.11,0
 209/ 154/ 7 (C),0,0,23.35,-0.62,-10.56,0
 209/ 154/ 7 (C),0,0,23.35,-0.62,-10.56,0
 209/ 154/ 7 (C),0,0,23.35,-0.62,-10.56,0
 209/ 159/ 7 (C),0,0,-25.79,-0.62,-15.11,0
 209/ 159/ 7 (C),0,0,-25.79,-0.62,-15.11,0
