Bar/Node/Case,FX (kN),FY (kN),FZ (kN),MX (kNm),MY (kNm),MZ (kNm)
 176/ 176/ 6 (C),0,0,12.23,-3.8,60.86,0
 176/ 175/ 6 (C),0,0,57.07,-3.8,-16.79,0
 176/ 175/ 6 (C),0,0,57.07,-3.8,-16.79,0
 176/ 176/ 6 (C),0,0,12.23,-3.8,60.86,0
 176/ 175/ 6 (C),0,0,57.07,-3.8,-16.79,0
 176/ 175/ 6 (C),0,0,57.07,-3.8,-16.79,0
 176/ 176/ 6 (C),0,0,12.23,-3.8,60.86,0
 177/ 173/ 6 (C),0,0,107.87,-41.59,-58.49,0
 177/ 173/ 6 (C),0,0,107.87,-41.59,-58.49,0
 177/ 173/ 6 (C),0,0,107.87,-41.59,-58.49,0
 177/ 173/ 6 (C),0,0,107.87,-41.59,-58.49,0
 177/ 173/ 6 (C),0,0,107.87,-41.59,-58.49,0
 177/ 175/ 6 (C),0,0,85.96,-41.59,57.21,0
 177/ 173/ 6 (C),0,0,107.87,-41.59,-58.49,0
 177/ 173/ 6 (C),0,0,107.87,-41.59,-58.49,0
 177/ 175/ 6 (C),0,0,85.96,-41.59,57.21,0
 177/ 173/ 6 (C),0,0,107.87,-41.59,-58.49,0
 177/ 173/ 6 (C),0,0,107.87,-41.59,-58.49,0
 177/ 175/ 6 (C),0,0,85.96,-41.59,57.21,0
 178/ 173/ 6 (C),0,0,-101.71,-37.7,128.73,0
 178/ 173/ 6 (C),0,0,-101.71,-37.7,128.73,0
 178/ 173/ 6 (C),0,0,-101.71,-37.7,128.73,0
 178/ 173/ 6 (C),0,0,-101.71,-37.7,128.73,0
 178/ 173/ 6 (C),0,0,-101.71,-37.7,128.73,0
 178/ 174/ 6 (C),0,0,-147.5,-37.7,-100.14,0
 178/ 173/ 6 (C),0,0,-101.71,-37.7,128.73,0
 178/ 173/ 6 (C),0,0,-101.71,-37.7,128.73,0
 178/ 173/ 6 (C),0,0,-101.71,-37.7,128.73,0
 178/ 174/ 6 (C),0,0,-147.5,-37.7,-100.14,0
 178/ 173/ 6 (C),0,0,-101.71,-37.7,128.73,0
 178/ 174/ 6 (C),0,0,-147.5,-37.7,-100.14,0
 179/ 169/ 6 (C),0,0,-89.41,47.4,75.97,0
 179/ 169/ 6 (C),0,0,-89.41,47.4,75.97,0
 179/ 169/ 6 (C),0,0,-89.41,47.4,75.97,0
 179/ 169/ 6 (C),0,0,-89.41,47.4,75.97,0
 179/ 169/ 6 (C),0,0,-89.41,47.4,75.97,0
 179/ 174/ 6 (C),0,0,-117.54,47.4,-56.93,0
 179/ 169/ 6 (C),0,0,-89.41,47.4,75.97,0
 179/ 169/ 6 (C),0,0,-89.41,47.4,75.97,0
 179/ 169/ 6 (C),0,0,-89.41,47.4,75.97,0
 179/ 174/ 6 (C),0,0,-117.54,47.4,-56.93,0
 179/ 174/ 6 (C),0,0,-117.54,47.4,-56.93,0
 179/ 169/ 6 (C),0,0,-89.41,47.4,75.97,0
 180/ 141/ 6 (C),285.46,-12.81,34.74,-0.52,-44.54,-16.64
 180/ 174/ 6 (C),270.34,-12.81,34.74,-0.52,52.74,19.23
 180/ 141/ 6 (C),285.46,-12.81,34.74,-0.52,-44.54,-16.64
 180/ 141/ 6 (C),285.46,-12.81,34.74,-0.52,-44.54,-16.64
 180/ 141/ 6 (C),285.46,-12.81,34.74,-0.52,-44.54,-16.64
 180/ 141/ 6 (C),285.46,-12.81,34.74,-0.52,-44.54,-16.64
 180/ 141/ 6 (C),285.46,-12.81,34.74,-0.52,-44.54,-16.64
 180/ 141/ 6 (C),285.46,-12.81,34.74,-0.52,-44.54,-16.64
 180/ 174/ 6 (C),270.34,-12.81,34.74,-0.52,52.74,19.23
 180/ 141/ 6 (C),285.46,-12.81,34.74,-0.52,-44.54,-16.64
 180/ 174/ 6 (C),270.34,-12.81,34.74,-0.52,52.74,19.23
 180/ 141/ 6 (C),285.46,-12.81,34.74,-0.52,-44.54,-16.64
 181/ 172/ 6 (C),0,0,107.05,20.79,-104.94,0
 181/ 172/ 6 (C),0,0,107.05,20.79,-104.94,0
 181/ 172/ 6 (C),0,0,107.05,20.79,-104.94,0
 181/ 172/ 6 (C),0,0,107.05,20.79,-104.94,0
 181/ 172/ 6 (C),0,0,107.05,20.79,-104.94,0
 181/ 173/ 6 (C),0,0,6.16,20.79,87.14,0
 181/ 172/ 6 (C),0,0,107.05,20.79,-104.94,0
 181/ 172/ 6 (C),0,0,107.05,20.79,-104.94,0
 181/ 173/ 6 (C),0,0,6.16,20.79,87.14,0
 181/ 172/ 6 (C),0,0,107.05,20.79,-104.94,0
 181/ 173/ 6 (C),0,0,6.16,20.79,87.14,0
 181/ 172/ 6 (C),0,0,107.05,20.79,-104.94,0
 182/ 168/ 6 (C),0,0,-46.32,-37.35,51.76,0
 182/ 168/ 6 (C),0,0,-46.32,-37.35,51.76,0
 182/ 168/ 6 (C),0,0,-46.32,-37.35,51.76,0
 182/ 168/ 6 (C),0,0,-46.32,-37.35,51.76,0
 182/ 168/ 6 (C),0,0,-46.32,-37.35,51.76,0
 182/ 172/ 6 (C),0,0,-91.57,-37.35,-61.03,0
 182/ 168/ 6 (C),0,0,-46.32,-37.35,51.76,0
 182/ 168/ 6 (C),0,0,-46.32,-37.35,51.76,0
 182/ 168/ 6 (C),0,0,-46.32,-37.35,51.76,0
 182/ 172/ 6 (C),0,0,-91.57,-37.35,-61.03,0
 182/ 168/ 6 (C),0,0,-46.32,-37.35,51.76,0
 182/ 172/ 6 (C),0,0,-91.57,-37.35,-61.03,0
 183/ 139/ 6 (C),267.39,-4.77,-26.67,-0.52,34.11,-6.26
 183/ 172/ 6 (C),252.27,-4.77,-26.67,-0.52,-40.57,7.09
 183/ 139/ 6 (C),267.39,-4.77,-26.67,-0.52,34.11,-6.26
 183/ 139/ 6 (C),267.39,-4.77,-26.67,-0.52,34.11,-6.26
 183/ 139/ 6 (C),267.39,-4.77,-26.67,-0.52,34.11,-6.26
 183/ 139/ 6 (C),267.39,-4.77,-26.67,-0.52,34.11,-6.26
 183/ 139/ 6 (C),267.39,-4.77,-26.67,-0.52,34.11,-6.26
 183/ 139/ 6 (C),267.39,-4.77,-26.67,-0.52,34.11,-6.26
 183/ 139/ 6 (C),267.39,-4.77,-26.67,-0.52,34.11,-6.26
 183/ 172/ 6 (C),252.27,-4.77,-26.67,-0.52,-40.57,7.09
 183/ 172/ 6 (C),252.27,-4.77,-26.67,-0.52,-40.57,7.09
 183/ 139/ 6 (C),267.39,-4.77,-26.67,-0.52,34.11,-6.26
 184/ 170/ 6 (C),0,0,6.02,-16.32,52.51,0
 184/ 170/ 6 (C),0,0,6.02,-16.32,52.51,0
 184/ 170/ 6 (C),0,0,6.02,-16.32,52.51,0
 184/ 170/ 6 (C),0,0,6.02,-16.32,52.51,0
 184/ 170/ 6 (C),0,0,6.02,-16.32,52.51,0
 184/ 171/ 6 (C),0,0,-69.05,-16.32,-42.68,0
 184/ 170/ 6 (C),0,0,6.02,-16.32,52.51,0
 184/ 170/ 6 (C),0,0,6.02,-16.32,52.51,0
 184/ 170/ 6 (C),0,0,6.02,-16.32,52.51,0
 184/ 171/ 6 (C),0,0,-69.05,-16.32,-42.68,0
 184/ 171/ 6 (C),0,0,-69.05,-16.32,-42.68,0
 184/ 170/ 6 (C),0,0,6.02,-16.32,52.51,0
 185/ 165/ 6 (C),0,0,11.65,4.61,-10.9,0
 185/ 165/ 6 (C),0,0,11.65,4.61,-10.9,0
 185/ 165/ 6 (C),0,0,11.65,4.61,-10.9,0
 185/ 165/ 6 (C),0,0,11.65,4.61,-10.9,0
 185/ 165/ 6 (C),0,0,11.65,4.61,-10.9,0
 185/ 171/ 6 (C),0,0,-15.35,4.61,-14.61,0
 185/ 165/ 6 (C),0,0,11.65,4.61,-10.9,0
 185/ 165/ 6 (C),0,0,11.65,4.61,-10.9,0
 185/ 165/ 6 (C),0,0,11.65,4.61,-10.9,0
 185/ 171/ 6 (C),0,0,-15.35,4.61,-14.61,0
 185/ 171/ 6 (C),0,0,-15.35,4.61,-14.61,0
 185/ 165/ 6 (C),0,0,11.65,4.61,-10.9,0
 186/ 138/ 6 (C),107.91,-1.97,32.59,-0.52,-41.73,-2.76
 186/ 171/ 6 (C),92.79,-1.97,32.59,-0.52,49.51,2.76
 186/ 138/ 6 (C),107.91,-1.97,32.59,-0.52,-41.73,-2.76
 186/ 138/ 6 (C),107.91,-1.97,32.59,-0.52,-41.73,-2.76
 186/ 138/ 6 (C),107.91,-1.97,32.59,-0.52,-41.73,-2.76
 186/ 138/ 6 (C),107.91,-1.97,32.59,-0.52,-41.73,-2.76
 186/ 138/ 6 (C),107.91,-1.97,32.59,-0.52,-41.73,-2.76
 186/ 138/ 6 (C),107.91,-1.97,32.59,-0.52,-41.73,-2.76
 186/ 171/ 6 (C),92.79,-1.97,32.59,-0.52,49.51,2.76
 186/ 138/ 6 (C),107.91,-1.97,32.59,-0.52,-41.73,-2.76
 186/ 171/ 6 (C),92.79,-1.97,32.59,-0.52,49.51,2.76
 186/ 138/ 6 (C),107.91,-1.97,32.59,-0.52,-41.73,-2.76
 187/ 169/ 6 (C),0,0,99.68,36.65,-48.46,0
 187/ 169/ 6 (C),0,0,99.68,36.65,-48.46,0
 187/ 169/ 6 (C),0,0,99.68,36.65,-48.46,0
 187/ 169/ 6 (C),0,0,99.68,36.65,-48.46,0
 187/ 169/ 6 (C),0,0,99.68,36.65,-48.46,0
 187/ 170/ 6 (C),0,0,72.94,36.65,70.43,0
 187/ 169/ 6 (C),0,0,99.68,36.65,-48.46,0
 187/ 169/ 6 (C),0,0,99.68,36.65,-48.46,0
 187/ 170/ 6 (C),0,0,72.94,36.65,70.43,0
 187/ 169/ 6 (C),0,0,99.68,36.65,-48.46,0
 187/ 170/ 6 (C),0,0,72.94,36.65,70.43,0
 187/ 169/ 6 (C),0,0,99.68,36.65,-48.46,0
 188/ 163/ 6 (C),0,0,62.49,-1.06,-41.14,0
 188/ 163/ 6 (C),0,0,62.49,-1.06,-41.14,0
 188/ 163/ 6 (C),0,0,62.49,-1.06,-41.14,0
 188/ 163/ 6 (C),0,0,62.49,-1.06,-41.14,0
 188/ 163/ 6 (C),0,0,62.49,-1.06,-41.14,0
 188/ 169/ 6 (C),0,0,10.26,-1.06,39.31,0
 188/ 163/ 6 (C),0,0,62.49,-1.06,-41.14,0
 188/ 163/ 6 (C),0,0,62.49,-1.06,-41.14,0
 188/ 169/ 6 (C),0,0,10.26,-1.06,39.31,0
 188/ 163/ 6 (C),0,0,62.49,-1.06,-41.14,0
 188/ 169/ 6 (C),0,0,10.26,-1.06,39.31,0
 188/ 163/ 6 (C),0,0,62.49,-1.06,-41.14,0
 189/ 167/ 6 (C),0,0,-19.31,-8.19,73.87,0
 189/ 167/ 6 (C),0,0,-19.31,-8.19,73.87,0
 189/ 167/ 6 (C),0,0,-19.31,-8.19,73.87,0
 189/ 167/ 6 (C),0,0,-19.31,-8.19,73.87,0
 189/ 167/ 6 (C),0,0,-19.31,-8.19,73.87,0
 189/ 168/ 6 (C),0,0,-75.39,-8.19,-42.59,0
 189/ 167/ 6 (C),0,0,-19.31,-8.19,73.87,0
 189/ 167/ 6 (C),0,0,-19.31,-8.19,73.87,0
 189/ 167/ 6 (C),0,0,-19.31,-8.19,73.87,0
 189/ 168/ 6 (C),0,0,-75.39,-8.19,-42.59,0
 189/ 167/ 6 (C),0,0,-19.31,-8.19,73.87,0
 189/ 168/ 6 (C),0,0,-75.39,-8.19,-42.59,0
 190/ 161/ 6 (C),0,0,67.77,5.25,-41.37,0
 190/ 161/ 6 (C),0,0,67.77,5.25,-41.37,0
 190/ 161/ 6 (C),0,0,67.77,5.25,-41.37,0
 190/ 161/ 6 (C),0,0,67.77,5.25,-41.37,0
 190/ 161/ 6 (C),0,0,67.77,5.25,-41.37,0
 190/ 168/ 6 (C),0,0,29.07,5.25,43.57,0
 190/ 161/ 6 (C),0,0,67.77,5.25,-41.37,0
 190/ 161/ 6 (C),0,0,67.77,5.25,-41.37,0
 190/ 168/ 6 (C),0,0,29.07,5.25,43.57,0
 190/ 161/ 6 (C),0,0,67.77,5.25,-41.37,0
 190/ 161/ 6 (C),0,0,67.77,5.25,-41.37,0
 190/ 168/ 6 (C),0,0,29.07,5.25,43.57,0
 191/ 166/ 6 (C),0,0,93.43,3.55,-76.86,0
 191/ 166/ 6 (C),0,0,93.43,3.55,-76.86,0
 191/ 166/ 6 (C),0,0,93.43,3.55,-76.86,0
 191/ 166/ 6 (C),0,0,93.43,3.55,-76.86,0
 191/ 166/ 6 (C),0,0,93.43,3.55,-76.86,0
 191/ 167/ 6 (C),0,0,26.02,3.55,89.68,0
 191/ 166/ 6 (C),0,0,93.43,3.55,-76.86,0
 191/ 166/ 6 (C),0,0,93.43,3.55,-76.86,0
 191/ 167/ 6 (C),0,0,26.02,3.55,89.68,0
 191/ 166/ 6 (C),0,0,93.43,3.55,-76.86,0
 191/ 167/ 6 (C),0,0,26.02,3.55,89.68,0
 191/ 166/ 6 (C),0,0,93.43,3.55,-76.86,0
 192/ 134/ 6 (C),34.72,16.77,-11.78,-0.52,16.68,21.3
 192/ 167/ 6 (C),19.6,16.77,-11.78,-0.52,-16.31,-25.66
 192/ 134/ 6 (C),34.72,16.77,-11.78,-0.52,16.68,21.3
 192/ 134/ 6 (C),34.72,16.77,-11.78,-0.52,16.68,21.3
 192/ 134/ 6 (C),34.72,16.77,-11.78,-0.52,16.68,21.3
 192/ 134/ 6 (C),34.72,16.77,-11.78,-0.52,16.68,21.3
 192/ 134/ 6 (C),34.72,16.77,-11.78,-0.52,16.68,21.3
 192/ 134/ 6 (C),34.72,16.77,-11.78,-0.52,16.68,21.3
 192/ 134/ 6 (C),34.72,16.77,-11.78,-0.52,16.68,21.3
 192/ 167/ 6 (C),19.6,16.77,-11.78,-0.52,-16.31,-25.66
 192/ 134/ 6 (C),34.72,16.77,-11.78,-0.52,16.68,21.3
 192/ 167/ 6 (C),19.6,16.77,-11.78,-0.52,-16.31,-25.66
 193/ 159/ 6 (C),0,0,14.34,-2.13,-20.96,0
 193/ 159/ 6 (C),0,0,14.34,-2.13,-20.96,0
 193/ 159/ 6 (C),0,0,14.34,-2.13,-20.96,0
 193/ 159/ 6 (C),0,0,14.34,-2.13,-20.96,0
 193/ 159/ 6 (C),0,0,14.34,-2.13,-20.96,0
 193/ 166/ 6 (C),0,0,-5.99,-2.13,-14.07,0
 193/ 159/ 6 (C),0,0,14.34,-2.13,-20.96,0
 193/ 159/ 6 (C),0,0,14.34,-2.13,-20.96,0
 193/ 166/ 6 (C),0,0,-5.99,-2.13,-14.07,0
 193/ 159/ 6 (C),0,0,14.34,-2.13,-20.96,0
 193/ 166/ 6 (C),0,0,-5.99,-2.13,-14.07,0
 193/ 159/ 6 (C),0,0,14.34,-2.13,-20.96,0
 194/ 133/ 6 (C),157.02,10.47,-49.14,-0.52,63.58,13.62
 194/ 166/ 6 (C),141.9,10.47,-49.14,-0.52,-74,-15.7
 194/ 133/ 6 (C),157.02,10.47,-49.14,-0.52,63.58,13.62
 194/ 133/ 6 (C),157.02,10.47,-49.14,-0.52,63.58,13.62
 194/ 133/ 6 (C),157.02,10.47,-49.14,-0.52,63.58,13.62
 194/ 133/ 6 (C),157.02,10.47,-49.14,-0.52,63.58,13.62
 194/ 133/ 6 (C),157.02,10.47,-49.14,-0.52,63.58,13.62
 194/ 133/ 6 (C),157.02,10.47,-49.14,-0.52,63.58,13.62
 194/ 133/ 6 (C),157.02,10.47,-49.14,-0.52,63.58,13.62
 194/ 166/ 6 (C),141.9,10.47,-49.14,-0.52,-74,-15.7
 194/ 133/ 6 (C),157.02,10.47,-49.14,-0.52,63.58,13.62
 194/ 166/ 6 (C),141.9,10.47,-49.14,-0.52,-74,-15.7
 195/ 164/ 6 (C),0,0,10,2.2,47.25,0
 195/ 164/ 6 (C),0,0,10,2.2,47.25,0
 195/ 164/ 6 (C),0,0,10,2.2,47.25,0
 195/ 164/ 6 (C),0,0,10,2.2,47.25,0
 195/ 164/ 6 (C),0,0,10,2.2,47.25,0
 195/ 165/ 6 (C),0,0,-65.43,2.2,-38.41,0
 195/ 164/ 6 (C),0,0,10,2.2,47.25,0
 195/ 164/ 6 (C),0,0,10,2.2,47.25,0
 195/ 164/ 6 (C),0,0,10,2.2,47.25,0
 195/ 165/ 6 (C),0,0,-65.43,2.2,-38.41,0
 195/ 165/ 6 (C),0,0,-65.43,2.2,-38.41,0
 195/ 164/ 6 (C),0,0,10,2.2,47.25,0
 196/ 158/ 6 (C),0,0,29,5.19,-6.38,0
 196/ 158/ 6 (C),0,0,29,5.19,-6.38,0
 196/ 158/ 6 (C),0,0,29,5.19,-6.38,0
 196/ 158/ 6 (C),0,0,29,5.19,-6.38,0
 196/ 158/ 6 (C),0,0,29,5.19,-6.38,0
 196/ 165/ 6 (C),0,0,-39.93,5.19,-26.72,0
 196/ 158/ 6 (C),0,0,29,5.19,-6.38,0
 196/ 158/ 6 (C),0,0,29,5.19,-6.38,0
 196/ 158/ 6 (C),0,0,29,5.19,-6.38,0
 196/ 165/ 6 (C),0,0,-39.93,5.19,-26.72,0
 196/ 165/ 6 (C),0,0,-39.93,5.19,-26.72,0
 196/ 158/ 6 (C),0,0,29,5.19,-6.38,0
 197/ 132/ 6 (C),132.12,-12.3,24.59,-0.52,-31.03,-16.4
 197/ 165/ 6 (C),117,-12.3,24.59,-0.52,37.83,18.03
 197/ 132/ 6 (C),132.12,-12.3,24.59,-0.52,-31.03,-16.4
 197/ 132/ 6 (C),132.12,-12.3,24.59,-0.52,-31.03,-16.4
 197/ 132/ 6 (C),132.12,-12.3,24.59,-0.52,-31.03,-16.4
 197/ 132/ 6 (C),132.12,-12.3,24.59,-0.52,-31.03,-16.4
 197/ 132/ 6 (C),132.12,-12.3,24.59,-0.52,-31.03,-16.4
 197/ 132/ 6 (C),132.12,-12.3,24.59,-0.52,-31.03,-16.4
 197/ 165/ 6 (C),117,-12.3,24.59,-0.52,37.83,18.03
 197/ 132/ 6 (C),132.12,-12.3,24.59,-0.52,-31.03,-16.4
 197/ 165/ 6 (C),117,-12.3,24.59,-0.52,37.83,18.03
 197/ 132/ 6 (C),132.12,-12.3,24.59,-0.52,-31.03,-16.4
 198/ 163/ 6 (C),0,0,96.17,-17.25,-55.29,0
 198/ 163/ 6 (C),0,0,96.17,-17.25,-55.29,0
 198/ 163/ 6 (C),0,0,96.17,-17.25,-55.29,0
 198/ 163/ 6 (C),0,0,96.17,-17.25,-55.29,0
 198/ 163/ 6 (C),0,0,96.17,-17.25,-55.29,0
 198/ 164/ 6 (C),0,0,63.28,-17.25,52.01,0
 198/ 163/ 6 (C),0,0,96.17,-17.25,-55.29,0
 198/ 163/ 6 (C),0,0,96.17,-17.25,-55.29,0
 198/ 164/ 6 (C),0,0,63.28,-17.25,52.01,0
 198/ 163/ 6 (C),0,0,96.17,-17.25,-55.29,0
 198/ 163/ 6 (C),0,0,96.17,-17.25,-55.29,0
 198/ 164/ 6 (C),0,0,63.28,-17.25,52.01,0
 199/ 157/ 6 (C),0,0,62.49,-4.76,-36.61,0
 199/ 157/ 6 (C),0,0,62.49,-4.76,-36.61,0
 199/ 157/ 6 (C),0,0,62.49,-4.76,-36.61,0
 199/ 157/ 6 (C),0,0,62.49,-4.76,-36.61,0
 199/ 157/ 6 (C),0,0,62.49,-4.76,-36.61,0
 199/ 164/ 6 (C),0,0,-53.27,-4.76,-19.46,0
 199/ 157/ 6 (C),0,0,62.49,-4.76,-36.61,0
 199/ 157/ 6 (C),0,0,62.49,-4.76,-36.61,0
 199/ 164/ 6 (C),0,0,-53.27,-4.76,-19.46,0
 199/ 157/ 6 (C),0,0,62.49,-4.76,-36.61,0
 199/ 164/ 6 (C),0,0,-53.27,-4.76,-19.46,0
 199/ 157/ 6 (C),0,0,62.49,-4.76,-36.61,0
 200/ 162/ 6 (C),0,0,47.73,11.2,-32.69,0
 200/ 162/ 6 (C),0,0,47.73,11.2,-32.69,0
 200/ 162/ 6 (C),0,0,47.73,11.2,-32.69,0
 200/ 162/ 6 (C),0,0,47.73,11.2,-32.69,0
 200/ 162/ 6 (C),0,0,47.73,11.2,-32.69,0
 200/ 163/ 6 (C),0,0,-43.98,11.2,-27.74,0
 200/ 162/ 6 (C),0,0,47.73,11.2,-32.69,0
 200/ 162/ 6 (C),0,0,47.73,11.2,-32.69,0
 200/ 163/ 6 (C),0,0,-43.98,11.2,-27.74,0
 200/ 162/ 6 (C),0,0,47.73,11.2,-32.69,0
 200/ 163/ 6 (C),0,0,-43.98,11.2,-27.74,0
 200/ 162/ 6 (C),0,0,47.73,11.2,-32.69,0
 201/ 130/ 6 (C),217.76,8.43,-19.34,-0.52,25.54,10.92
 201/ 163/ 6 (C),202.64,8.43,-19.34,-0.52,-28.61,-12.68
 201/ 130/ 6 (C),217.76,8.43,-19.34,-0.52,25.54,10.92
 201/ 130/ 6 (C),217.76,8.43,-19.34,-0.52,25.54,10.92
 201/ 130/ 6 (C),217.76,8.43,-19.34,-0.52,25.54,10.92
 201/ 130/ 6 (C),217.76,8.43,-19.34,-0.52,25.54,10.92
 201/ 130/ 6 (C),217.76,8.43,-19.34,-0.52,25.54,10.92
 201/ 130/ 6 (C),217.76,8.43,-19.34,-0.52,25.54,10.92
 201/ 130/ 6 (C),217.76,8.43,-19.34,-0.52,25.54,10.92
 201/ 163/ 6 (C),202.64,8.43,-19.34,-0.52,-28.61,-12.68
 201/ 130/ 6 (C),217.76,8.43,-19.34,-0.52,25.54,10.92
 201/ 163/ 6 (C),202.64,8.43,-19.34,-0.52,-28.61,-12.68
 202/ 161/ 6 (C),0,0,49.75,-8.39,-44.88,0
 202/ 161/ 6 (C),0,0,49.75,-8.39,-44.88,0
 202/ 161/ 6 (C),0,0,49.75,-8.39,-44.88,0
 202/ 161/ 6 (C),0,0,49.75,-8.39,-44.88,0
 202/ 161/ 6 (C),0,0,49.75,-8.39,-44.88,0
 202/ 162/ 6 (C),0,0,-33.86,-8.39,-25.89,0
 202/ 161/ 6 (C),0,0,49.75,-8.39,-44.88,0
 202/ 161/ 6 (C),0,0,49.75,-8.39,-44.88,0
 202/ 162/ 6 (C),0,0,-33.86,-8.39,-25.89,0
 202/ 161/ 6 (C),0,0,49.75,-8.39,-44.88,0
 202/ 161/ 6 (C),0,0,49.75,-8.39,-44.88,0
 202/ 162/ 6 (C),0,0,-33.86,-8.39,-25.89,0
 203/ 156/ 6 (C),0,0,52.12,-3.62,-17.83,0
 203/ 156/ 6 (C),0,0,52.12,-3.62,-17.83,0
 203/ 156/ 6 (C),0,0,52.12,-3.62,-17.83,0
 203/ 156/ 6 (C),0,0,52.12,-3.62,-17.83,0
 203/ 156/ 6 (C),0,0,52.12,-3.62,-17.83,0
 203/ 162/ 6 (C),0,0,-66.68,-3.62,-44.95,0
 203/ 156/ 6 (C),0,0,52.12,-3.62,-17.83,0
 203/ 156/ 6 (C),0,0,52.12,-3.62,-17.83,0
 203/ 156/ 6 (C),0,0,52.12,-3.62,-17.83,0
 203/ 162/ 6 (C),0,0,-66.68,-3.62,-44.95,0
 203/ 162/ 6 (C),0,0,-66.68,-3.62,-44.95,0
 203/ 156/ 6 (C),0,0,52.12,-3.62,-17.83,0
 204/ 129/ 6 (C),163.39,-16.88,-2.15,-0.52,2.84,-21.89
 204/ 162/ 6 (C),148.27,-16.88,-2.15,-0.52,-3.18,25.36
 204/ 129/ 6 (C),163.39,-16.88,-2.15,-0.52,2.84,-21.89
 204/ 129/ 6 (C),163.39,-16.88,-2.15,-0.52,2.84,-21.89
 204/ 129/ 6 (C),163.39,-16.88,-2.15,-0.52,2.84,-21.89
 204/ 129/ 6 (C),163.39,-16.88,-2.15,-0.52,2.84,-21.89
 204/ 129/ 6 (C),163.39,-16.88,-2.15,-0.52,2.84,-21.89
 204/ 129/ 6 (C),163.39,-16.88,-2.15,-0.52,2.84,-21.89
 204/ 129/ 6 (C),163.39,-16.88,-2.15,-0.52,2.84,-21.89
 204/ 162/ 6 (C),148.27,-16.88,-2.15,-0.52,-3.18,25.36
 204/ 162/ 6 (C),148.27,-16.88,-2.15,-0.52,-3.18,25.36
 204/ 129/ 6 (C),163.39,-16.88,-2.15,-0.52,2.84,-21.89
 205/ 160/ 6 (C),0,0,-88.28,26.25,60.77,0
 205/ 160/ 6 (C),0,0,-88.28,26.25,60.77,0
 205/ 160/ 6 (C),0,0,-88.28,26.25,60.77,0
 205/ 160/ 6 (C),0,0,-88.28,26.25,60.77,0
 205/ 160/ 6 (C),0,0,-88.28,26.25,60.77,0
 205/ 161/ 6 (C),0,0,-120.13,26.25,-79.12,0
 205/ 160/ 6 (C),0,0,-88.28,26.25,60.77,0
 205/ 160/ 6 (C),0,0,-88.28,26.25,60.77,0
 205/ 160/ 6 (C),0,0,-88.28,26.25,60.77,0
 205/ 161/ 6 (C),0,0,-120.13,26.25,-79.12,0
 205/ 161/ 6 (C),0,0,-120.13,26.25,-79.12,0
 205/ 160/ 6 (C),0,0,-88.28,26.25,60.77,0
 206/ 128/ 6 (C),252.78,4.68,26.63,-0.52,-35.08,6.37
 206/ 161/ 6 (C),237.66,4.68,26.63,-0.52,39.49,-6.74
 206/ 128/ 6 (C),252.78,4.68,26.63,-0.52,-35.08,6.37
 206/ 128/ 6 (C),252.78,4.68,26.63,-0.52,-35.08,6.37
 206/ 128/ 6 (C),252.78,4.68,26.63,-0.52,-35.08,6.37
 206/ 128/ 6 (C),252.78,4.68,26.63,-0.52,-35.08,6.37
 206/ 128/ 6 (C),252.78,4.68,26.63,-0.52,-35.08,6.37
 206/ 128/ 6 (C),252.78,4.68,26.63,-0.52,-35.08,6.37
 206/ 161/ 6 (C),237.66,4.68,26.63,-0.52,39.49,-6.74
 206/ 128/ 6 (C),252.78,4.68,26.63,-0.52,-35.08,6.37
 206/ 128/ 6 (C),252.78,4.68,26.63,-0.52,-35.08,6.37
 206/ 161/ 6 (C),237.66,4.68,26.63,-0.52,39.49,-6.74
 207/ 159/ 6 (C),0,0,81.11,-6.03,-63,0
 207/ 159/ 6 (C),0,0,81.11,-6.03,-63,0
 207/ 159/ 6 (C),0,0,81.11,-6.03,-63,0
 207/ 159/ 6 (C),0,0,81.11,-6.03,-63,0
 207/ 159/ 6 (C),0,0,81.11,-6.03,-63,0
 207/ 160/ 6 (C),0,0,-25.62,-6.03,52.08,0
 207/ 159/ 6 (C),0,0,81.11,-6.03,-63,0
 207/ 159/ 6 (C),0,0,81.11,-6.03,-63,0
 207/ 160/ 6 (C),0,0,-25.62,-6.03,52.08,0
 207/ 159/ 6 (C),0,0,81.11,-6.03,-63,0
 207/ 160/ 6 (C),0,0,-25.62,-6.03,52.08,0
 207/ 159/ 6 (C),0,0,81.11,-6.03,-63,0
 208/ 155/ 6 (C),0,0,56.13,8.68,-20.12,0
 208/ 155/ 6 (C),0,0,56.13,8.68,-20.12,0
 208/ 155/ 6 (C),0,0,56.13,8.68,-20.12,0
 208/ 155/ 6 (C),0,0,56.13,8.68,-20.12,0
 208/ 155/ 6 (C),0,0,56.13,8.68,-20.12,0
 208/ 160/ 6 (C),0,0,-62.66,8.68,-32.27,0
 208/ 155/ 6 (C),0,0,56.13,8.68,-20.12,0
 208/ 155/ 6 (C),0,0,56.13,8.68,-20.12,0
 208/ 155/ 6 (C),0,0,56.13,8.68,-20.12,0
 208/ 160/ 6 (C),0,0,-62.66,8.68,-32.27,0
 208/ 160/ 6 (C),0,0,-62.66,8.68,-32.27,0
 208/ 155/ 6 (C),0,0,56.13,8.68,-20.12,0
 209/ 154/ 6 (C),0,0,34.33,-0.84,-15.91,0
 209/ 154/ 6 (C),0,0,34.33,-0.84,-15.91,0
