Bar/Node/Case,FX (kN),FY (kN),FZ (kN),MX (kNm),MY (kNm),MZ (kNm)
 32/ 86/ 6 (C),1.87,-15.3,-1.34,-0.51,-1.89,19.03
 32/ 53/ 6 (C),16.99,-15.3,-1.34,-0.51,1.88,-23.8
 33/ 84/ 6 (C),0,0,168.5,-19.4,-221.02,0
 33/ 84/ 6 (C),0,0,168.5,-19.4,-221.02,0
 33/ 84/ 6 (C),0,0,168.5,-19.4,-221.02,0
 33/ 84/ 6 (C),0,0,168.5,-19.4,-221.02,0
 33/ 84/ 6 (C),0,0,168.5,-19.4,-221.02,0
 33/ 85/ 6 (C),0,0,143.69,-19.4,63.85,0
 33/ 84/ 6 (C),0,0,168.5,-19.4,-221.02,0
 33/ 84/ 6 (C),0,0,168.5,-19.4,-221.02,0
 33/ 85/ 6 (C),0,0,143.69,-19.4,63.85,0
 33/ 84/ 6 (C),0,0,168.5,-19.4,-221.02,0
 33/ 85/ 6 (C),0,0,143.69,-19.4,63.85,0
 33/ 84/ 6 (C),0,0,168.5,-19.4,-221.02,0
 34/ 76/ 6 (C),0,0,31.37,-25.54,57.97,0
 34/ 76/ 6 (C),0,0,31.37,-25.54,57.97,0
 34/ 76/ 6 (C),0,0,31.37,-25.54,57.97,0
 34/ 76/ 6 (C),0,0,31.37,-25.54,57.97,0
 34/ 76/ 6 (C),0,0,31.37,-25.54,57.97,0
 34/ 85/ 6 (C),0,0,-76.29,-25.54,-35.76,0
 34/ 76/ 6 (C),0,0,31.37,-25.54,57.97,0
 34/ 76/ 6 (C),0,0,31.37,-25.54,57.97,0
 34/ 76/ 6 (C),0,0,31.37,-25.54,57.97,0
 34/ 85/ 6 (C),0,0,-76.29,-25.54,-35.76,0
 34/ 76/ 6 (C),0,0,31.37,-25.54,57.97,0
 34/ 85/ 6 (C),0,0,-76.29,-25.54,-35.76,0
 35/ 83/ 6 (C),0,0,21.57,-34.8,-3.69,0
 35/ 83/ 6 (C),0,0,21.57,-34.8,-3.69,0
 35/ 83/ 6 (C),0,0,21.57,-34.8,-3.69,0
 35/ 83/ 6 (C),0,0,21.57,-34.8,-3.69,0
 35/ 83/ 6 (C),0,0,21.57,-34.8,-3.69,0
 35/ 84/ 6 (C),0,0,-13.06,-34.8,0.52,0
 35/ 83/ 6 (C),0,0,21.57,-34.8,-3.69,0
 35/ 83/ 6 (C),0,0,21.57,-34.8,-3.69,0
 35/ 84/ 6 (C),0,0,-13.06,-34.8,0.52,0
 35/ 83/ 6 (C),0,0,21.57,-34.8,-3.69,0
 35/ 83/ 6 (C),0,0,21.57,-34.8,-3.69,0
 35/ 84/ 6 (C),0,0,-13.06,-34.8,0.52,0
 36/ 51/ 6 (C),736.23,-7.84,-71.81,-0.51,104.3,-11.73
 36/ 84/ 6 (C),721.11,-7.84,-71.81,-0.51,-96.77,10.23
 36/ 51/ 6 (C),736.23,-7.84,-71.81,-0.51,104.3,-11.73
 36/ 51/ 6 (C),736.23,-7.84,-71.81,-0.51,104.3,-11.73
 36/ 51/ 6 (C),736.23,-7.84,-71.81,-0.51,104.3,-11.73
 36/ 51/ 6 (C),736.23,-7.84,-71.81,-0.51,104.3,-11.73
 36/ 51/ 6 (C),736.23,-7.84,-71.81,-0.51,104.3,-11.73
 36/ 51/ 6 (C),736.23,-7.84,-71.81,-0.51,104.3,-11.73
 36/ 51/ 6 (C),736.23,-7.84,-71.81,-0.51,104.3,-11.73
 36/ 84/ 6 (C),721.11,-7.84,-71.81,-0.51,-96.77,10.23
 36/ 84/ 6 (C),721.11,-7.84,-71.81,-0.51,-96.77,10.23
 36/ 51/ 6 (C),736.23,-7.84,-71.81,-0.51,104.3,-11.73
 37/ 82/ 6 (C),0,0,-77.38,1.69,10.33,0
 37/ 82/ 6 (C),0,0,-77.38,1.69,10.33,0
 37/ 82/ 6 (C),0,0,-77.38,1.69,10.33,0
 37/ 82/ 6 (C),0,0,-77.38,1.69,10.33,0
 37/ 82/ 6 (C),0,0,-77.38,1.69,10.33,0
 37/ 83/ 6 (C),0,0,-96.9,1.69,-94.12,0
 37/ 82/ 6 (C),0,0,-77.38,1.69,10.33,0
 37/ 82/ 6 (C),0,0,-77.38,1.69,10.33,0
 37/ 82/ 6 (C),0,0,-77.38,1.69,10.33,0
 37/ 83/ 6 (C),0,0,-96.9,1.69,-94.12,0
 37/ 82/ 6 (C),0,0,-77.38,1.69,10.33,0
 37/ 83/ 6 (C),0,0,-96.9,1.69,-94.12,0
 38/ 50/ 6 (C),608.25,0.6,22.14,-0.51,-31.61,0.75
 38/ 83/ 6 (C),593.13,0.6,22.14,-0.51,30.37,-0.93
 38/ 50/ 6 (C),608.25,0.6,22.14,-0.51,-31.61,0.75
 38/ 50/ 6 (C),608.25,0.6,22.14,-0.51,-31.61,0.75
 38/ 50/ 6 (C),608.25,0.6,22.14,-0.51,-31.61,0.75
 38/ 50/ 6 (C),608.25,0.6,22.14,-0.51,-31.61,0.75
 38/ 50/ 6 (C),608.25,0.6,22.14,-0.51,-31.61,0.75
 38/ 50/ 6 (C),608.25,0.6,22.14,-0.51,-31.61,0.75
 38/ 83/ 6 (C),593.13,0.6,22.14,-0.51,30.37,-0.93
 38/ 50/ 6 (C),608.25,0.6,22.14,-0.51,-31.61,0.75
 38/ 50/ 6 (C),608.25,0.6,22.14,-0.51,-31.61,0.75
 38/ 83/ 6 (C),593.13,0.6,22.14,-0.51,30.37,-0.93
 39/ 81/ 6 (C),0,0,-22.89,6.25,81.94,0
 39/ 81/ 6 (C),0,0,-22.89,6.25,81.94,0
 39/ 81/ 6 (C),0,0,-22.89,6.25,81.94,0
 39/ 81/ 6 (C),0,0,-22.89,6.25,81.94,0
 39/ 81/ 6 (C),0,0,-22.89,6.25,81.94,0
 39/ 82/ 6 (C),0,0,-59.46,6.25,-14.83,0
 39/ 81/ 6 (C),0,0,-22.89,6.25,81.94,0
 39/ 81/ 6 (C),0,0,-22.89,6.25,81.94,0
 39/ 81/ 6 (C),0,0,-22.89,6.25,81.94,0
 39/ 82/ 6 (C),0,0,-59.46,6.25,-14.83,0
 39/ 82/ 6 (C),0,0,-59.46,6.25,-14.83,0
 39/ 81/ 6 (C),0,0,-22.89,6.25,81.94,0
 40/ 73/ 6 (C),0,0,64.88,25.16,-48.11,0
 40/ 73/ 6 (C),0,0,64.88,25.16,-48.11,0
 40/ 73/ 6 (C),0,0,64.88,25.16,-48.11,0
 40/ 73/ 6 (C),0,0,64.88,25.16,-48.11,0
 40/ 73/ 6 (C),0,0,64.88,25.16,-48.11,0
 40/ 82/ 6 (C),0,0,-17.92,25.16,4.56,0
 40/ 73/ 6 (C),0,0,64.88,25.16,-48.11,0
 40/ 73/ 6 (C),0,0,64.88,25.16,-48.11,0
 40/ 82/ 6 (C),0,0,-17.92,25.16,4.56,0
 40/ 73/ 6 (C),0,0,64.88,25.16,-48.11,0
 40/ 82/ 6 (C),0,0,-17.92,25.16,4.56,0
 40/ 73/ 6 (C),0,0,64.88,25.16,-48.11,0
 41/ 80/ 6 (C),0,0,121.47,-0.76,-130.9,0
 41/ 80/ 6 (C),0,0,121.47,-0.76,-130.9,0
 41/ 80/ 6 (C),0,0,121.47,-0.76,-130.9,0
 41/ 80/ 6 (C),0,0,121.47,-0.76,-130.9,0
 41/ 80/ 6 (C),0,0,121.47,-0.76,-130.9,0
 41/ 81/ 6 (C),0,0,76.58,-0.76,133.98,0
 41/ 80/ 6 (C),0,0,121.47,-0.76,-130.9,0
 41/ 80/ 6 (C),0,0,121.47,-0.76,-130.9,0
 41/ 81/ 6 (C),0,0,76.58,-0.76,133.98,0
 41/ 80/ 6 (C),0,0,121.47,-0.76,-130.9,0
 41/ 80/ 6 (C),0,0,121.47,-0.76,-130.9,0
 41/ 81/ 6 (C),0,0,76.58,-0.76,133.98,0
 42/ 68/ 6 (C),0,0,69.67,-0.66,-46.94,0
 42/ 68/ 6 (C),0,0,69.67,-0.66,-46.94,0
 42/ 68/ 6 (C),0,0,69.67,-0.66,-46.94,0
 42/ 68/ 6 (C),0,0,69.67,-0.66,-46.94,0
 42/ 68/ 6 (C),0,0,69.67,-0.66,-46.94,0
 42/ 81/ 6 (C),0,0,-74.98,-0.66,-58.44,0
 42/ 68/ 6 (C),0,0,69.67,-0.66,-46.94,0
 42/ 68/ 6 (C),0,0,69.67,-0.66,-46.94,0
 42/ 68/ 6 (C),0,0,69.67,-0.66,-46.94,0
 42/ 81/ 6 (C),0,0,-74.98,-0.66,-58.44,0
 42/ 68/ 6 (C),0,0,69.67,-0.66,-46.94,0
 42/ 81/ 6 (C),0,0,-74.98,-0.66,-58.44,0
 43/ 48/ 6 (C),30.86,-22.06,-20.16,-0.51,29.35,-33.8
 43/ 81/ 6 (C),15.74,-22.06,-20.16,-0.51,-27.1,27.97
 43/ 48/ 6 (C),30.86,-22.06,-20.16,-0.51,29.35,-33.8
 43/ 48/ 6 (C),30.86,-22.06,-20.16,-0.51,29.35,-33.8
 43/ 48/ 6 (C),30.86,-22.06,-20.16,-0.51,29.35,-33.8
 43/ 48/ 6 (C),30.86,-22.06,-20.16,-0.51,29.35,-33.8
 43/ 48/ 6 (C),30.86,-22.06,-20.16,-0.51,29.35,-33.8
 43/ 48/ 6 (C),30.86,-22.06,-20.16,-0.51,29.35,-33.8
 43/ 48/ 6 (C),30.86,-22.06,-20.16,-0.51,29.35,-33.8
 43/ 81/ 6 (C),15.74,-22.06,-20.16,-0.51,-27.1,27.97
 43/ 81/ 6 (C),15.74,-22.06,-20.16,-0.51,-27.1,27.97
 43/ 48/ 6 (C),30.86,-22.06,-20.16,-0.51,29.35,-33.8
 44/ 67/ 6 (C),0,0,44.04,0.64,-29.88,0
 44/ 67/ 6 (C),0,0,44.04,0.64,-29.88,0
 44/ 67/ 6 (C),0,0,44.04,0.64,-29.88,0
 44/ 67/ 6 (C),0,0,44.04,0.64,-29.88,0
 44/ 67/ 6 (C),0,0,44.04,0.64,-29.88,0
 44/ 80/ 6 (C),0,0,-45.09,0.64,-32.16,0
 44/ 67/ 6 (C),0,0,44.04,0.64,-29.88,0
 44/ 67/ 6 (C),0,0,44.04,0.64,-29.88,0
 44/ 67/ 6 (C),0,0,44.04,0.64,-29.88,0
 44/ 80/ 6 (C),0,0,-45.09,0.64,-32.16,0
 44/ 67/ 6 (C),0,0,44.04,0.64,-29.88,0
 44/ 80/ 6 (C),0,0,-45.09,0.64,-32.16,0
 45/ 47/ 6 (C),666.69,-12.82,-51.73,-0.51,75.52,-18.83
 45/ 80/ 6 (C),651.57,-12.82,-51.73,-0.51,-69.32,17.07
 45/ 47/ 6 (C),666.69,-12.82,-51.73,-0.51,75.52,-18.83
 45/ 47/ 6 (C),666.69,-12.82,-51.73,-0.51,75.52,-18.83
 45/ 47/ 6 (C),666.69,-12.82,-51.73,-0.51,75.52,-18.83
 45/ 47/ 6 (C),666.69,-12.82,-51.73,-0.51,75.52,-18.83
 45/ 47/ 6 (C),666.69,-12.82,-51.73,-0.51,75.52,-18.83
 45/ 47/ 6 (C),666.69,-12.82,-51.73,-0.51,75.52,-18.83
 45/ 47/ 6 (C),666.69,-12.82,-51.73,-0.51,75.52,-18.83
 45/ 80/ 6 (C),651.57,-12.82,-51.73,-0.51,-69.32,17.07
 45/ 80/ 6 (C),651.57,-12.82,-51.73,-0.51,-69.32,17.07
 45/ 47/ 6 (C),666.69,-12.82,-51.73,-0.51,75.52,-18.83
 46/ 78/ 6 (C),0,0,-57.08,-9.71,136.28,0
 46/ 78/ 6 (C),0,0,-57.08,-9.71,136.28,0
 46/ 78/ 6 (C),0,0,-57.08,-9.71,136.28,0
 46/ 78/ 6 (C),0,0,-57.08,-9.71,136.28,0
 46/ 78/ 6 (C),0,0,-57.08,-9.71,136.28,0
 46/ 79/ 6 (C),0,0,-150,-9.71,-164.58,0
 46/ 78/ 6 (C),0,0,-57.08,-9.71,136.28,0
 46/ 78/ 6 (C),0,0,-57.08,-9.71,136.28,0
 46/ 78/ 6 (C),0,0,-57.08,-9.71,136.28,0
 46/ 79/ 6 (C),0,0,-150,-9.71,-164.58,0
 46/ 78/ 6 (C),0,0,-57.08,-9.71,136.28,0
 46/ 79/ 6 (C),0,0,-150,-9.71,-164.58,0
 47/ 72/ 6 (C),0,0,2.85,10.6,11.28,0
 47/ 72/ 6 (C),0,0,2.85,10.6,11.28,0
 47/ 72/ 6 (C),0,0,2.85,10.6,11.28,0
 47/ 72/ 6 (C),0,0,2.85,10.6,11.28,0
 47/ 72/ 6 (C),0,0,2.85,10.6,11.28,0
 47/ 79/ 6 (C),0,0,-36.2,10.6,-29.58,0
 47/ 72/ 6 (C),0,0,2.85,10.6,11.28,0
 47/ 72/ 6 (C),0,0,2.85,10.6,11.28,0
 47/ 72/ 6 (C),0,0,2.85,10.6,11.28,0
 47/ 79/ 6 (C),0,0,-36.2,10.6,-29.58,0
 47/ 79/ 6 (C),0,0,-36.2,10.6,-29.58,0
 47/ 72/ 6 (C),0,0,2.85,10.6,11.28,0
 48/ 46/ 6 (C),820.11,-8.62,59.38,-0.51,-85.72,-14.04
 48/ 79/ 6 (C),804.99,-8.62,59.38,-0.51,80.53,10.11
 48/ 46/ 6 (C),820.11,-8.62,59.38,-0.51,-85.72,-14.04
 48/ 46/ 6 (C),820.11,-8.62,59.38,-0.51,-85.72,-14.04
 48/ 46/ 6 (C),820.11,-8.62,59.38,-0.51,-85.72,-14.04
 48/ 46/ 6 (C),820.11,-8.62,59.38,-0.51,-85.72,-14.04
 48/ 46/ 6 (C),820.11,-8.62,59.38,-0.51,-85.72,-14.04
 48/ 46/ 6 (C),820.11,-8.62,59.38,-0.51,-85.72,-14.04
 48/ 79/ 6 (C),804.99,-8.62,59.38,-0.51,80.53,10.11
 48/ 46/ 6 (C),820.11,-8.62,59.38,-0.51,-85.72,-14.04
 48/ 79/ 6 (C),804.99,-8.62,59.38,-0.51,80.53,10.11
 48/ 46/ 6 (C),820.11,-8.62,59.38,-0.51,-85.72,-14.04
 49/ 71/ 6 (C),0,0,90.64,18.34,-69.19,0
 49/ 71/ 6 (C),0,0,90.64,18.34,-69.19,0
 49/ 71/ 6 (C),0,0,90.64,18.34,-69.19,0
 49/ 71/ 6 (C),0,0,90.64,18.34,-69.19,0
 49/ 71/ 6 (C),0,0,90.64,18.34,-69.19,0
 49/ 78/ 6 (C),0,0,33.62,18.34,83.03,0
 49/ 71/ 6 (C),0,0,90.64,18.34,-69.19,0
 49/ 71/ 6 (C),0,0,90.64,18.34,-69.19,0
 49/ 78/ 6 (C),0,0,33.62,18.34,83.03,0
 49/ 71/ 6 (C),0,0,90.64,18.34,-69.19,0
 49/ 78/ 6 (C),0,0,33.62,18.34,83.03,0
 49/ 71/ 6 (C),0,0,90.64,18.34,-69.19,0
 50/ 45/ 6 (C),31.86,40,37.59,-0.51,-55.42,60.58
 50/ 78/ 6 (C),16.74,40,37.59,-0.51,49.84,-51.41
 50/ 45/ 6 (C),31.86,40,37.59,-0.51,-55.42,60.58
 50/ 45/ 6 (C),31.86,40,37.59,-0.51,-55.42,60.58
 50/ 45/ 6 (C),31.86,40,37.59,-0.51,-55.42,60.58
 50/ 45/ 6 (C),31.86,40,37.59,-0.51,-55.42,60.58
 50/ 45/ 6 (C),31.86,40,37.59,-0.51,-55.42,60.58
 50/ 45/ 6 (C),31.86,40,37.59,-0.51,-55.42,60.58
 50/ 78/ 6 (C),16.74,40,37.59,-0.51,49.84,-51.41
 50/ 45/ 6 (C),31.86,40,37.59,-0.51,-55.42,60.58
 50/ 45/ 6 (C),31.86,40,37.59,-0.51,-55.42,60.58
 50/ 78/ 6 (C),16.74,40,37.59,-0.51,49.84,-51.41
 51/ 76/ 6 (C),0,0,66.48,-7.75,-24.77,0
 51/ 76/ 6 (C),0,0,66.48,-7.75,-24.77,0
 51/ 76/ 6 (C),0,0,66.48,-7.75,-24.77,0
 51/ 76/ 6 (C),0,0,66.48,-7.75,-24.77,0
 51/ 76/ 6 (C),0,0,66.48,-7.75,-24.77,0
 51/ 77/ 6 (C),0,0,18.28,-7.75,69.85,0
 51/ 76/ 6 (C),0,0,66.48,-7.75,-24.77,0
 51/ 76/ 6 (C),0,0,66.48,-7.75,-24.77,0
 51/ 77/ 6 (C),0,0,18.28,-7.75,69.85,0
 51/ 76/ 6 (C),0,0,66.48,-7.75,-24.77,0
 51/ 76/ 6 (C),0,0,66.48,-7.75,-24.77,0
 51/ 77/ 6 (C),0,0,18.28,-7.75,69.85,0
 52/ 74/ 6 (C),0,0,121.32,-50.31,-65.07,0
 52/ 74/ 6 (C),0,0,121.32,-50.31,-65.07,0
 52/ 74/ 6 (C),0,0,121.32,-50.31,-65.07,0
 52/ 74/ 6 (C),0,0,121.32,-50.31,-65.07,0
 52/ 74/ 6 (C),0,0,121.32,-50.31,-65.07,0
 52/ 76/ 6 (C),0,0,97.85,-50.31,65.72,0
 52/ 74/ 6 (C),0,0,121.32,-50.31,-65.07,0
 52/ 74/ 6 (C),0,0,121.32,-50.31,-65.07,0
 52/ 76/ 6 (C),0,0,97.85,-50.31,65.72,0
 52/ 74/ 6 (C),0,0,121.32,-50.31,-65.07,0
 52/ 74/ 6 (C),0,0,121.32,-50.31,-65.07,0
 52/ 76/ 6 (C),0,0,97.85,-50.31,65.72,0
 53/ 74/ 6 (C),0,0,-116.69,-41.85,133.53,0
 53/ 74/ 6 (C),0,0,-116.69,-41.85,133.53,0
 53/ 74/ 6 (C),0,0,-116.69,-41.85,133.53,0
 53/ 74/ 6 (C),0,0,-116.69,-41.85,133.53,0
 53/ 74/ 6 (C),0,0,-116.69,-41.85,133.53,0
 53/ 75/ 6 (C),0,0,-166.21,-41.85,-126.16,0
 53/ 74/ 6 (C),0,0,-116.69,-41.85,133.53,0
 53/ 74/ 6 (C),0,0,-116.69,-41.85,133.53,0
 53/ 74/ 6 (C),0,0,-116.69,-41.85,133.53,0
 53/ 75/ 6 (C),0,0,-166.21,-41.85,-126.16,0
 53/ 74/ 6 (C),0,0,-116.69,-41.85,133.53,0
 53/ 75/ 6 (C),0,0,-166.21,-41.85,-126.16,0
 54/ 70/ 6 (C),0,0,-109.96,45,82.89,0
 54/ 70/ 6 (C),0,0,-109.96,45,82.89,0
 54/ 70/ 6 (C),0,0,-109.96,45,82.89,0
 54/ 70/ 6 (C),0,0,-109.96,45,82.89,0
 54/ 70/ 6 (C),0,0,-109.96,45,82.89,0
 54/ 75/ 6 (C),0,0,-140.25,45,-77.71,0
 54/ 70/ 6 (C),0,0,-109.96,45,82.89,0
 54/ 70/ 6 (C),0,0,-109.96,45,82.89,0
 54/ 70/ 6 (C),0,0,-109.96,45,82.89,0
 54/ 75/ 6 (C),0,0,-140.25,45,-77.71,0
 54/ 75/ 6 (C),0,0,-140.25,45,-77.71,0
 54/ 70/ 6 (C),0,0,-109.96,45,82.89,0
 55/ 42/ 6 (C),1236.82,-14.34,31.06,-0.51,-45.18,-21.08
 55/ 75/ 6 (C),1221.7,-14.34,31.06,-0.51,41.78,19.07
 55/ 42/ 6 (C),1236.82,-14.34,31.06,-0.51,-45.18,-21.08
 55/ 42/ 6 (C),1236.82,-14.34,31.06,-0.51,-45.18,-21.08
 55/ 42/ 6 (C),1236.82,-14.34,31.06,-0.51,-45.18,-21.08
 55/ 42/ 6 (C),1236.82,-14.34,31.06,-0.51,-45.18,-21.08
 55/ 42/ 6 (C),1236.82,-14.34,31.06,-0.51,-45.18,-21.08
 55/ 42/ 6 (C),1236.82,-14.34,31.06,-0.51,-45.18,-21.08
 55/ 75/ 6 (C),1221.7,-14.34,31.06,-0.51,41.78,19.07
 55/ 42/ 6 (C),1236.82,-14.34,31.06,-0.51,-45.18,-21.08
 55/ 75/ 6 (C),1221.7,-14.34,31.06,-0.51,41.78,19.07
 55/ 42/ 6 (C),1236.82,-14.34,31.06,-0.51,-45.18,-21.08
 56/ 73/ 6 (C),0,0,114.45,23.22,-119.97,0
 56/ 73/ 6 (C),0,0,114.45,23.22,-119.97,0
 56/ 73/ 6 (C),0,0,114.45,23.22,-119.97,0
 56/ 73/ 6 (C),0,0,114.45,23.22,-119.97,0
 56/ 73/ 6 (C),0,0,114.45,23.22,-119.97,0
 56/ 74/ 6 (C),0,0,4.63,23.22,83.22,0
 56/ 73/ 6 (C),0,0,114.45,23.22,-119.97,0
 56/ 73/ 6 (C),0,0,114.45,23.22,-119.97,0
 56/ 74/ 6 (C),0,0,4.63,23.22,83.22,0
 56/ 73/ 6 (C),0,0,114.45,23.22,-119.97,0
 56/ 73/ 6 (C),0,0,114.45,23.22,-119.97,0
 56/ 74/ 6 (C),0,0,4.63,23.22,83.22,0
 57/ 69/ 6 (C),0,0,-59.15,-38.94,59,0
 57/ 69/ 6 (C),0,0,-59.15,-38.94,59,0
 57/ 69/ 6 (C),0,0,-59.15,-38.94,59,0
 57/ 69/ 6 (C),0,0,-59.15,-38.94,59,0
 57/ 69/ 6 (C),0,0,-59.15,-38.94,59,0
 57/ 73/ 6 (C),0,0,-108.21,-38.94,-77.82,0
 57/ 69/ 6 (C),0,0,-59.15,-38.94,59,0
 57/ 69/ 6 (C),0,0,-59.15,-38.94,59,0
 57/ 69/ 6 (C),0,0,-59.15,-38.94,59,0
 57/ 73/ 6 (C),0,0,-108.21,-38.94,-77.82,0
 57/ 69/ 6 (C),0,0,-59.15,-38.94,59,0
 57/ 73/ 6 (C),0,0,-108.21,-38.94,-77.82,0
 58/ 40/ 6 (C),1143.5,-1.79,-20.8,-0.51,29.9,-2.25
 58/ 73/ 6 (C),1128.38,-1.79,-20.8,-0.51,-28.35,2.77
 58/ 40/ 6 (C),1143.5,-1.79,-20.8,-0.51,29.9,-2.25
 58/ 40/ 6 (C),1143.5,-1.79,-20.8,-0.51,29.9,-2.25
 58/ 40/ 6 (C),1143.5,-1.79,-20.8,-0.51,29.9,-2.25
 58/ 40/ 6 (C),1143.5,-1.79,-20.8,-0.51,29.9,-2.25
 58/ 40/ 6 (C),1143.5,-1.79,-20.8,-0.51,29.9,-2.25
 58/ 40/ 6 (C),1143.5,-1.79,-20.8,-0.51,29.9,-2.25
 58/ 40/ 6 (C),1143.5,-1.79,-20.8,-0.51,29.9,-2.25
 58/ 73/ 6 (C),1128.38,-1.79,-20.8,-0.51,-28.35,2.77
 58/ 73/ 6 (C),1128.38,-1.79,-20.8,-0.51,-28.35,2.77
 58/ 40/ 6 (C),1143.5,-1.79,-20.8,-0.51,29.9,-2.25
 59/ 71/ 6 (C),0,0,-4.43,-21.5,66.34,0
 59/ 71/ 6 (C),0,0,-4.43,-21.5,66.34,0
 59/ 71/ 6 (C),0,0,-4.43,-21.5,66.34,0
 59/ 71/ 6 (C),0,0,-4.43,-21.5,66.34,0
 59/ 71/ 6 (C),0,0,-4.43,-21.5,66.34,0
 59/ 72/ 6 (C),0,0,-85.77,-21.5,-67.42,0
 59/ 71/ 6 (C),0,0,-4.43,-21.5,66.34,0
 59/ 71/ 6 (C),0,0,-4.43,-21.5,66.34,0
 59/ 71/ 6 (C),0,0,-4.43,-21.5,66.34,0
 59/ 72/ 6 (C),0,0,-85.77,-21.5,-67.42,0
 59/ 72/ 6 (C),0,0,-85.77,-21.5,-67.42,0
 59/ 71/ 6 (C),0,0,-4.43,-21.5,66.34,0
 60/ 66/ 6 (C),0,0,15.07,4,-8.84,0
 60/ 66/ 6 (C),0,0,15.07,4,-8.84,0
 60/ 66/ 6 (C),0,0,15.07,4,-8.84,0
 60/ 66/ 6 (C),0,0,15.07,4,-8.84,0
 60/ 66/ 6 (C),0,0,15.07,4,-8.84,0
 60/ 72/ 6 (C),0,0,-13.43,4,-7.2,0
 60/ 66/ 6 (C),0,0,15.07,4,-8.84,0
 60/ 66/ 6 (C),0,0,15.07,4,-8.84,0
 60/ 72/ 6 (C),0,0,-13.43,4,-7.2,0
 60/ 66/ 6 (C),0,0,15.07,4,-8.84,0
 60/ 72/ 6 (C),0,0,-13.43,4,-7.2,0
 60/ 66/ 6 (C),0,0,15.07,4,-8.84,0
 61/ 39/ 6 (C),480.4,10.87,27.91,-0.51,-40.34,22.38
 61/ 72/ 6 (C),465.28,10.87,27.91,-0.51,37.81,-8.06
 61/ 39/ 6 (C),480.4,10.87,27.91,-0.51,-40.34,22.38
 61/ 39/ 6 (C),480.4,10.87,27.91,-0.51,-40.34,22.38
 61/ 39/ 6 (C),480.4,10.87,27.91,-0.51,-40.34,22.38
 61/ 39/ 6 (C),480.4,10.87,27.91,-0.51,-40.34,22.38
 61/ 39/ 6 (C),480.4,10.87,27.91,-0.51,-40.34,22.38
 61/ 39/ 6 (C),480.4,10.87,27.91,-0.51,-40.34,22.38
 61/ 72/ 6 (C),465.28,10.87,27.91,-0.51,37.81,-8.06
 61/ 39/ 6 (C),480.4,10.87,27.91,-0.51,-40.34,22.38
 61/ 39/ 6 (C),480.4,10.87,27.91,-0.51,-40.34,22.38
 61/ 72/ 6 (C),465.28,10.87,27.91,-0.51,37.81,-8.06
 62/ 70/ 6 (C),0,0,114.9,47.69,-53.7,0
 62/ 70/ 6 (C),0,0,114.9,47.69,-53.7,0
 62/ 70/ 6 (C),0,0,114.9,47.69,-53.7,0
 62/ 70/ 6 (C),0,0,114.9,47.69,-53.7,0
 62/ 70/ 6 (C),0,0,114.9,47.69,-53.7,0
 62/ 71/ 6 (C),0,0,86.21,47.69,84.68,0
 62/ 70/ 6 (C),0,0,114.9,47.69,-53.7,0
 62/ 70/ 6 (C),0,0,114.9,47.69,-53.7,0
 62/ 71/ 6 (C),0,0,86.21,47.69,84.68,0
 62/ 70/ 6 (C),0,0,114.9,47.69,-53.7,0
 62/ 71/ 6 (C),0,0,86.21,47.69,84.68,0
 62/ 70/ 6 (C),0,0,114.9,47.69,-53.7,0
 63/ 64/ 6 (C),0,0,61.47,-8.71,-39.77,0
 63/ 64/ 6 (C),0,0,61.47,-8.71,-39.77,0
 63/ 64/ 6 (C),0,0,61.47,-8.71,-39.77,0
 63/ 64/ 6 (C),0,0,61.47,-8.71,-39.77,0
 63/ 64/ 6 (C),0,0,61.47,-8.71,-39.77,0
 63/ 70/ 6 (C),0,0,4.94,-8.71,35.19,0
 63/ 64/ 6 (C),0,0,61.47,-8.71,-39.77,0
 63/ 64/ 6 (C),0,0,61.47,-8.71,-39.77,0
 63/ 70/ 6 (C),0,0,4.94,-8.71,35.19,0
 63/ 64/ 6 (C),0,0,61.47,-8.71,-39.77,0
 63/ 70/ 6 (C),0,0,4.94,-8.71,35.19,0
 63/ 64/ 6 (C),0,0,61.47,-8.71,-39.77,0
 64/ 68/ 6 (C),0,0,-36.67,-5.55,105.12,0
 64/ 68/ 6 (C),0,0,-36.67,-5.55,105.12,0
 64/ 68/ 6 (C),0,0,-36.67,-5.55,105.12,0
 64/ 68/ 6 (C),0,0,-36.67,-5.55,105.12,0
 64/ 68/ 6 (C),0,0,-36.67,-5.55,105.12,0
 64/ 69/ 6 (C),0,0,-97.22,-5.55,-57.98,0
 64/ 68/ 6 (C),0,0,-36.67,-5.55,105.12,0
 64/ 68/ 6 (C),0,0,-36.67,-5.55,105.12,0
 64/ 68/ 6 (C),0,0,-36.67,-5.55,105.12,0
 64/ 69/ 6 (C),0,0,-97.22,-5.55,-57.98,0
 64/ 68/ 6 (C),0,0,-36.67,-5.55,105.12,0
 64/ 69/ 6 (C),0,0,-97.22,-5.55,-57.98,0
 65/ 62/ 6 (C),0,0,79.83,19.04,-49.43,0
 65/ 62/ 6 (C),0,0,79.83,19.04,-49.43,0
 65/ 62/ 6 (C),0,0,79.83,19.04,-49.43,0
 65/ 62/ 6 (C),0,0,79.83,19.04,-49.43,0
 65/ 62/ 6 (C),0,0,79.83,19.04,-49.43,0
 65/ 69/ 6 (C),0,0,38.07,19.04,53.45,0
