,,,,,,,,,,1,0.18,0.18,1,,,-1,-0.18,0.18,1,,,,,,
,,,,,,,,,,1,0.26,0.1,1,,,-1,-0.26,0.1,1,,,,,,
,,,,,,,,,,1,0.3,0,1,,,-1,-0.3,0,1,,,,,,
,,,,,,,,,,1.2,0.08,0.23,1,,,-1.2,-0.08,0.23,1,,,,,,
,,,,,,,,,,1.2,0.17,0.17,1,,,-1.2,-0.17,0.17,1,,,,,,
,,,,,,,,,,1.2,0.23,0.08,1,,,-1.2,-0.23,0.08,1,,,,,,
,,,,,,,,,,1.2,0.25,0,1,,,-1.2,-0.25,0,1,,,,,,
,,,,,,,,,,1.2,0,0.25,1,,,-1.2,0,0.25,1,,,,,,
,,,,,,,,,,1.4,0,0.2,1,,,-1.4,0,0.2,1,,,,,,
,,,,,,,,,,1.4,0.08,0.18,1,,,-1.4,-0.08,0.18,1,,,,,,
,,,,,,,,,,1.4,0.13,0.13,1,,,-1.4,-0.13,0.13,1,,,,,,
,,,,,,,,,,1.4,0.18,0.08,1,,,-1.4,-0.18,0.08,1,,,,,,
,,,,,,,,,,1.4,0.2,0,1,,,-1.4,-0.2,0,1,,,,,,
